db,concept,doculect,counterpart,fullCC,inferredCC
huon_prop_50_3_train,right (side),Dedua,foi,huon_prop_50_3_train:right (side):7797,huon_prop_50_3_train:right (side):2
huon_prop_50_3_train,right (side),Kate,fare,huon_prop_50_3_train:right (side):7795,huon_prop_50_3_train:right (side):2
huon_prop_50_3_train,right (side),Komba,bon,huon_prop_50_3_train:right (side):7799,huon_prop_50_3_train:right (side):1
huon_prop_50_3_train,right (side),Kube,foi,huon_prop_50_3_train:right (side):7797,huon_prop_50_3_train:right (side):2
huon_prop_50_3_train,right (side),Mape,fare,huon_prop_50_3_train:right (side):7795,huon_prop_50_3_train:right (side):2
huon_prop_50_3_train,right (side),Mesem,pana,huon_prop_50_3_train:right (side):7798,huon_prop_50_3_train:right (side):1
huon_prop_50_3_train,right (side),Nabak,panaŋ,huon_prop_50_3_train:right (side):7798,huon_prop_50_3_train:right (side):1
huon_prop_50_3_train,right (side),Ono,waraɡe,huon_prop_50_3_train:right (side):13929,huon_prop_50_3_train:right (side):2
huon_prop_50_3_train,right (side),Selepet,bon,huon_prop_50_3_train:right (side):7799,huon_prop_50_3_train:right (side):1
huon_prop_50_3_train,right (side),Somba-Siawari (Burum Dialect),al,huon_prop_50_3_train:right (side):7796,huon_prop_50_3_train:right (side):3
huon_prop_50_3_train,right (side),Somba-Siawari (Mindik Dialect),hal,huon_prop_50_3_train:right (side):7796,huon_prop_50_3_train:right (side):3
huon_prop_50_3_train,right (side),Timbe,bun,huon_prop_50_3_train:right (side):7799,huon_prop_50_3_train:right (side):1
huon_prop_50_3_train,right (side),Tobo,hala,huon_prop_50_3_train:right (side):7796,huon_prop_50_3_train:right (side):3
huon_prop_50_3_train,(its) hair,Borong,dzui,huon_prop_50_3_train:(its) hair:8000,huon_prop_50_3_train:(its) hair:1
huon_prop_50_3_train,(its) hair,Komba,samot,huon_prop_50_3_train:(its) hair:8002,huon_prop_50_3_train:(its) hair:2
huon_prop_50_3_train,(its) hair,Kube,dzu,huon_prop_50_3_train:(its) hair:8000,huon_prop_50_3_train:(its) hair:1
huon_prop_50_3_train,(its) hair,Mape,kaŋdzaŋ,huon_prop_50_3_train:(its) hair:14008,huon_prop_50_3_train:(its) hair:3
huon_prop_50_3_train,(its) hair,Mesem,dzup,huon_prop_50_3_train:(its) hair:8000,huon_prop_50_3_train:(its) hair:1
huon_prop_50_3_train,(its) hair,Nabak,dzup,huon_prop_50_3_train:(its) hair:8000,huon_prop_50_3_train:(its) hair:1
huon_prop_50_3_train,(its) hair,Ono,dzou,huon_prop_50_3_train:(its) hair:8000,huon_prop_50_3_train:(its) hair:1
huon_prop_50_3_train,(its) hair,Selepet,somot,huon_prop_50_3_train:(its) hair:8002,huon_prop_50_3_train:(its) hair:2
huon_prop_50_3_train,(its) hair,Somba-Siawari (Burum Dialect),dzup,huon_prop_50_3_train:(its) hair:8000,huon_prop_50_3_train:(its) hair:1
huon_prop_50_3_train,(its) hair,Somba-Siawari (Mindik Dialect),dzup,huon_prop_50_3_train:(its) hair:8000,huon_prop_50_3_train:(its) hair:1
huon_prop_50_3_train,(its) hair,Timbe,dumut,huon_prop_50_3_train:(its) hair:8002,huon_prop_50_3_train:(its) hair:2
huon_prop_50_3_train,(its) hair,Tobo,dzu,huon_prop_50_3_train:(its) hair:8000,huon_prop_50_3_train:(its) hair:1
huon_prop_50_3_train,(he) shoots,Nabak,arai,huon_prop_50_3_train:(he) shoots:13647,huon_prop_50_3_train:(he) shoots:1
huon_prop_50_3_train,(he) shoots,Ono,jato,huon_prop_50_3_train:(he) shoots:14089,huon_prop_50_3_train:(he) shoots:2
huon_prop_50_3_train,(he) shoots,Selepet,jer,huon_prop_50_3_train:(he) shoots:8024,huon_prop_50_3_train:(he) shoots:1
huon_prop_50_3_train,(he) shoots,Somba-Siawari (Burum Dialect),era,huon_prop_50_3_train:(he) shoots:8024,huon_prop_50_3_train:(he) shoots:1
huon_prop_50_3_train,(he) shoots,Somba-Siawari (Mindik Dialect),era,huon_prop_50_3_train:(he) shoots:8024,huon_prop_50_3_train:(he) shoots:1
huon_prop_50_3_train,(he) shoots,Timbe,er,huon_prop_50_3_train:(he) shoots:8024,huon_prop_50_3_train:(he) shoots:1
huon_prop_50_3_train,(he) shoots,Tobo,wiri,huon_prop_50_3_train:(he) shoots:8025,huon_prop_50_3_train:(he) shoots:3
huon_prop_50_3_train,big,Borong,somata,huon_prop_50_3_train:big:13827,huon_prop_50_3_train:big:1
huon_prop_50_3_train,big,Dedua,kuneŋ,huon_prop_50_3_train:big:7742,huon_prop_50_3_train:big:3
huon_prop_50_3_train,big,Kate,kacɡbene,huon_prop_50_3_train:big:13752,huon_prop_50_3_train:big:10
huon_prop_50_3_train,big,Komba,pata,huon_prop_50_3_train:big:7743,huon_prop_50_3_train:big:1
huon_prop_50_3_train,big,Kube,kuneŋ,huon_prop_50_3_train:big:7742,huon_prop_50_3_train:big:3
huon_prop_50_3_train,big,Mape,jasoɡo,huon_prop_50_3_train:big:14115,huon_prop_50_3_train:big:9
huon_prop_50_3_train,big,Mesem,kəitn̥,huon_prop_50_3_train:big:13688,huon_prop_50_3_train:big:8
huon_prop_50_3_train,big,Nabak,taemba,huon_prop_50_3_train:big:13974,huon_prop_50_3_train:big:7
huon_prop_50_3_train,big,Ono,suaine,huon_prop_50_3_train:big:13802,huon_prop_50_3_train:big:6
huon_prop_50_3_train,big,Selepet,pato,huon_prop_50_3_train:big:7743,huon_prop_50_3_train:big:1
huon_prop_50_3_train,big,Somba-Siawari (Burum Dialect),ketaŋi,huon_prop_50_3_train:big:7741,huon_prop_50_3_train:big:2
huon_prop_50_3_train,big,Somba-Siawari (Mindik Dialect),ketaŋi,huon_prop_50_3_train:big:7741,huon_prop_50_3_train:big:2
huon_prop_50_3_train,big,Timbe,humo,huon_prop_50_3_train:big:14069,huon_prop_50_3_train:big:5
huon_prop_50_3_train,big,Tobo,baia,huon_prop_50_3_train:big:13897,huon_prop_50_3_train:big:4
huon_prop_50_3_train,(its) tongue,Dedua,nameŋ,huon_prop_50_3_train:(its) tongue:8009,huon_prop_50_3_train:(its) tongue:2
huon_prop_50_3_train,(its) tongue,Kate,nameŋ,huon_prop_50_3_train:(its) tongue:8009,huon_prop_50_3_train:(its) tongue:2
huon_prop_50_3_train,(its) tongue,Komba,nabalam,huon_prop_50_3_train:(its) tongue:8008,huon_prop_50_3_train:(its) tongue:1
huon_prop_50_3_train,(its) tongue,Kube,edzeraŋ,huon_prop_50_3_train:(its) tongue:8008,huon_prop_50_3_train:(its) tongue:3
huon_prop_50_3_train,(its) tongue,Mape,eraŋ,huon_prop_50_3_train:(its) tongue:14114,huon_prop_50_3_train:(its) tongue:3
huon_prop_50_3_train,(its) tongue,Mesem,nambalaŋ,huon_prop_50_3_train:(its) tongue:8008,huon_prop_50_3_train:(its) tongue:1
huon_prop_50_3_train,(its) tongue,Nabak,nambaram,huon_prop_50_3_train:(its) tongue:8008,huon_prop_50_3_train:(its) tongue:1
huon_prop_50_3_train,(its) tongue,Ono,belakami,huon_prop_50_3_train:(its) tongue:13796,huon_prop_50_3_train:(its) tongue:4
huon_prop_50_3_train,(its) tongue,Selepet,nibilam,huon_prop_50_3_train:(its) tongue:8008,huon_prop_50_3_train:(its) tongue:1
huon_prop_50_3_train,(its) tongue,Somba-Siawari (Burum Dialect),neselam,huon_prop_50_3_train:(its) tongue:8008,huon_prop_50_3_train:(its) tongue:1
