db,concept,doculect,counterpart,fullCC,inferredCC
st_prop_50_2_train,I,Alike Tibetan,ŋä,st_prop_50_2_train:I:615,st_prop_50_2_train:I:1
st_prop_50_2_train,I,Ao-Chungli,ni,st_prop_50_2_train:I:615,st_prop_50_2_train:I:5
st_prop_50_2_train,I,Ao-Mongsen,ni,st_prop_50_2_train:I:615,st_prop_50_2_train:I:5
st_prop_50_2_train,I,Apatari,ŋó,st_prop_50_2_train:I:615,st_prop_50_2_train:I:1
st_prop_50_2_train,I,Batang Tibetan,ŋa²³¹,st_prop_50_2_train:I:615,st_prop_50_2_train:I:1
st_prop_50_2_train,I,Beijing,wǒ,st_prop_50_2_train:I:615,st_prop_50_2_train:I:7
st_prop_50_2_train,I,Bodo,aŋ,st_prop_50_2_train:I:615,st_prop_50_2_train:I:3
st_prop_50_2_train,I,Bokar,ŋoː,st_prop_50_2_train:I:615,st_prop_50_2_train:I:1
st_prop_50_2_train,I,Bola,ŋa⁵⁵,st_prop_50_2_train:I:615,st_prop_50_2_train:I:1
st_prop_50_2_train,I,Burmese,ŋa,st_prop_50_2_train:I:615,st_prop_50_2_train:I:1
st_prop_50_2_train,I,Dhimal,ka,st_prop_50_2_train:I:615,st_prop_50_2_train:I:6
st_prop_50_2_train,I,Dimasa,aŋ,st_prop_50_2_train:I:615,st_prop_50_2_train:I:3
st_prop_50_2_train,I,Dulong,ŋa⁵³,st_prop_50_2_train:I:615,st_prop_50_2_train:I:1
st_prop_50_2_train,I,Ersu,a⁵⁵,st_prop_50_2_train:I:769,st_prop_50_2_train:I:4
st_prop_50_2_train,I,Fuzhou,ŋuai³³,st_prop_50_2_train:I:615,st_prop_50_2_train:I:1
st_prop_50_2_train,I,Garo,aŋa,st_prop_50_2_train:I:615,st_prop_50_2_train:I:1
st_prop_50_2_train,I,Geba,jɛ³³,st_prop_50_2_train:I:615,st_prop_50_2_train:I:4
st_prop_50_2_train,I,Geker,khe⁵³,st_prop_50_2_train:I:615,st_prop_50_2_train:I:2
st_prop_50_2_train,I,Guiqiong,ŋö³⁵,st_prop_50_2_train:I:615,st_prop_50_2_train:I:1
