db,concept,doculect,counterpart,fullCC,inferredCC
st_2_train,water,Alike Tibetan,ćhə,st_2_train:water:230,st_2_train:water:3
st_2_train,water,Ao-Chungli,tzɨ,st_2_train:water:202,st_2_train:water:1
st_2_train,water,Ao-Mongsen,acɨ,st_2_train:water:202,st_2_train:water:1
st_2_train,water,Apatari,yesi,st_2_train:water:202,st_2_train:water:2
st_2_train,water,Batang Tibetan,ćhö⁵⁵,st_2_train:water:230,st_2_train:water:3
st_2_train,water,Beijing,shǔi,st_2_train:water:1549,st_2_train:water:4
st_2_train,water,Bodo,dəj,st_2_train:water:1549,st_2_train:water:1
st_2_train,water,Bokar,i_ši,st_2_train:water:202,st_2_train:water:2
st_2_train,water,Bola,ɣəi⁵⁵,st_2_train:water:1428,st_2_train:water:5
st_2_train,water,Burmese,re,st_2_train:water:1428,st_2_train:water:5
st_2_train,water,Dhimal,ci,st_2_train:water:202,st_2_train:water:1
st_2_train,water,Dimasa,di,st_2_train:water:1549,st_2_train:water:1
st_2_train,water,Dulong,ŋaːŋ⁵⁵,st_2_train:water:1144,st_2_train:water:14
st_2_train,water,Ersu,dʒo⁵⁵,st_2_train:water:202,st_2_train:water:2
st_2_train,water,Fuzhou,cui⁵²,st_2_train:water:1549,st_2_train:water:4
st_2_train,water,Garo,ci,st_2_train:water:1549,st_2_train:water:1
st_2_train,water,Geba,tʃi⁴⁴,st_2_train:water:1549,st_2_train:water:1
st_2_train,water,Geker,shɣɨ⁵⁵,st_2_train:water:1549,st_2_train:water:2
st_2_train,water,Guiqiong,tʃɨ⁵³,st_2_train:water:202,st_2_train:water:1
st_2_train,water,Gurung,kyu²,st_2_train:water:691,st_2_train:water:6
st_2_train,water,Hakka,se³,st_2_train:water:1549,st_2_train:water:2
st_2_train,water,Hill-Miri,isi,st_2_train:water:202,st_2_train:water:2
st_2_train,water,Hmar,tui,st_2_train:water:1549,st_2_train:water:4
st_2_train,water,Horpa,ɣre,st_2_train:water:1428,st_2_train:water:5
st_2_train,water,Idu,ma¹_ći¹,st_2_train:water:202,st_2_train:water:7
st_2_train,water,Jingpo,n³¹_ci̲n³³,st_2_train:water:155,st_2_train:water:8
st_2_train,water,Jinuo,e⁴²_tʃho⁵⁵,st_2_train:water:1428,st_2_train:water:2
st_2_train,water,Jirel,čhu_T²,st_2_train:water:230,st_2_train:water:3
st_2_train,water,Kaike,ṭyu,st_2_train:water:1549,st_2_train:water:6
st_2_train,water,Khaling,ku_L,st_2_train:water:691,st_2_train:water:6
st_2_train,water,Kulung,kawa,st_2_train:water:691,st_2_train:water:9
st_2_train,water,Lepcha,uŋ,st_2_train:water:483,st_2_train:water:3
st_2_train,water,Lhasa Tibetan,ćhu⁵⁵,st_2_train:water:230,st_2_train:water:3
st_2_train,water,Lhota,oːchhɨ,st_2_train:water:202,st_2_train:water:1
st_2_train,water,Liangmai,taduih,st_2_train:water:202,st_2_train:water:4
st_2_train,water,Lijiang-Naxi,nʒ́i³¹,st_2_train:water:1428,st_2_train:water:2
st_2_train,water,Limbu,cwaʔl,st_2_train:water:230,st_2_train:water:10
st_2_train,water,Lushai,tui,st_2_train:water:1549,st_2_train:water:4
st_2_train,water,Lüsu,ʒ̣u³⁵,st_2_train:water:202,st_2_train:water:3
st_2_train,water,Manu,ʃhi¹¹,st_2_train:water:1549,st_2_train:water:2
st_2_train,water,Motuo-M,ri,st_2_train:water:1428,st_2_train:water:5
st_2_train,water,N-Qiang,cə,st_2_train:water:202,st_2_train:water:1
st_2_train,water,Namuzi,nʒ̣ɨ⁵⁵,st_2_train:water:202,st_2_train:water:2
st_2_train,water,Ninglang-Naxi,ʒ́i³¹,st_2_train:water:1428,st_2_train:water:2
st_2_train,water,Nusu,jri³¹_gra⁵³,st_2_train:water:1428,st_2_train:water:11
st_2_train,water,Old Chinese,tujʔ,st_2_train:water:1549,st_2_train:water:4
