db,concept,doculect,counterpart,fullCC,inferredCC
bah_prop_50_2_train,light (weight),Alak,hacʻəːc,bah_prop_50_2_train:light (weight):1879,bah_prop_50_2_train:light (weight):1
bah_prop_50_2_train,light (weight),BahnarGolar,hjəːc,bah_prop_50_2_train:light (weight):1879,bah_prop_50_2_train:light (weight):1
bah_prop_50_2_train,light (weight),BahnarKontum,hjəːc,bah_prop_50_2_train:light (weight):1879,bah_prop_50_2_train:light (weight):1
bah_prop_50_2_train,light (weight),BahnarPleiku,həʔjəːc,bah_prop_50_2_train:light (weight):1879,bah_prop_50_2_train:light (weight):1
bah_prop_50_2_train,light (weight),BahnarPleiku,pʰjəːl,bah_prop_50_2_train:light (weight):1880,bah_prop_50_2_train:light (weight):1
bah_prop_50_2_train,light (weight),Brao,joːc,bah_prop_50_2_train:light (weight):1879,bah_prop_50_2_train:light (weight):1
bah_prop_50_2_train,light (weight),Chrau,nkʰəːc,bah_prop_50_2_train:light (weight):1879,bah_prop_50_2_train:light (weight):1
bah_prop_50_2_train,light (weight),Cua,ʔahjəːl,bah_prop_50_2_train:light (weight):1880,bah_prop_50_2_train:light (weight):1
bah_prop_50_2_train,light (weight),Halang,həʔẽ̤ːk,bah_prop_50_2_train:light (weight):1881,bah_prop_50_2_train:light (weight):1
bah_prop_50_2_train,light (weight),Jeh,ŋe̤ːk,bah_prop_50_2_train:light (weight):1881,bah_prop_50_2_train:light (weight):1
bah_prop_50_2_train,light (weight),JruLaven,hɟʌːc,bah_prop_50_2_train:light (weight):1879,bah_prop_50_2_train:light (weight):1
bah_prop_50_2_train,light (weight),Kasseng,ɲɟɤːc,bah_prop_50_2_train:light (weight):1879,bah_prop_50_2_train:light (weight):1
bah_prop_50_2_train,light (weight),MnongRlm,ŋhəːc,bah_prop_50_2_train:light (weight):1879,bah_prop_50_2_train:light (weight):1
bah_prop_50_2_train,light (weight),Ramam,ŋhuəɺ,bah_prop_50_2_train:light (weight):1880,bah_prop_50_2_train:light (weight):2
bah_prop_50_2_train,light (weight),Rengao,he̤ːl,bah_prop_50_2_train:light (weight):1880,bah_prop_50_2_train:light (weight):3
bah_prop_50_2_train,light (weight),Sedang,hia,bah_prop_50_2_train:light (weight):1880,bah_prop_50_2_train:light (weight):4
