language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
Quueyu	quey1238	I	1		ŋa¹³	615	ŋ a	
Dhimal	dhim1246	I	1		ka	615	k a	
Apatari	apat1240	I	1		ŋó	615	ŋ o	
Jirel	jire1238	I	1		ŋa_L²	615	ŋ a	
Old Chinese	oldc1244	I	1		ŋhājʔ	615	ŋʰ aː j ʔ	
Idu	idum1241	I	1		ŋa²	615	ŋ a	
Lhota	loth1237	I	1		a	769	a	
Lushai	lush1249	I	1		keima	615	k e i m a	
Lepcha	lepc1244	I	1		kă-do	615	k a d o	
Sgaw	sgaw1245	I	1		jạ³³	615	j a̰	
Rourou	nusu1239	I	1		ŋo³³	615	ŋ o	
Dulong	drun1238	I	1		ŋa⁵³	615	ŋ a	
Tangkul	tang1336	I	1		iya	769	i y a	
Pa'O	paok1235	I	1		khwi⁵⁵	615	kʰ w i	
Kulung	kulu1253	I	1		kɔŋ	615	k ɔ ŋ	
Geker	geko1235	I	1		khe⁵³	615	kʰ e	
Ersu	ersu1241	I	1		a⁵⁵	769	a	
Ao-Mongsen	mong1332	I	1		ni	615	n i	
Sherpa	sher1255	I	1		ŋa_LF	615	ŋ a	
Rawang	rawa1265	I	1		ŋa	615	ŋ a	
Bokar	bori1243	I	1		ŋoː	615	ŋ oː	
Nusu	nusu1239	I	1		ŋa³⁵	615	ŋ a	
Geba	geba1237	I	1		jɛ³³	615	j ɛ	
Manu	manu1255	I	1		he¹¹	615	h e	
Alike Tibetan	amdo1237	I	1		ŋä	615	ŋ æ	
Shixing	shix1238	I	1		ŋâ⁵⁵	615	ŋ a	
Ninglang-Naxi	naxi1245	I	1		ńa³³	615	nʲ a	
Khaling	khal1275	I	1		uŋH	615	u ŋ	
W. Kayah	west2409	I	1		va³³	1015	v a	
Written Tibetan	tibe1272	I	1		ŋa	615	ŋ a	
Batang Tibetan	kham1282	I	1		ŋa²³¹	615	ŋ a	
Gurung	guru1261	I	1		ŋa¹	769	ŋ a	
Lhasa Tibetan	tibe1272	I	1		ŋa¹³	615	ŋ a	
Garo	garo1247	I	1		aŋa	615	a ŋ a	
Hill-Miri	nyis1236	I	1		ŋo	615	ŋ o	
Limbu	limb1266	I	1		\Iaŋgā	615	i a ŋ g a	
Hakka	hakk1236	I	1		ŋai²	615	ŋ a i	
Motuo-M	dakp1242	I	1		ʒ́aŋ	764	ʒʲ a ŋ	
Tujia	nort2732	I	1		ŋa³	615	ŋ a	
Beijing	mand1415	I	1		wǒ	615	w o	
Zhaba	zhab1238	I	1		ŋo⁵¹	615	ŋ o	
Kaike	kaik1246	I	1		ŋa	615	ŋ a	
Yintale	yint1235	I	1		khwɛ⁵⁵	615	kʰ w ɛ	
Jinuo	youl1235	I	1		ŋɔ⁴²	615	ŋ ɔ	
Serdukpen	sher1257	I	1		gu	615	g u	
Namuzi	namu1246	I	1		ŋa⁵⁵	615	ŋ a	
