language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
Alak		ant	587		mboːc	122	m b oː c	
BahnarGolar		ant	587		hmoːc	122	h m oː c	
BahnarKontum		ant	587		hmoc	122	h m o c	
BahnarPleiku		ant	587		hmoːc	122	h m oː c	
Brao		ant	587		moːc	122	m oː c	
Cheng		ant	587		samoːc	122	s a m oː c	
Cua		ant	587		ramuːt	122	r a m uː t	
Halang		ant	587		muːt	122	m uː t	
Jeh		ant	587		mut	122	m u t	
JruLaven		ant	587		hmoːc	122	h m oː c	
Kasseng		ant	587		nuːr	123	n uː r	
MnongRlm		ant	587		saːm	124	s aː m	
Nyaheun		ant	587		hmoːc	122	h m oː c	
Ramam		ant	587		haːŋ	125	h aː ŋ	
Sapuan		ant	587		samɔːc	122	s a m ɔː c	
Sedang		ant	587		hmuj	122	h m u j	
Sedang		ant	587		kəmuə	122	k ə m u ə	
Sre		ant	587		ŋɔɲ	126	ŋ ɔ ɲ	
Stieng		ant	587		cʰiam	124	cʰ i a m	
Tampuan		ant	587		ʔmhmaoc	122	ʔ mʰ m a o c	
Alak		arrow	977		plaː	140	p l aː	
BahnarGolar		arrow	977		mrɔm	151	m r ɔ m	
BahnarKontum		arrow	977		mrɔm	151	m r ɔ m	
BahnarPleiku		arrow	977		ɓrəm	151	ɓ r ə m	
Brao		arrow	977		draŋ	154	d r a ŋ	
Bunong		arrow	977		har	130	h a r	
Cheng		arrow	977		sraː	155	s r aː	
Chrau		arrow	977		kam	156	k a m	
Cua		arrow	977		rʌŋ	154	r ʌ ŋ	
JruLaven		arrow	977		tɔŋ	159	t ɔ ŋ	
Mel		arrow	977		haɨ	130	h a ɨ	
MnongRlm		arrow	977		kam tlak	156	k a m _ t l a k	
Sapuan		arrow	977		tɔːŋ	159	t ɔː ŋ	
Sedang		arrow	977		ra̰ŋ	154	r a̰ ŋ	
Cua		arrow	977		nɔːk	157	n ɔː k	
Halang		arrow	977		sɔar	158	s ɔ a r	
Jeh		arrow	977		plaː	140	p l aː	
Rengao		arrow	977		raŋ	154	r a ŋ	
Sre		arrow	977		kam	156	k a m	
Tampuan		arrow	977		kam	156	k a m	
Khaonh		arrow	977		hɑɵ	130	h ɑ ɵ	
Nyaheun		arrow	977		tɔːŋ	159	t ɔː ŋ	
Ramam		arrow	977		kaᵖm	156	k a m̥	
Alak		beans/peas	832		ntaːk	278	n t aː k	
BahnarGolar		beans/peas	832		təh	286	t ə h	
BahnarKontum		beans/peas	832		təh	286	t ə h	
BahnarPleiku		beans/peas	832		təh	286	t ə h	
Brao		beans/peas	832		ntaːk	278	n t aː k	
Cheng		beans/peas	832		ntaːk	278	n t aː k	
Cua		beans/peas	832		tuah	286	t u a h	
Halang		beans/peas	832		toh	286	t o h	
Jeh		beans/peas	832		tɔh	286	t ɔ h	
Kasseng		beans/peas	832		ntuəŋ	287	n t u ə ŋ	
Khaonh		beans/peas	832		toh / tox	286	t o h	
Mel		beans/peas	832		tuh	286	t u h	
Nyaheun		beans/peas	832		ttaːk	278	t t aː k	
Rengao		beans/peas	832		tɔh	278	t ɔ h	
Sapuan		beans/peas	832		ntaːk	286	n t aː k	
Sedang		beans/peas	832		tɔ	278	t ɔ	
Sre		beans/peas	832		kʰoah	288	kʰ o a h	
Stieng		beans/peas	832		toh	286	t o h	
Tampuan		beans/peas	832		tɔh	286	t ɔ h	
JruLaven		beans/peas	832		htaːk	278	h t aː k	
Chrau		beans/peas	832		tuːh	286	t uː h	
Ramam		beans/peas	832		kətɔh	278	k ə t ɔ h	
Chrau		bitter	887		taŋ	423	t a ŋ	
Halang		bitter	887		ʔɲaŋ	422	ʔ ɲ a ŋ	
Jeh		bitter	887		ʔɲaŋ	422	ʔ ɲ a ŋ	
JruLaven		bitter	887		ʔtaŋ	423	ʔ t a ŋ	
Kasseng		bitter	887		ɲaŋ	422	ɲ a ŋ	
Mel		bitter	887		kətaŋ	423	k ə t a ŋ	
MnongRlm		bitter	887		taŋ	423	t a ŋ	
Nyaheun		bitter	887		daŋ	423	d a ŋ	
Rengao		bitter	887		ʦaŋ	423	ts a ŋ	
Sapuan		bitter	887		daŋ	423	d a ŋ	
Alak		bitter	887		ʔjaŋ	422	ʔ j a ŋ	
BahnarGolar		bitter	887		taŋ	423	t a ŋ	
BahnarKontum		bitter	887		taŋ	423	t a ŋ	
BahnarPleiku		bitter	887		taŋ	423	t a ŋ	
BahnarPleiku		bitter	887		haːr	424	h aː r	
Brao		bitter	887		daŋ	423	d a ŋ	
Cheng		bitter	887		daŋ	423	d a ŋ	
Cua		bitter	887		ʔwal-ʔwal	425	ʔ w a l ʔ w a l	
Khaonh		bitter	887		taŋ	423	t a ŋ	
Ramam		bitter	887		pəʦaŋ	423	p ə ts a ŋ	
Sedang		bitter	887		sa̰ŋ	423	s a̰ ŋ	
Sre		bitter	887		bətaŋ	423	b ə t a ŋ	
Stieng		bitter	887		taŋ	423	t a ŋ	
Tampuan		bitter	887		taŋ	423	t a ŋ	
BahnarGolar		black	163		gam	473	ɡ a m	
BahnarKontum		black	163		gam	473	ɡ a m	
BahnarPleiku		black	163		gam	473	ɡ a m	
Brao		black	163		juːŋ	474	j uː ŋ	
Bunong		black	163		ʔoːc	433	ʔ oː c	
Chrau		black	163		ɟuːʔ	431	ɟ uː ʔ	
Cua		black	163		ɟuːʔ	431	ɟ uː ʔ	
Halang		black	163		ɟṳʔ	431	ɟ ṳ ʔ	
Jeh		black	163		ʔɲuːŋ	432	ʔ ɲ uː ŋ	
JruLaven		black	163		ʔjoŋ	432	ʔ j o ŋ	
Kasseng		black	163		maŋ	470	m a ŋ	
Khaonh		black	163		səʔoc	433	s ə ʔ o c	
Mel		black	163		sᵊʔoːc	433	s ə ʔ oː c	
MnongRlm		black	163		ɟu	431	ɟ u	
Nyaheun		black	163		ŋiaw	475	ŋ i a w	
Ramam		black	163		məmɔː	434	m ə m ɔː	
Rengao		black	163		gam	473	ɡ a m	
Rengao		black	163		ʔɲuːŋ	432	ʔ ɲ uː ŋ	
Sapuan		black	163		kaham	436	k a h a m	
Sedang		black	163		pra̰ŋ	437	p r a̰ ŋ	
Sre		black	163		ɟuː	431	ɟ uː	
Tampuan		black	163		moː	434	m oː	
Alak		black	163		tʻaŋam	472	tʼ a ŋ a m	
Cheng		black	163		ŋiaw	475	ŋ i a w	
Stieng		black	163		ɲoːŋ	432	ɲ oː ŋ	
Rengao		black	163		brɛŋ	435	b r ɛ ŋ	
Alak		blood	946		pʻaŋhaːm	476	pʼ a ŋʰ aː m	
BahnarGolar		blood	946		pʰaːm	476	pʰ aː m	
BahnarPleiku		blood	946		pʰaːm	476	pʰ aː m	
Bunong		blood	946		mhaːm	476	mʰ aː m	
Cheng		blood	946		pʰaːm	476	pʰ aː m	
Chrau		blood	946		nhaːm	476	nʰ aː m	
Cua		blood	946		pʰaːp	476	pʰ aː p	
Halang		blood	946		məhaːm	476	m ə h aː m	
JruLaven		blood	946		pʰəːm	476	pʰ əː m	
Kasseng		blood	946		ʔəhaːm	476	ʔ ə h aː m	
Khaonh		blood	946		ŋhaːm	476	ŋʰ aː m	
Mel		blood	946		ŋhaːm	476	ŋʰ aː m	
MnongRlm		blood	946		mhaːm	476	mʰ aː m	
Nyaheun		blood	946		pʰaːm	476	pʰ aː m	
Ramam		blood	946		pəhɛːm / hmaːm	476	p ə h ɛː m	
Rengao		blood	946		məhaːm	476	m ə h aː m	
Sapuan		blood	946		pahaːm	476	p a h aː m	
Sedang		blood	946		məheám	476	m ə h e a m	
Sre		blood	946		mhaːm	476	mʰ aː m	
Stieng		blood	946		mham	476	mʰ a m	
Tampuan		blood	946		pʰaːm	476	pʰ aː m	
BahnarKontum		blood	946		pʰaːm	476	pʰ aː m	
Brao		blood	946		pʰaːm	476	pʰ aː m	
Jeh		blood	946		pʰaːm	476	pʰ aː m	
Alak		boat	1844		tʻuːk	492	tʼ uː k	
BahnarPleiku		boat	1844		pluŋ	494	p l u ŋ	
Brao		boat	1844		duːk	492	d uː k	
Cheng		boat	1844		duːk	492	d uː k	
Chrau		boat	1844		duːʔ	492	d uː ʔ	
Cua		boat	1844		geː bɔːk	495	ɡ eː _ b ɔː k	
