language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
Erzya		and	1577		i	2303	i	
Ingrian		and	1577		jɑ	2309	j ɑ	
Ingrian		and	1577		i	2303	i	
Ingrian		and	1577		tɑ	2312	t ɑ	
Komi-Permyak		and	1577		i	2303	i	
Komi-Permyak		and	1577		dɑ	2312	d ɑ	
Komi-Zyrian		and	1577		i	2303	i	
Komi-Zyrian		and	1577		dɑ	2312	d ɑ	
Selkup		and	1577		ɑj	2309	ɑ j	
Udmurt		and	1577		i	2303	i	
Udmurt		and	1577		dɑ	2312	d ɑ	
Erzya		and	1577		di	2312	d i	
Erzya		ashes	646		kulov	2336	k u l o v	
Ingrian		ashes	646		poro	2330	p o r o	
Komi-Permyak		ashes	646		pɤjim	2333	p ɤ j i m	
Komi-Zyrian		ashes	646		pɤjim	2333	p ɤ j i m	
Nganasan		ashes	646		tuː_dʲoəʔ	2337	t uː _ dʲ o ə ʔ	
Selkup		ashes	646		ɕiːmə	2335	ɕ iː m ə	
Udmurt		ashes	646		peɲ	2333	p e ɲ	
Erzya		at	1461		kedʲse	2340	k e dʲ s e	
Erzya		at	1461		peʎe	2343	p e ʎ e	
Ingrian		at	1461		loːn	2338	l oː n	
Komi-Permyak		at	1461		sɑjɯn	2348	s ɑ j ɯ n	
Komi-Permyak		at	1461		dɯnɯn	2351	d ɯ n ɯ n	
Komi-Zyrian		at	1461		dorɯn	2341	d o r ɯ n	
Komi-Zyrian		at	1461		ordɯn	2342	o r d ɯ n	
Selkup		at	1461		nɑːnə	2347	n ɑː n ə	
Udmurt		at	1461		dorɯn	2341	d o r ɯ n	
Udmurt		at	1461		urtsɯn	2342	u r t s ɯ n	
Erzya		because	1157		ɕeks	2360	ɕ e k s	
Erzya		because	1157		ɕeks_meks	2360	ɕ e k s _ m e k s	
Ingrian		because	1157		sentæː	2	s e n t æː	
Ingrian		because	1157		sentæː	2	s e n t æː	
Ingrian		because	1157		sem_peræst	2363	s e m _ p e r æ s t	
Komi-Permyak		because	1157		ɕiʥ_kɯʥ	2369	ɕ i dʑ _ k ɯ dʑ	
Komi-Permyak		because	1157		dɑ	2368	d ɑ	
Komi-Zyrian		because	1157		sɯ_pondɑ	2359	s ɯ _ p o n d ɑ	
Komi-Zyrian		because	1157		sɯ_vɤsnɑ	2364	s ɯ _ v ɤ s n ɑ	
Nganasan		because	1157		ɲiːðə	2367	ɲ iː ð ə	
Nganasan		because	1157		suəbəsɯ	2370	s u ə b ə s ɯ	
Udmurt		because	1157		mɑlɯ_ke_ʃuono	2365	m ɑ l ɯ _ k e _ ʃ u o n o	
Erzya		belly	1251		peke	3	p e k e	
Ingrian		belly	1251		vɑtsɑ	2371	v ɑ t s ɑ	
Komi-Permyak		belly	1251		kɯnɤm	2384	k ɯ n ɤ m	
Komi-Zyrian		belly	1251		ruʃ#ku	2377	r u ʃ _ k u	
Nganasan		belly	1251		ʧɑjbə	2374	tʃ ɑ j b ə	
Selkup		belly	1251		perkə	3	p e r k ə	
Udmurt		belly	1251		kɤt	2372	k ɤ t	
Erzya		bird	937		nɑrmuɲ	2395	n ɑ r m u ɲ	
Ingrian		bird	937		lind̥u	2394	l i n d̥ u	
Komi-Permyak		bird	937		kɑj	2403	k ɑ j	
Komi-Zyrian		bird	937		kitsɑ	2397	k i t s ɑ	
Komi-Zyrian		bird	937		lebɑʨ	2398	l e b ɑ tɕ	
Nganasan		bird	937		təibəː	2402	t ə i b əː	
Selkup		bird	937		tilʧəti_suːrəm	2402	t i l tʃ ə t i _ s uː r ə m	
Selkup		bird	937		suːrəm	2400	s uː r ə m	
Udmurt		bird	937		tɯloburdo	2401	t ɯ l o b u r d o	
Erzya		breathe	1407		ʎekɕems	2432	ʎ e k ɕ e m s	
Ingrian		breathe	1407		heŋg̊ittæː	2430	h e ŋ ɡ̥ i t t æː	
Komi-Permyak		breathe	1407		lolɑvnɯ	2434	l o l ɑ v n ɯ	
Komi-Zyrian		breathe	1407		lolɑvnɯ	2434	l o l ɑ v n ɯ	
Nganasan		breathe	1407		bɑʧədʲɑ	2431	b ɑ tʃ ə dʲ ɑ	
Selkup		breathe	1407		kuə̠j	6	k u ə̠ j	
Udmurt		breathe	1407		ʃokɑnɯ	2435	ʃ o k ɑ n ɯ	
Udmurt		breathe	1407		lulʥɯnɯ	2434	l u l dʑ ɯ n ɯ	
Erzya		cloud	1489		peʎ	2444	p e ʎ	
Ingrian		cloud	1489		pilvi	2444	p i l v i	
Komi-Permyak		cloud	1489		kɯmɤr	2445	k ɯ m ɤ r	
Komi-Zyrian		cloud	1489		kɯmɤr	2445	k ɯ m ɤ r	
Nganasan		cloud	1489		ʧiəðu	7	tʃ i ə ð u	
Selkup		cloud	1489		tiːttə	7	t iː t t ə	
Udmurt		cloud	1489		piʎem	2444	p i ʎ e m	
Ingrian		cloud	1489		tuːtˑsɑ	7	t uː tː s ɑ	
Erzya		cloud	1489		kovol	2445	k o v o l	
Erzya		cold	1287		keʎme	2448	k e ʎ m e	
Ingrian		cold	1287		kylmæ	2448	k y l m æ	
Ingrian		cold	1287		kuːmɑ	2455	k uː m ɑ	
Komi-Permyak		cold	1287		kɤʥɯt	2450	k ɤ dʑ ɯ t	
Komi-Zyrian		cold	1287		kɤʥɯd	2450	k ɤ dʑ ɯ d	
Nganasan		cold	1287		ʧəɕiɕi	2453	tʃ ə ɕ i ɕ i	
Selkup		cold	1287		tɑɕɕu	2453	t ɑ ɕ ɕ u	
Udmurt		cold	1287		keʑɯt	2450	k e ʑ ɯ t	
Erzya		cut	1432		nɑrɑms	2467	n ɑ r ɑ m s	
Erzya		cut	1432		peʧkems	2468	p e tʃ k e m s	
Komi-Permyak		cut	1432		vundɑvnɯ	2470	v u n d ɑ v n ɯ	
Komi-Permyak		cut	1432		ʃɤrɯʃtnɯ	2471	ʃ ɤ r ɯ ʃ t n ɯ	
Komi-Zyrian		cut	1432		vundɯnɯ	2470	v u n d ɯ n ɯ	
Komi-Zyrian		cut	1432		ʃɯrnɯ	2471	ʃ ɯ r n ɯ	
Selkup		cut	1432		mɑʧə	2473	m ɑ tʃ ə	
Udmurt		cut	1432		vɑndɯnɯ	2470	v ɑ n d ɯ n ɯ	
Udmurt		cut	1432		ʃorɯnɯ	2471	ʃ o r ɯ n ɯ	
Ingrian		cut	1432		leig̊ɑd̥ɑ	2466	l e i ɡ̥ ɑ d̥ ɑ	
Ingrian		cut	1432		hølvæd̥æ	2475	h ø l v æ d̥ æ	
Nganasan		cut	1432		mətudʲɑ	2473	m ə t u dʲ ɑ	
Ingrian		dig	1418		kɑivɑː	2479	k ɑ i v ɑː	
Nganasan		dig	1418		ɕirkədʲi	2490	ɕ i r k ə dʲ i	
Udmurt		dig	1418		kopɑnɯ	2484	k o p ɑ n ɯ	
Erzya		dig	1418		ʧuvoms	10	tʃ u v o m s	
Erzya		dig	1418		ʧupoɲems	10	tʃ u p o ɲ e m s	
Komi-Permyak		dig	1418		gɑrjɯnɯ	2489	ɡ ɑ r j ɯ n ɯ	
Komi-Zyrian		dig	1418		godnɯ	2483	ɡ o d n ɯ	
Selkup		dig	1418		tilə	2488	t i l ə	
Udmurt		dig	1418		gudɯnɯ	2483	ɡ u d ɯ n ɯ	
Komi-Permyak		dog	2009		pon	11	p o n	
Erzya		dog	2009		piɲe	11	p i ɲ e	
Erzya		dog	2009		kiskɑ	2507	k i s k ɑ	
Ingrian		dog	2009		koirɑ	2505	k o i r ɑ	
Komi-Zyrian		dog	2009		pon	11	p o n	
Nganasan		dog	2009		bɑŋ	11	b ɑ ŋ	
Selkup		dog	2009		kɤnɑŋ	2509	k ɤ n ɑ ŋ	
Udmurt		dog	2009		punɯ	11	p u n ɯ	
Erzya		drink	1401		ɕimems	2511	ɕ i m e m s	
Ingrian		drink	1401		joːvvɑ	2510	j oː v v ɑ	
Komi-Permyak		drink	1401		junɯ	2510	j u n ɯ	
