language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
Alak		ashes	646		pʻuːh	171	pʼ uː h	
BahnarGolar		ashes	646		tənuh	182	t ə n u h	
BahnarKontum		ashes	646		tənuh	182	t ə n u h	
BahnarPleiku		ashes	646		tənuh ʔuɲ	182	t ə n u h _ ʔ u ɲ	
Brao		ashes	646		krəʔɨh	190	k r ə ʔ ɨ h	
Bunong		ashes	646		pṳːh	171	p ṳː h	
Cheng		ashes	646		tuh	182	t u h	
Chrau		ashes	646		vuːh	171	v uː h	
JruLaven		ashes	646		bruk	191	b r u k	
Kasseng		ashes	646		blɔː	192	b l ɔː	
Khaonh		ashes	646		nɑk	193	n ɑ k	
Mel		ashes	646		buhənak	193	b u h ə n a k	
MnongRlm		ashes	646		doʔ buh	171	d o ʔ _ b u h	
Rengao		ashes	646		blɔː	192	b l ɔː	
Sapuan		ashes	646		tuh	182	t u h	
Sedang		ashes	646		cɔj	195	c ɔ j	
Nyaheun		ashes	646		bruk	191	b r u k	
Ramam		ashes	646		puɺ	194	p u ɺ	
Sre		ashes	646		buːh	171	b uː h	
Stieng		ashes	646		buh	171	b u h	
Alak		bow, crossbow	994		taːr	552	t aː r	
Alak		bow, crossbow	994		ʔaːk	563	ʔ aː k	
BahnarGolar		bow, crossbow	994		hraʔ	565	h r a ʔ	
BahnarKontum		bow, crossbow	994		hără / hră	565	h ă r ă	
BahnarPleiku		bow, crossbow	994		hraʔ / sraʔ	565	h r a ʔ	
Brao		bow, crossbow	994		bruax	566	b r u a x	
Brao		bow, crossbow	994		cʰraːw	567	cʰ r aː w	
Bunong		bow, crossbow	994		naː	569	n aː	
Cheng		bow, crossbow	994		sraː	569	s r aː	
Cua		bow, crossbow	994		paneŋ	568	p a n e ŋ	
Halang		bow, crossbow	994		mənɛŋ	568	m ə n ɛ ŋ	
Jeh		bow, crossbow	994		mənɛŋ	568	m ə n ɛ ŋ	
JruLaven		bow, crossbow	994		hnaː	569	h n aː	
Kasseng		bow, crossbow	994		ənaɲ	568	ə n a ɲ	
Nyaheun		bow, crossbow	994		ɲ̊raː	569	ɲ̊ r aː	
Rengao		bow, crossbow	994		mənɛŋ	568	m ə n ɛ ŋ	
Sapuan		bow, crossbow	994		soʔ	570	s o ʔ	
Sapuan		bow, crossbow	994		tɔːŋ ɟal	542	t ɔː ŋ _ ɟ a l	
Sedang		bow, crossbow	994		mənɛ̰ŋ	568	m ə n ɛ̰ ŋ	
Sre		bow, crossbow	994		səna	569	s ə n a	
Stieng		bow, crossbow	994		sənaː	569	s ə n aː	
Tampuan		bow, crossbow	994		sraʔ	565	s r a ʔ	
MnongRlm		bow, crossbow	994		naː	569	n aː	
Ramam		bow, crossbow	994		ʦaːw / ʦɣaːw / ʃaːw	567	ts aː w	
Alak		breast	1402		tɔh	661	t ɔ h	
BahnarGolar		breast	1402		tɔh	661	t ɔ h	
BahnarKontum		breast	1402		tɔh	661	t ɔ h	
BahnarPleiku		breast	1402		tɔh	661	t ɔ h	
Brao		breast	1402		tɑh	661	t ɑ h	
Bunong		breast	1402		taŋ təːh	661	t a ŋ _ t əː h	
Cheng		breast	1402		tɔh	661	t ɔ h	
Chrau		breast	1402		gətɔh	661	ɡ ə t ɔ h	
Cua		breast	1402		toh	661	t o h	
Halang		breast	1402		tuh	661	t u h	
Jeh		breast	1402		tuh	661	t u h	
JruLaven		breast	1402		toh	661	t o h	
Kasseng		breast	1402		toh	661	t o h	
MnongRlm		breast	1402		tɔh	661	t ɔ h	
Nyaheun		breast	1402		tɔh	661	t ɔ h	
Ramam		breast	1402		tɔh	661	t ɔ h	
Sapuan		breast	1402		tɔh	661	t ɔ h	
Sedang		breast	1402		tow	661	t o w	
Sre		breast	1402		ntəh	661	n t ə h	
Stieng		breast	1402		tɔh	661	t ɔ h	
Tampuan		breast	1402		toh	661	t o h	
Jeh		fear/afraid	1419		ʔjuʔ	1076	ʔ j u ʔ	
JruLaven		fear/afraid	1419		hmoʔ	1077	h m o ʔ	
MnongRlm		fear/afraid	1419		kʰiːr / kiːr	1078	kʰ iː r	
Alak		fear/afraid	1419		kɛːc	1075	k ɛː c	
BahnarGolar		fear/afraid	1419		hliː	1074	h l iː	
BahnarKontum		fear/afraid	1419		ʔjuʔ	1076	ʔ j u ʔ	
BahnarPleiku		fear/afraid	1419		hliː	1074	h l iː	
Brao		fear/afraid	1419		duːŋ	1043	d uː ŋ	
Cua		fear/afraid	1419		ʔjoʔ	1076	ʔ j o ʔ	
Halang		fear/afraid	1419		həmɔh	1077	h ə m ɔ h	
Nyaheun		fear/afraid	1419		hmoʔ	1077	h m o ʔ	
Ramam		fear/afraid	1419		ʔjuʔ	1076	ʔ j u ʔ	
Rengao		fear/afraid	1419		jṳʔ	1076	j ṳ ʔ	
Sapuan		fear/afraid	1419		kamam	1044	k a m a m	
Sedang		fear/afraid	1419		re	1045	r e	
Sre		fear/afraid	1419		cu	1076	c u	
Stieng		fear/afraid	1419		pʰoŋ	1046	pʰ o ŋ	
Tampuan		fear/afraid	1419		ʔjouʔ	1076	ʔ j o u ʔ	
MnongRlm		fear/afraid	1419		ɗiːr / ɗhiːr	1079	ɗ iː r	
Alak		mountain	639		kʻɔːr	2235	kʼ ɔː r	
BahnarGolar		mountain	639		koːŋ	2236	k oː ŋ	
BahnarKontum		mountain	639		koːŋ	2236	k oː ŋ	
BahnarPleiku		mountain	639		koːŋ	2236	k oː ŋ	
Brao		mountain	639		cɨnduː	2237	c ɨ n d uː	
Bunong		mountain	639		joːk	2196	j oː k	
Cheng		mountain	639		canduː	2237	c a n d uː	
Chrau		mountain	639		guŋ	2236	ɡ u ŋ	
Cua		mountain	639		dɔːt	2194	d ɔː t	
Halang		mountain	639		ŋɔk	2195	ŋ ɔ k	
Jeh		mountain	639		ŋuk	2195	ŋ u k	
Kasseng		mountain	639		gɔːr	2235	ɡ ɔː r	
Khaonh		mountain	639		pənəm	2193	p ə n ə m	
Mel		mountain	639		pənəm	2193	p ə n ə m	
MnongRlm		mountain	639		joːk / juːk	2196	j oː k	
Nyaheun		mountain	639		nuo	2204	n u o	
Ramam		mountain	639		pauᵏŋ	2197	p a u ŋ̊	
Ramam		mountain	639		puot	2198	p u o t	
Rengao		mountain	639		ŋɔk	2195	ŋ ɔ k	
Sapuan		mountain	639		kɔːŋ	2236	k ɔː ŋ	
Sedang		mountain	639		ŋɔ	2195	ŋ ɔ	
Sre		mountain	639		bənəm	2193	b ə n ə m	
Stieng		mountain	639		bənəm	2193	b ə n ə m	
Tampuan		mountain	639		panɨ̤m	2193	p a n ɨ̤ m	
Alak		old	1229		kraʔ	2596	k r a ʔ	
Alak		old	1229		tatɨa	2597	t a t ɨ a	
BahnarGolar		old	1229		kraʔ	2596	k r a ʔ	
BahnarKontum		old	1229		kraʔ	2596	k r a ʔ	
BahnarPleiku		old	1229		kraʔ	2596	k r a ʔ	
Cua		old	1229		ɗuːt	2599	ɗ uː t	
Halang		old	1229		kraʔ	2596	k r a ʔ	
Halang		old	1229		gɛh	2600	ɡ ɛ h	
Jeh		old	1229		rəʔih	2601	r ə ʔ i h	
MnongRlm		old	1229		jaw / jaːw	2602	j a w	
MnongRlm		old	1229		ʔuraːɲ	2603	ʔ u r aː ɲ	
Nyaheun		old	1229		kraʔ	2596	k r a ʔ	
Ramam		old	1229		kɣaʔ	2596	k ɣ a ʔ	
Rengao		old	1229		kraʔ	2596	k r a ʔ	
Sapuan		old	1229		kraʔ	2596	k r a ʔ	
Sre		old	1229		kra	2596	k r a	
Stieng		old	1229		kəmraː	2596	k ə m r aː	
Tampuan		old	1229		kraʔ	2596	k r a ʔ	
BahnarKontum		old	1229		sɔː	2598	s ɔː	
Brao		old	1229		kraʔ	2596	k r a ʔ	
Bunong		old	1229		raːɲ	2603	r aː ɲ	
