language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
Megleno_Romanian		ashes	646		čənˈuš+ə	2	tʃ ə n ˈu š + ə	
Istro_Romanian		ashes	646		čerˈuš+e	2	tʃ e r ˈu š + e	
Aromanian		ashes	646		činˈuš+e	2	tʃ i n ˈu š + e	
Romanian		ashes	646		čenˈuš+ə	2	tʃ e n ˈu š + ə	
Dalmatian		ashes	646		kanˈajs+a	2	k a n ˈa j s + a	
Friulian		ashes	646		činˈiz+e	2	tʃ i n ˈi z + e	
Gardenese_Ladin		ashes	646		čˈəndər	2	tʃ ˈə n d ə r	
Fassano_Ladin		ashes	646		čˈendɛr	2	tʃ ˈe n d ˈɛ r	
Rumantsch_Grischun		ashes	646		čˈɛndr+ə	2	tʃ ˈɛ n d r + ə	
Sursilvan_Romansh		ashes	646		čˈɛndr+ə	2	tʃ ˈɛ n d r + ə	
Surmiran_Romansh		ashes	646		čˈɛndr+ə	2	tʃ ˈɛ n d r + ə	
Vallader_Romansh		ashes	646		čˈɛndr+ə	2	tʃ ˈɛ n d r + ə	
Lanzo_Torinese_Piemontese		ashes	646		sˈənɛr	2	s ˈə n ˈɛ r	
Barbania_Piemontese		ashes	646		sˈənɛr	2	s ˈə n ˈɛ r	
Carmagnola_Piemontese		ashes	646		sˈənɛr	2	s ˈə n ˈɛ r	
Vercellese_Piemontese		ashes	646		sˈöŋdr+i	2	s ˈœ ŋ d r + i	
Ravennate_Romagnol		ashes	646		ʦˈɛndr+a	2	ts ˈɛ n d r + a	
Ferrarese_Emiliano		ashes	646		ʦˈɛndar	2	ts ˈɛ n d a r	
Carpigiano_Emiliano		ashes	646		sˈɛndr+a	2	s ˈɛ n d r + a	
Reggiano_Emiliano		ashes	646		sˈɛndr+a	2	s ˈɛ n d r + a	
Rapallo_Ligurian		ashes	646		sˈeŋj+e	2	s ˈe ŋ j + e	
Genoese_Ligurian		ashes	646		čˈener+i	-297	tʃ ˈe n e r + i	
