language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
Nabak		(he) blows	175		kumbu	13654	k u m b u	
Ono		(he) blows	175		puani	13777	p u a n i	
Timbe		(he) blows	175		wai	8037	w a i	
Selepet		(he) blows	175		hanɡu	13884	h a n ɡ u	
Tobo		(he) blows	175		hi	13644	h i	
Somba-Siawari (Mindik Dialect)		(he) blows	175		hu	13644	h u	
Borong		(he) blows	175		uː	13644	uː	
Somba-Siawari (Burum Dialect)		(he) blows	175		unaŋ	13998	u n a ŋ	
Somba-Siawari (Burum Dialect)		(he) comes	1446		ka	7918	k a	
Kube		(he) comes	1446		ere	7919	e r e	
Mesem		(he) comes	1446		ko	13720	k o	
Kate		(he) comes	1446		wefu	13753	w e f u	
Komba		(he) comes	1446		ɡa	7918	ɡ a	
Selepet		(he) comes	1446		ɡa	7918	ɡ a	
Somba-Siawari (Mindik Dialect)		(he) comes	1446		ka	7918	k a	
Ono		(he) comes	1446		sa	13941	s a	
Borong		(he) comes	1446		waː	13950	w aː	
Dedua		(he) comes	1446		ere	7919	e r e	
Mape		(he) comes	1446		wape	14010	w a p e	
Tobo		(he) comes	1446		ka	7918	k a	
Timbe		(he) comes	1446		ɡu	7918	ɡ u	
Nabak		(he) comes	1446		kpe	14070	k p e	
Tobo		(he) counts	1420		ojon	7698	o j o n	
Somba-Siawari (Burum Dialect)		(he) counts	1420		ojen	7698	o j e n	
Nabak		(he) counts	1420		makundzi	13733	m a k u n dz i	
Ono		(he) counts	1420		dapori	13778	d a p o r i	
Timbe		(he) counts	1420		ojaŋ	7698	o j a ŋ	
Somba-Siawari (Mindik Dialect)		(he) counts	1420		ojon	7698	o j o n	
Selepet		(he) counts	1420		saliku	7696	s a l i k u	
Borong		(he) counts	1420		weːŋɡo	13994	w eː ŋ ɡ o	
Nabak		(he) cries	1839		su	7932	s u	
Tobo		(he) cries	1839		sia	7929	s i a	
Somba-Siawari (Burum Dialect)		(he) cries	1839		saha	7929	s a h a	
Ono		(he) cries	1839		arop	13784	a r o p	
Timbe		(he) cries	1839		ide	13858	i d e	
Komba		(he) cries	1839		isi	7931	i s i	
Somba-Siawari (Mindik Dialect)		(he) cries	1839		saha	7929	s a h a	
Selepet		(he) cries	1839		isi	7931	i s i	
Kube		(he) cries	1839		siak	7929	s i a k	
Mape		(he) cries	1839		kueː	14015	k u eː	
Somba-Siawari (Mindik Dialect)		(he) eats	1336		ne	8319	n e	
Nabak		(he) eats	1336		ni	8319	n i	
Mape		(he) eats	1336		na	8319	n a	
Timbe		(he) eats	1336		ni	8319	n i	
Komba		(he) eats	1336		ni	8319	n i	
Selepet		(he) eats	1336		ni	8319	n i	
Kube		(he) eats	1336		ne	8319	n e	
Borong		(he) eats	1336		ne	8319	n e	
Dedua		(he) eats	1336		ne	8319	n e	
Somba-Siawari (Burum Dialect)		(he) eats	1336		ne	8319	n e	
Tobo		(he) eats	1336		ne	8319	n e	
Ono		(he) eats	1336		ni	8319	n i	
Kate		(he) eats	1336		na	8319	n a	
Somba-Siawari (Mindik Dialect)		(he) gives me	1447		niŋɡi	7894	n i ŋ ɡ i	
Komba		(he) gives me	1447		nih	7894	n i h	
Mesem		(he) gives me	1447		naka	13725	n a k a	
Nabak		(he) gives me	1447		nai	13731	n a i	
Mape		(he) gives me	1447		nare	7896	n a r e	
Dedua		(he) gives me	1447		nen	7895	n e n	
Borong		(he) gives me	1447		non	7895	n o n	
Timbe		(he) gives me	1447		niŋ	7894	n i ŋ	
Kate		(he) gives me	1447		nare	7896	n a r e	
Ono		(he) gives me	1447		nin	7895	n i n	
Kube		(he) gives me	1447		nen	7895	n e n	
Selepet		(he) gives me	1447		nihi	7894	n i h i	
Somba-Siawari (Burum Dialect)		(he) gives me	1447		niŋɡi	7894	n i ŋ ɡ i	
Tobo		(he) gives me	1447		nem	7895	n e m	
Tobo		(he) knows	1410		nin	7655	n i n	
Somba-Siawari (Burum Dialect)		(he) knows	1410		ma	7658	m a	
Kate		(he) knows	1410		mana	7656	m a n a	
Komba		(he) knows	1410		naɡa	7657	n a ɡ a	
Somba-Siawari (Mindik Dialect)		(he) knows	1410		mo	7658	m o	
Timbe		(he) knows	1410		naɡa	7657	n a ɡ a	
Ono		(he) knows	1410		deri	13933	d e r i	
Kube		(he) knows	1410		nin	7655	n i n	
Selepet		(he) knows	1410		naɡa	7657	n a ɡ a	
Nabak		(he) knows	1410		nɔi	13979	n ɔ i	
Dedua		(he) knows	1410		neɡen	14037	n e ɡ e n	
Mesem		(he) knows	1410		niŋɡe	7657	n i ŋ ɡ e	
Nabak		(he) laughs	1355		jəindzi	13659	j ə i n dz i	
Kube		(he) laughs	1355		desi	13708	d e s i	
Dedua		(he) laughs	1355		dzomore	7975	dz o m o r e	
Komba		(he) laughs	1355		ɡiraŋ	7902	ɡ i r a ŋ	
Tobo		(he) laughs	1355		ɡisihi	7705	ɡ i s i h i	
Somba-Siawari (Mindik Dialect)		(he) laughs	1355		botakal	13904	b o t a k a l	
Selepet		(he) laughs	1355		ɡiriŋ	7902	ɡ i r i ŋ	
Somba-Siawari (Burum Dialect)		(he) laughs	1355		ɡisihi	7705	ɡ i s i h i	
Mape		(he) laughs	1355		ɡoweː	7907	ɡ o w eː	
