language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
Somba-Siawari (Burum Dialect)		(he) comes	1446		ka	7918	k a	
Kube		(he) comes	1446		ere	7919	e r e	
Mesem		(he) comes	1446		ko	13720	k o	
Kate		(he) comes	1446		wefu	13753	w e f u	
Komba		(he) comes	1446		ɡa	7918	ɡ a	
Selepet		(he) comes	1446		ɡa	7918	ɡ a	
Somba-Siawari (Mindik Dialect)		(he) comes	1446		ka	7918	k a	
Ono		(he) comes	1446		sa	13941	s a	
Borong		(he) comes	1446		waː	13950	w aː	
Dedua		(he) comes	1446		ere	7919	e r e	
Mape		(he) comes	1446		wape	14010	w a p e	
Tobo		(he) comes	1446		ka	7918	k a	
Timbe		(he) comes	1446		ɡu	7918	ɡ u	
Nabak		(he) comes	1446		kpe	14070	k p e	
Tobo		(he) counts	1420		ojon	7698	o j o n	
Somba-Siawari (Burum Dialect)		(he) counts	1420		ojen	7698	o j e n	
Nabak		(he) counts	1420		makundzi	13733	m a k u n dz i	
Ono		(he) counts	1420		dapori	13778	d a p o r i	
Timbe		(he) counts	1420		ojaŋ	7698	o j a ŋ	
Somba-Siawari (Mindik Dialect)		(he) counts	1420		ojon	7698	o j o n	
Selepet		(he) counts	1420		saliku	7696	s a l i k u	
Borong		(he) counts	1420		weːŋɡo	13994	w eː ŋ ɡ o	
Somba-Siawari (Burum Dialect)		(he) dies	1494		kamu	7924	k a m u	
Kube		(he) dies	1494		humu	7924	h u m u	
Mesem		(he) dies	1494		fəki	7926	f ə k i	
Komba		(he) dies	1494		mu	7923	m u	
Somba-Siawari (Mindik Dialect)		(he) dies	1494		komu	7924	k o m u	
Ono		(he) dies	1494		seuki	13880	s e u k i	
Selepet		(he) dies	1494		mu	7923	m u	
Tobo		(he) dies	1494		kamu	7924	k a m u	
Borong		(he) dies	1494		komu	7924	k o m u	
Mape		(he) dies	1494		kame	7924	k a m e	
Timbe		(he) dies	1494		mo	7923	m o	
Nabak		(he) dies	1494		ɡəki	7926	ɡ ə k i	
Nabak		(he) digs	1418		kiŋɡadzi	13653	k i ŋ ɡ a dz i	
Mesem		(he) digs	1418		lo	13680	l o	
Borong		(he) digs	1418		toɡuŋken	13829	t o ɡ u ŋ k e n	
Timbe		(he) digs	1418		kenda	7880	k e n d a	
Selepet		(he) digs	1418		ai	13883	a i	
Tobo		(he) digs	1418		asa	13890	a s a	
Somba-Siawari (Mindik Dialect)		(he) digs	1418		etso	7881	e ts o	
Kube		(he) digs	1418		oro	13920	o r o	
Dedua		(he) digs	1418		usu	7882	u s u	
Somba-Siawari (Burum Dialect)		(he) digs	1418		etso	7881	e ts o	
Ono		(he) digs	1418		kepikito	14084	k e p i k i t o	
Somba-Siawari (Mindik Dialect)		(he) eats	1336		ne	8319	n e	
Nabak		(he) eats	1336		ni	8319	n i	
Mape		(he) eats	1336		na	8319	n a	
Timbe		(he) eats	1336		ni	8319	n i	
Komba		(he) eats	1336		ni	8319	n i	
Selepet		(he) eats	1336		ni	8319	n i	
Kube		(he) eats	1336		ne	8319	n e	
Borong		(he) eats	1336		ne	8319	n e	
Dedua		(he) eats	1336		ne	8319	n e	
Somba-Siawari (Burum Dialect)		(he) eats	1336		ne	8319	n e	
Tobo		(he) eats	1336		ne	8319	n e	
Ono		(he) eats	1336		ni	8319	n i	
Kate		(he) eats	1336		na	8319	n a	
Somba-Siawari (Mindik Dialect)		(he) gives me	1447		niŋɡi	7894	n i ŋ ɡ i	
Komba		(he) gives me	1447		nih	7894	n i h	
Mesem		(he) gives me	1447		naka	13725	n a k a	
Nabak		(he) gives me	1447		nai	13731	n a i	
Mape		(he) gives me	1447		nare	7896	n a r e	
Dedua		(he) gives me	1447		nen	7895	n e n	
Borong		(he) gives me	1447		non	7895	n o n	
Timbe		(he) gives me	1447		niŋ	7894	n i ŋ	
Kate		(he) gives me	1447		nare	7896	n a r e	
Ono		(he) gives me	1447		nin	7895	n i n	
Kube		(he) gives me	1447		nen	7895	n e n	
Selepet		(he) gives me	1447		nihi	7894	n i h i	
Somba-Siawari (Burum Dialect)		(he) gives me	1447		niŋɡi	7894	n i ŋ ɡ i	
Tobo		(he) gives me	1447		nem	7895	n e m	
Nabak		(he) holds	1448		mi	7786	m i	
Somba-Siawari (Mindik Dialect)		(he) holds	1448		me	7786	m e	
Mesem		(he) holds	1448		waŋɡa	13745	w a ŋ ɡ a	
Selepet		(he) holds	1448		mi	7786	m i	
Dedua		(he) holds	1448		me	7786	m e	
Somba-Siawari (Burum Dialect)		(he) holds	1448		ma	7786	m a	
Mape		(he) holds	1448		ro	7787	r o	
Tobo		(he) holds	1448		kasa	14051	k a s a	
Timbe		(he) holds	1448		me	7786	m e	
Ono		(he) holds	1448		mi	7786	m i	
Tobo		(he) knows	1410		nin	7655	n i n	
Somba-Siawari (Burum Dialect)		(he) knows	1410		ma	7658	m a	
Kate		(he) knows	1410		mana	7656	m a n a	
Komba		(he) knows	1410		naɡa	7657	n a ɡ a	
Somba-Siawari (Mindik Dialect)		(he) knows	1410		mo	7658	m o	
Timbe		(he) knows	1410		naɡa	7657	n a ɡ a	
Ono		(he) knows	1410		deri	13933	d e r i	
Kube		(he) knows	1410		nin	7655	n i n	
Selepet		(he) knows	1410		naɡa	7657	n a ɡ a	
Nabak		(he) knows	1410		nɔi	13979	n ɔ i	
Dedua		(he) knows	1410		neɡen	14037	n e ɡ e n	
Mesem		(he) knows	1410		niŋɡe	7657	n i ŋ ɡ e	
Tobo		(he) pulls	1455		masal	13671	m a s a l	
Somba-Siawari (Burum Dialect)		(he) pulls	1455		ara	7811	a r a	
Kube		(he) pulls	1455		feɡle	13709	f e ɡ l e	
Mape		(he) pulls	1455		furuɡa	7680	f u r u ɡ a	
Kate		(he) pulls	1455		fare	7680	f a r e	
Timbe		(he) pulls	1455		oloŋak	7811	o l o ŋ a k	
Komba		(he) pulls	1455		oloŋ	7811	o l o ŋ	
Somba-Siawari (Mindik Dialect)		(he) pulls	1455		hara	7811	h a r a	
Ono		(he) pulls	1455		woraŋ	7811	w o r a ŋ	
Dedua		(he) pulls	1455		tae	13955	t a e	
Selepet		(he) pulls	1455		dai	13966	d a i	
Nabak		(he) pulls	1455		mandai	7679	m a n d a i	
Mesem		(he) pulls	1455		menda	7679	m e n d a	
Tobo		(he) pushes	1452		kpeati	13674	k p e a t i	
Mesem		(he) pushes	1452		otəɡə	13695	o t ə ɡ ə	
Somba-Siawari (Burum Dialect)		(he) pushes	1452		kpetalian	13698	k p e t a l i a n	
Kube		(he) pushes	1452		iɡokɡe	13707	i ɡ o k ɡ e	
Kate		(he) pushes	1452		tuŋke	7875	t u ŋ k e	
Komba		(he) pushes	1452		maːti	13867	m aː t i	
Somba-Siawari (Mindik Dialect)		(he) pushes	1452		meakpo	13877	m e a k p o	
Ono		(he) pushes	1452		bira	13940	b i r a	
Dedua		(he) pushes	1452		tuŋɡe	7875	t u ŋ ɡ e	
Selepet		(he) pushes	1452		hapun	13967	h a p u n	
Nabak		(he) pushes	1452		ɔtɔpe	13982	ɔ t ɔ p e	
Timbe		(he) pushes	1452		hokok	14041	h o k o k	
Mesem		(he) sees me	1409		nəɡəi	13724	n ə ɡ ə i	
Nabak		(he) sees me	1409		ni	7905	n i	
Mape		(he) sees me	1409		ŋonenu	7903	ŋ o n e n u	
Kate		(he) sees me	1409		honecnu	7903	h o n e c n u	
Borong		(he) sees me	1409		ni	7905	n i	
Somba-Siawari (Mindik Dialect)		(he) sees me	1409		nek	7906	n e k	
Komba		(he) sees me	1409		nek	7906	n e k	
Ono		(he) sees me	1409		nan 	7904	n a n	
Kube		(he) sees me	1409		ni	7905	n i	
Dedua		(he) sees me	1409		nen	7904	n e n	
Selepet		(he) sees me	1409		nek	7906	n e k	
Somba-Siawari (Burum Dialect)		(he) sees me	1409		nek	7906	n e k	
Timbe		(he) sees me	1409		nek	7906	n e k	
Tobo		(he) sees me	1409		nen	7904	n e n	
Nabak		(he) spits	1440		dzawak	13660	dz a w a k	
Tobo		(he) spits	1440		sotkan	13672	s o t k a n	
Somba-Siawari (Burum Dialect)		(he) spits	1440		sawat	7840	s a w a t	
Komba		(he) spits	1440		tap	7841	t a p	
Mesem		(he) spits	1440		dzətupa	13743	dz ə t u p a	
Timbe		(he) spits	1440		tawut	13864	t a w u t	
Somba-Siawari (Mindik Dialect)		(he) spits	1440		sawat	7840	s a w a t	
Kube		(he) spits	1440		sofok	7839	s o f o k	
Selepet		(he) spits	1440		tap	7841	t a p	
Borong		(he) spits	1440		sulaːk	13992	s u l aː k	
Mape		(he) spits	1440		tifak	7839	t i f a k	
Ono		(he) spits	1440		mŋekat	14087	m ŋ e k a t	
Tobo		(he) sucks	1421		bitsi	7922	b i ts i	
Kube		(he) sucks	1421		bitsi	7922	b i ts i	
Nabak		(he) sucks	1421		bəsəi	7792	b ə s ə i	
Komba		(he) sucks	1421		musuku	7810	m u s u k u	
Somba-Siawari (Mindik Dialect)		(he) sucks	1421		botso	7922	b o ts o	
Selepet		(he) sucks	1421		musuku	7810	m u s u k u	
Somba-Siawari (Burum Dialect)		(he) sucks	1421		bobok	14006	b o b o k	
Mape		(he) sucks	1421		muduɡaː	14020	m u d u ɡ aː	
Timbe		(he) sucks	1421		musuku	7810	m u s u k u	
Ono		(he) sucks	1421		muzuluki	7810	m u z u l u k i	
Kube		(he) turns	1444		meren	7782	m e r e n	
Mesem		(he) turns	1444		ɡiridzə	7779	ɡ i r i dz ə	
Mape		(he) turns	1444		perisie	7781	p e r i s i e	
Kate		(he) turns	1444		barisie	7781	b a r i s i e	
Somba-Siawari (Burum Dialect)		(he) turns	1444		meleŋ	7782	m e l e ŋ	
Komba		(he) turns	1444		purik	7780	p u r i k	
Ono		(he) turns	1444		maiŋɡi	13801	m a i ŋ ɡ i	
Somba-Siawari (Mindik Dialect)		(he) turns	1444		meleŋ	7782	m e l e ŋ	
Tobo		(he) turns	1444		meleŋ	7782	m e l e ŋ	
Selepet		(he) turns	1444		purik	7780	p u r i k	
Dedua		(he) turns	1444		meren	7782	m e r e n	
Nabak		(he) turns	1444		ɡiridzəi	7779	ɡ i r i dz ə i	
Timbe		(he) turns	1444		purik	7780	p u r i k	
Nabak		(he) vomits	1278		okdzi	13648	o k dz i	
Kube		(he) vomits	1278		ron	7750	r o n	
Komba		(he) vomits	1278		mohat	7749	m o h a t	
Kate		(he) vomits	1278		maŋu	13845	m a ŋ u	
Selepet		(he) vomits	1278		mohat	7749	m o h a t	
Tobo		(he) vomits	1278		lon	7750	l o n	
Somba-Siawari (Mindik Dialect)		(he) vomits	1278		lon	7750	l o n	
Somba-Siawari (Burum Dialect)		(he) vomits	1278		lon	7750	l o n	
Timbe		(he) vomits	1278		muhat	7749	m u h a t	
Ono		(he) vomits	1278		madoɡi	14091	m a d o ɡ i	
Nabak		(his) father	1217		bip	7933	b i p	
Mesem		(his) father	1217		bip	7933	b i p	
Mape		(his) father	1217		mama	1192	m a m a	
Somba-Siawari (Burum Dialect)		(his) father	1217		iwi	7935	i w i	
Ono		(his) father	1217		maɡa	13782	m a ɡ a	
Selepet		(his) father	1217		awa	7935	a w a	
Tobo		(his) father	1217		mam	1192	m a m	
Somba-Siawari (Mindik Dialect)		(his) father	1217		mam	1192	m a m	
Borong		(his) father	1217		nemuŋ	13993	n e m u ŋ	
Timbe		(his) father	1217		ewe	7935	e w e	
Nabak		(his) mother	1216		mam	7715	m a m	
Mesem		(his) mother	1216		mam	7715	m a m	
Somba-Siawari (Burum Dialect)		(his) mother	1216		nam	7715	n a m	
Somba-Siawari (Mindik Dialect)		(his) mother	1216		namon	7715	n a m o n	
Selepet		(his) mother	1216		mama	7715	m a m a	
Tobo		(his) mother	1216		naŋɡi	8028	n a ŋ ɡ i	
Timbe		(his) mother	1216		meme	7715	m e m e	
Ono		(his) mother	1216		naɡa	14093	n a ɡ a	
Tobo		(its) belly	1251		kerap	7980	k e r a p	
Somba-Siawari (Burum Dialect)		(its) belly	1251		ɡalam	13702	ɡ a l a m	
Kube		(its) belly	1251		tomeŋ	13714	t o m e ŋ	
Mesem		(its) belly	1251		tip	7982	t i p	
Komba		(its) belly	1251		tip	7982	t i p	
Somba-Siawari (Mindik Dialect)		(its) belly	1251		irip	13834	i r i p	
Selepet		(its) belly	1251		tep	7982	t e p	
Ono		(its) belly	1251		kai	13937	k a i	
Borong		(its) belly	1251		keri	7980	k e r i	
Nabak		(its) belly	1251		tip	7982	t i p	
Mape		(its) belly	1251		ata	14013	a t a	
Kate		(its) belly	1251		bu	14030	b u	
Dedua		(its) belly	1251		kera	7980	k e r a	
Timbe		(its) belly	1251		tep	7982	t e p	
Nabak		(its) claw	72		pəluk	13651	p ə l u k	
Kube		(its) claw	72		boŋsewe	7920	b o ŋ s e w e	
Somba-Siawari (Burum Dialect)		(its) claw	72		kamba	13759	k a m b a	
Komba		(its) claw	72		pakit	7921	p a k i t	
Borong		(its) claw	72		kosi	13824	k o s i	
Somba-Siawari (Mindik Dialect)		(its) claw	72		kesat	13830	k e s a t	
Timbe		(its) claw	72		pekat	7921	p e k a t	
Tobo		(its) claw	72		kawan	13892	k a w a n	
Ono		(its) claw	72		zolip	13931	z o l i p	
Selepet		(its) claw	72		pekat	7921	p e k a t	
Mape		(its) claw	72		jujuŋ	14016	j u j u ŋ	
Dedua		(its) claw	72		boŋ	7920	b o ŋ	
Kate		(its) claw	72		misiŋ	14098	m i s i ŋ	
Mesem		(its) claw	72		dziŋɡəŋɡəŋ	14107	dz i ŋ ɡ ə ŋ ɡ ə ŋ	
Mesem		(its) ear	1247		bəbət	13716	b ə b ə t	
Dedua		(its) ear	1247		hedza	7868	h e dz a	
Somba-Siawari (Burum Dialect)		(its) ear	1247		ketsap	7868	k e ts a p	
Komba		(its) ear	1247		kidap	7868	k i d a p	
Somba-Siawari (Mindik Dialect)		(its) ear	1247		ketsap	7868	k e ts a p	
Timbe		(its) ear	1247		adap	7867	a d a p	
Ono		(its) ear	1247		ket	7868	k e t	
Tobo		(its) ear	1247		kesap	7868	k e s a p	
Kube		(its) ear	1247		ɡedza	7868	ɡ e dz a	
Selepet		(its) ear	1247		adap	7867	a d a p	
Mape		(its) ear	1247		kadze	7868	k a dz e	
Nabak		(its) ear	1247		wak	14071	w a k	
Nabak		(its) eye	1248		dzi	7863	dz i	
Komba		(its) eye	1248		si	7863	s i	
Tobo		(its) eye	1248		kpat	13891	k p a t	
Somba-Siawari (Mindik Dialect)		(its) eye	1248		dze	7863	dz e	
Kube		(its) eye	1248		kiwa	7864	k i w a	
Ono		(its) eye	1248		dei	7863	d e i	
Selepet		(its) eye	1248		sen	7863	s e n	
Borong		(its) eye	1248		dzaː	7863	dz aː	
Somba-Siawari (Burum Dialect)		(its) eye	1248		dze	7863	dz e	
Kate		(its) eye	1248		dzaŋe	7865	dz a ŋ e	
Timbe		(its) eye	1248		dewun	14052	d e w u n	
Mesem		(its) eye	1248		dzi	7863	dz i	
Nabak		(its) foot	1301		set	13646	s e t	
Ono		(its) foot	1301		ki	7708	k i	
Timbe		(its) foot	1301		kei	7708	k e i	
Somba-Siawari (Mindik Dialect)		(its) foot	1301		kana	7725	k a n a	
Selepet		(its) foot	1301		kai	7708	k a i	
Tobo		(its) foot	1301		kani	7725	k a n i	
Somba-Siawari (Burum Dialect)		(its) foot	1301		kana	7725	k a n a	
Kube		(its) hair	1040		dzu	8000	dz u	
Mesem		(its) hair	1040		dzup	8000	dz u p	
Borong		(its) hair	1040		dzui	8000	dz u i	
Komba		(its) hair	1040		samot	8002	s a m o t	
Somba-Siawari (Mindik Dialect)		(its) hair	1040		dzup	8000	dz u p	
Ono		(its) hair	1040		dzou	8000	dz o u	
Selepet		(its) hair	1040		somot	8002	s o m o t	
Somba-Siawari (Burum Dialect)		(its) hair	1040		dzup	8000	dz u p	
Mape		(its) hair	1040		kaŋdzaŋ	14008	k a ŋ dz a ŋ	
Tobo		(its) hair	1040		dzu	8000	dz u	
Timbe		(its) hair	1040		dumut	8002	d u m u t	
Nabak		(its) hair	1040		dzup	8000	dz u p	
Tobo		(its) head	1256		norok	7866	n o r o k	
Mesem		(its) head	1256		nok	13686	n o k	
Kube		(its) head	1256		oɡu	13712	o ɡ u	
Somba-Siawari (Burum Dialect)		(its) head	1256		noruk	7866	n o r u k	
Ono		(its) head	1256		lewit	13807	l e w i t	
Timbe		(its) head	1256		kaut	7756	k a u t	
Komba		(its) head	1256		kauk	7756	k a u k	
Somba-Siawari (Mindik Dialect)		(its) head	1256		noruk	7866	n o r u k	
Selepet		(its) head	1256		kun	7755	k u n	
Nabak		(its) head	1256		ŋokandzi	7755	ŋ o k a n dz i	
Mape		(its) head	1256		kparu	14009	k p a r u	
Dedua		(its) head	1256		fufu	14038	f u f u	
Kate		(its) head	1256		kpitsec	14097	k p i ts e c	
Kube		(its) heart	1223		weboɡokme	13711	w e b o ɡ o k m e	
Mesem		(its) heart	1223		wembə_kət	13719	w e m b ə _ k ə t	
Kate		(its) heart	1223		bu_handaŋ	13756	b u _ h a n d a ŋ	
Ono		(its) heart	1223		kombaŋi	13806	k o m b a ŋ i	
Tobo		(its) heart	1223		wei_bat	7984	w e i _ b a t	
Somba-Siawari (Mindik Dialect)		(its) heart	1223		wel_bat	7984	w e l _ b a t	
Selepet		(its) heart	1223		kabiam	7987	k a b i a m	
Borong		(its) heart	1223		bakota	13949	b a k o t a	
Dedua		(its) heart	1223		woso_honduŋ	13958	w o s o _ h o n d u ŋ	
Somba-Siawari (Burum Dialect)		(its) heart	1223		wel_bat	7984	w e l _ b a t	
Mape		(its) heart	1223		maki_karuŋ	14011	m a k i _ k a r u ŋ	
Timbe		(its) heart	1223		okot	14056	o k o t	
Nabak		(its) heart	1223		ɡum_kət	14074	ɡ u m _ k ə t	
Somba-Siawari (Burum Dialect)		(its) meat	634		busu	7955	b u s u	
Mesem		(its) meat	634		mirik	13722	m i r i k	
Komba		(its) meat	634		sunum	7956	s u n u m	
Somba-Siawari (Mindik Dialect)		(its) meat	634		busu	7955	b u s u	
Tobo		(its) meat	634		busi	7955	b u s i	
Kube		(its) meat	634		busi	7955	b u s i	
Ono		(its) meat	634		biku	7954	b i k u	
Selepet		(its) meat	634		sunum	7956	s u n u m	
Dedua		(its) meat	634		fusi	7955	f u s i	
Timbe		(its) meat	634		sunum	7956	s u n u m	
Nabak		(its) meat	634		səsumbaŋ	14073	s ə s u m b a ŋ	
Tobo		(its) neck	1333		dzel	7943	dz e l	
Kube		(its) neck	1333		ebasiɡla	13710	e b a s i ɡ l a	
Nabak		(its) neck	1333		ŋande	7941	ŋ a n d e	
Somba-Siawari (Burum Dialect)		(its) neck	1333		dzal	7943	dz a l	
Borong		(its) neck	1333		are	13821	a r e	
Somba-Siawari (Mindik Dialect)		(its) neck	1333		dzal	7943	dz a l	
Ono		(its) neck	1333		ebi	7942	e b i	
Dedua		(its) neck	1333		ube	7942	u b e	
