language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
Ingrian		blow	175		puhɑd̥ɑ	5	p u h ɑ d̥ ɑ	
Komi-Permyak		blow	175		pɤʎtnɯ	5	p ɤ ʎ t n ɯ	
Komi-Zyrian		blow	175		pɤʎɑlnɯ	5	p ɤ ʎ ɑ l n ɯ	
Nganasan		blow	175		hyələsɑ	4	h y ə l ə s ɑ	
Selkup		blow	175		puː	5	p uː	
Udmurt		blow	175		peʎtɯnɯ	5	p e ʎ t ɯ n ɯ	
Udmurt		blow	175		tɤlɑnɯ	2417	t ɤ l ɑ n ɯ	
Erzya		blow	175		puvɑms	5	p u v ɑ m s	
Erzya		cloud	1489		peʎ	2444	p e ʎ	
Ingrian		cloud	1489		pilvi	2444	p i l v i	
Komi-Permyak		cloud	1489		kɯmɤr	2445	k ɯ m ɤ r	
Komi-Zyrian		cloud	1489		kɯmɤr	2445	k ɯ m ɤ r	
Nganasan		cloud	1489		ʧiəðu	7	tʃ i ə ð u	
Selkup		cloud	1489		tiːttə	7	t iː t t ə	
Udmurt		cloud	1489		piʎem	2444	p i ʎ e m	
Ingrian		cloud	1489		tuːtˑsɑ	7	t uː tː s ɑ	
Erzya		cloud	1489		kovol	2445	k o v o l	
Erzya		come	1446		sɑms	2457	s ɑ m s	
Ingrian		come	1446		tullɑ	2456	t u l l ɑ	
Komi-Permyak		come	1446		loknɯ	2459	l o k n ɯ	
Komi-Zyrian		come	1446		vonɯ	2458	v o n ɯ	
Komi-Zyrian		come	1446		loknɯ	2459	l o k n ɯ	
Selkup		come	1446		tyː	2456	t yː	
Udmurt		come	1446		vuɯnɯ	2458	v u ɯ n ɯ	
Udmurt		come	1446		lɯktɯnɯ	2459	l ɯ k t ɯ n ɯ	
Nganasan		come	1446		tujɕɑ	2456	t u j ɕ ɑ	
Erzya		cut	1432		nɑrɑms	2467	n ɑ r ɑ m s	
Erzya		cut	1432		peʧkems	2468	p e tʃ k e m s	
Komi-Permyak		cut	1432		vundɑvnɯ	2470	v u n d ɑ v n ɯ	
Komi-Permyak		cut	1432		ʃɤrɯʃtnɯ	2471	ʃ ɤ r ɯ ʃ t n ɯ	
Komi-Zyrian		cut	1432		vundɯnɯ	2470	v u n d ɯ n ɯ	
Komi-Zyrian		cut	1432		ʃɯrnɯ	2471	ʃ ɯ r n ɯ	
Selkup		cut	1432		mɑʧə	2473	m ɑ tʃ ə	
Udmurt		cut	1432		vɑndɯnɯ	2470	v ɑ n d ɯ n ɯ	
Udmurt		cut	1432		ʃorɯnɯ	2471	ʃ o r ɯ n ɯ	
Ingrian		cut	1432		leig̊ɑd̥ɑ	2466	l e i ɡ̥ ɑ d̥ ɑ	
Ingrian		cut	1432		hølvæd̥æ	2475	h ø l v æ d̥ æ	
Nganasan		cut	1432		mətudʲɑ	2473	m ə t u dʲ ɑ	
Ingrian		dig	1418		kɑivɑː	2479	k ɑ i v ɑː	
Nganasan		dig	1418		ɕirkədʲi	2490	ɕ i r k ə dʲ i	
Udmurt		dig	1418		kopɑnɯ	2484	k o p ɑ n ɯ	
Erzya		dig	1418		ʧuvoms	10	tʃ u v o m s	
Erzya		dig	1418		ʧupoɲems	10	tʃ u p o ɲ e m s	
Komi-Permyak		dig	1418		gɑrjɯnɯ	2489	ɡ ɑ r j ɯ n ɯ	
Komi-Zyrian		dig	1418		godnɯ	2483	ɡ o d n ɯ	
Selkup		dig	1418		tilə	2488	t i l ə	
Udmurt		dig	1418		gudɯnɯ	2483	ɡ u d ɯ n ɯ	
