language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
Erzya		because	1157		ɕeks	2360	ɕ e k s	
Erzya		because	1157		ɕeks_meks	2360	ɕ e k s _ m e k s	
Ingrian		because	1157		sentæː	2	s e n t æː	
Ingrian		because	1157		sentæː	2	s e n t æː	
Ingrian		because	1157		sem_peræst	2363	s e m _ p e r æ s t	
Komi-Permyak		because	1157		ɕiʥ_kɯʥ	2369	ɕ i dʑ _ k ɯ dʑ	
Komi-Permyak		because	1157		dɑ	2368	d ɑ	
Komi-Zyrian		because	1157		sɯ_pondɑ	2359	s ɯ _ p o n d ɑ	
Komi-Zyrian		because	1157		sɯ_vɤsnɑ	2364	s ɯ _ v ɤ s n ɑ	
Nganasan		because	1157		ɲiːðə	2367	ɲ iː ð ə	
Nganasan		because	1157		suəbəsɯ	2370	s u ə b ə s ɯ	
Udmurt		because	1157		mɑlɯ_ke_ʃuono	2365	m ɑ l ɯ _ k e _ ʃ u o n o	
Erzya		bird	937		nɑrmuɲ	2395	n ɑ r m u ɲ	
Ingrian		bird	937		lind̥u	2394	l i n d̥ u	
Komi-Permyak		bird	937		kɑj	2403	k ɑ j	
Komi-Zyrian		bird	937		kitsɑ	2397	k i t s ɑ	
Komi-Zyrian		bird	937		lebɑʨ	2398	l e b ɑ tɕ	
Nganasan		bird	937		təibəː	2402	t ə i b əː	
Selkup		bird	937		tilʧəti_suːrəm	2402	t i l tʃ ə t i _ s uː r ə m	
Selkup		bird	937		suːrəm	2400	s uː r ə m	
Udmurt		bird	937		tɯloburdo	2401	t ɯ l o b u r d o	
Erzya		black	163		rɑuʒo	2405	r ɑ u ʒ o	
Ingrian		black	163		mustɑ	2404	m u s t ɑ	
Komi-Permyak		black	163		ɕɤd	2407	ɕ ɤ d	
Komi-Zyrian		black	163		ɕɤd	2407	ɕ ɤ d	
Nganasan		black	163		tusɑjkɑʔɑ	2410	t u s ɑ j k ɑ ʔ ɑ	
Selkup		black	163		sæːqə	2409	s æː q ə	
Udmurt		black	163		ɕɤd	2407	ɕ ɤ d	
Ingrian		blow	175		puhɑd̥ɑ	5	p u h ɑ d̥ ɑ	
Komi-Permyak		blow	175		pɤʎtnɯ	5	p ɤ ʎ t n ɯ	
Komi-Zyrian		blow	175		pɤʎɑlnɯ	5	p ɤ ʎ ɑ l n ɯ	
Nganasan		blow	175		hyələsɑ	4	h y ə l ə s ɑ	
Selkup		blow	175		puː	5	p uː	
Udmurt		blow	175		peʎtɯnɯ	5	p e ʎ t ɯ n ɯ	
Udmurt		blow	175		tɤlɑnɯ	2417	t ɤ l ɑ n ɯ	
Erzya		blow	175		puvɑms	5	p u v ɑ m s	
Erzya		count	1420		lovoms	8	l o v o m s	
Ingrian		count	1420		lɑskiɑ	2462	l ɑ s k i ɑ	
Komi-Permyak		count	1420		lɯdʲdʲɯnɯ	2463	l ɯ dʲ dʲ ɯ n ɯ	
Komi-Zyrian		count	1420		lɯdʲdʲɯnɯ	2463	l ɯ dʲ dʲ ɯ n ɯ	
Nganasan		count	1420		tuəbtusɑ	2464	t u ə b t u s ɑ	
Selkup		count	1420		toːr	9	t oː r	
Udmurt		count	1420		lɯʥʥɯnɯ	2463	l ɯ dʑ dʑ ɯ n ɯ	
Erzya		egg	744		ɑl	2549	ɑ l	
Ingrian		egg	744		munɑ	2548	m u n ɑ	
Komi-Permyak		egg	744		koʎtʲ	2550	k o ʎ tʲ	
Komi-Zyrian		egg	744		koʎk	2550	k o ʎ k	
Nganasan		egg	744		mənu	2548	m ə n u	
Selkup		egg	744		eŋ	2553	e ŋ	
Udmurt		egg	744		puz	2551	p u z	
Erzya		fire	221		tol	2608	t o l	
Ingrian		fire	221		tuli	2608	t u l i	
Komi-Permyak		fire	221		bi	2609	b i	
Nganasan		fire	221		tuj	2608	t u j	
Selkup		fire	221		tyː	2608	t yː	
Udmurt		fire	221		tɯl	2608	t ɯ l	
Komi-Zyrian		fire	221		bi	2609	b i	
Erzya		fish	227		kɑl	2613	k ɑ l	
Ingrian		fish	227		kɑlɑ	2613	k ɑ l ɑ	
Komi-Permyak		fish	227		ʨeri	2614	tɕ e r i	
Komi-Zyrian		fish	227		ʨeri	2614	tɕ e r i	
Nganasan		fish	227		kolɯ	2613	k o l ɯ	
Selkup		fish	227		quə̠lə	2613	q u ə̠ l ə	
Udmurt		fish	227		ʨorɯg	2614	tɕ o r ɯ ɡ	
Komi-Permyak		fly	1441		lebɑvnɯ	2651	l e b ɑ v n ɯ	
Erzya		fly	1441		ʎivtʲɑms	2649	ʎ i v tʲ ɑ m s	
Ingrian		fly	1441		lentæː	2648	l e n t æː	
Komi-Zyrian		fly	1441		lebɑvnɯ	2651	l e b ɑ v n ɯ	
Nganasan		fly	1441		təirɕi	2653	t ə i r ɕ i	
Selkup		fly	1441		tiː	2653	t iː	
Udmurt		fly	1441		lobɯnɯ	2651	l o b ɯ n ɯ	
Erzya		grass	606		tʲikʃe	2702	tʲ i k ʃ e	
Ingrian		grass	606		roho	2707	r o h o	
Komi-Permyak		grass	606		turun	2704	t u r u n	
Nganasan		grass	606		ɲotə	2706	ɲ o t ə	
Selkup		grass	606		ɲuːʧə	2706	ɲ uː tʃ ə	
Udmurt		grass	606		turɯn	2704	t u r ɯ n	
Komi-Zyrian		grass	606		turun	2704	t u r u n	
Udmurt		heart	1223		ɕulem	2735	ɕ u l e m	
Erzya		heart	1223		ɕedʲej	2735	ɕ e dʲ e j	
Ingrian		heart	1223		syæn	2735	s y æ n	
Komi-Permyak		heart	1223		ɕɤlɤm	2735	ɕ ɤ l ɤ m	
Komi-Zyrian		heart	1223		ɕɤlɤm	2735	ɕ ɤ l ɤ m	
Nganasan		heart	1223		səː	2735	s əː	
Selkup		heart	1223		siːʨə	2735	s iː tɕ ə	
Erzya		kill	1417		mɑʃtoms	2804	m ɑ ʃ t o m s	
Erzya		kill	1417		ʧɑvoms	2805	tʃ ɑ v o m s	
Ingrian		kill	1417		surmɑd̥ɑ	2809	s u r m ɑ d̥ ɑ	
Nganasan		kill	1417		kotudʲɑ	2807	k o t u dʲ ɑ	
Selkup		kill	1417		quə̠t	2807	q u ə̠ t	
Udmurt		kill	1417		viɯnɯ	2808	v i ɯ n ɯ	
Komi-Permyak		kill	1417		vijnɯ	2808	v i j n ɯ	
Komi-Zyrian		kill	1417		kulɤdnɯ	2807	k u l ɤ d n ɯ	
Komi-Zyrian		kill	1417		vijnɯ	2808	v i j n ɯ	
Erzya		not	1240		ɑ	2969	ɑ	
Ingrian		not	1240		ei	2969	e i	
Komi-Permyak		not	1240		ɑbu	2969	ɑ b u	
Komi-Zyrian		not	1240		oz	2969	o z	
Nganasan		not	1240		ɲisɯ	35	ɲ i s ɯ	
Selkup		not	1240		ɑɕɑ	2969	ɑ ɕ ɑ	
Udmurt		not	1240		uz	2969	u z	
Komi-Permyak		not	1240		ɲe	35	ɲ e	
Erzya		rain	658		piʑems	3028	p i ʑ e m s	
Ingrian		rain	658		sɑe	3026	s ɑ e	
Ingrian		rain	658		vihmɑ	3027	v i h m ɑ	
Komi-Permyak		rain	658		zer	3030	z e r	
Komi-Zyrian		rain	658		zer	3030	z e r	
Nganasan		rain	658		soruɑ	3026	s o r u ɑ	
Selkup		rain	658		sorənʧæ	3026	s o r ə n tʃ æ	
Udmurt		rain	658		zor	3030	z o r	
Erzya		red	156		jɑkstʲerʲe	3034	j ɑ k s tʲ e rʲ e	
Ingrian		red	156		punˑɑin	3033	p u nː ɑ i n	
Komi-Zyrian		red	156		gɤrd	3035	ɡ ɤ r d	
Nganasan		red	156		dʲɑbɑkuo	3040	dʲ ɑ b ɑ k u o	
Selkup		red	156		ɲɑːrqə	3038	ɲ ɑː r q ə	
Udmurt		red	156		gord	3035	ɡ o r d	
Komi-Permyak		red	156		gɤrd	3035	ɡ ɤ r d	
Erzya		sew	1457		stɑms	3150	s t ɑ m s	
Ingrian		sew	1457		ommellɑ	3149	o m m e l l ɑ	
Komi-Permyak		sew	1457		vurnɯ	3151	v u r n ɯ	
Komi-Zyrian		sew	1457		vurnɯ	3151	v u r n ɯ	
Nganasan		sew	1457		soʧədʲɑ	3153	s o tʃ ə dʲ ɑ	
Nganasan		sew	1457		sonsɯdʲi	3155	s o n s ɯ dʲ i	
Selkup		sew	1457		ɕyːttə	3153	ɕ yː t t ə	
Udmurt		sew	1457		vurɯnɯ	3151	v u r ɯ n ɯ	
Ingrian		smooth	1234		lɑkˑiɑ	3234	l ɑ kː i ɑ	
Komi-Zyrian		smooth	1234		voʎɯd	3226	v o ʎ ɯ d	
Erzya		smooth	1234		vɑlɑɲɑ	3226	v ɑ l ɑ ɲ ɑ	
Ingrian		smooth	1234		silˑiːæ	3225	s i lː iː æ	
Komi-Permyak		smooth	1234		voʎkɯt	3226	v o ʎ k ɯ t	
Komi-Zyrian		smooth	1234		ʃɯʎɯd	3229	ʃ ɯ ʎ ɯ d	
Selkup		smooth	1234		lepɑ	3232	l e p ɑ	
Udmurt		smooth	1234		voʎɯt	3226	v o ʎ ɯ t	
Selkup		snake	730		ɕyː	3236	ɕ yː	
Erzya		snake	730		guj	3236	ɡ u j	
Erzya		snake	730		jozne	3238	j o z n e	
Ingrian		snake	730		mɑd̥o	3237	m ɑ d̥ o	
Ingrian		snake	730		mɑːhiːn	3241	m ɑː h iː n	
Komi-Permyak		snake	730		zmej	3242	z m e j	
Komi-Zyrian		snake	730		kɯj	3236	k ɯ j	
Udmurt		snake	730		kɯj	3236	k ɯ j	
Nganasan		there	1937		əməɲi	3374	ə m ə ɲ i	
Nganasan		there	1937		təni	3372	t ə n i	
Erzya		there	1937		toso	3372	t o s o	
Erzya		there	1937		ɕese	3373	ɕ e s e	
Ingrian		there	1937		toːɑl	3372	t oː ɑ l	
Komi-Permyak		there	1937		setɤn	3373	s e t ɤ n	
Komi-Zyrian		there	1937		sen	3373	s e n	
Komi-Zyrian		there	1937		estɤn	49	e s t ɤ n	
Selkup		there	1937		toːntə	3372	t oː n t ə	
Udmurt		there	1937		otɯn	3375	o t ɯ n	
Selkup		tongue	1205		ɕeː	51	ɕ eː	
Erzya		tongue	1205		keʎ	51	k e ʎ	
Ingrian		tongue	1205		keːli	51	k eː l i	
Komi-Zyrian		tongue	1205		kɯv	51	k ɯ v	
Nganasan		tongue	1205		ɕiədʲə	51	ɕ i ə dʲ ə	
Udmurt		tongue	1205		kɯl	51	k ɯ l	
Komi-Permyak		tongue	1205		kɯv	51	k ɯ v	
Erzya		vomit	1278		uksnoms	3464	u k s n o m s	
Ingrian		vomit	1278		oksend̥ɑissɑ	3464	o k s e n d̥ ɑ i s s ɑ	
Komi-Permyak		vomit	1278		ɤsɤtnɯ	3464	ɤ s ɤ t n ɯ	
Komi-Zyrian		vomit	1278		vosnɯ	3464	v o s n ɯ	
Komi-Zyrian		vomit	1278		gorʥɯnɯ	3465	ɡ o r dʑ ɯ n ɯ	
Selkup		vomit	1278		ttə	3467	tː ə	
Udmurt		vomit	1278		ɤskɯnɯ	3464	ɤ s k ɯ n ɯ	
Ingrian		warm	1232		vɑri	3487	v ɑ r i	
Erzya		warm	1232		ʎembe	3479	ʎ e m b e	
Ingrian		warm	1232		soːjɑ	3480	s oː j ɑ	
Komi-Permyak		warm	1232		ʃonɯt	3482	ʃ o n ɯ t	
Komi-Zyrian		warm	1232		ʃonɯd	3482	ʃ o n ɯ d	
Nganasan		warm	1232		ɲyɲɑ	3485	ɲ y ɲ ɑ	
