language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
Alak	alk	banana	8		priːt	151	p r iː t	prit
Bahnar-Golar	bdq	banana	8		priːt	151	p r iː t	prit
Bahnar-Kontum	bdq	banana	8		priːt	151	p r iː t	prit
Bahnar-Pleiku	bdq	banana	8		priːt	151	p r iː t	prit
Brao	brb	banana	8		prɨːt	151	p r ɨː t	pr3t
Cua	cua	banana	8		pareːt	151	p a r eː t	paret
Halang	hal	banana	8		pri̤ət	151	p r i̤ə t	pri3t
Jeh	jeh	banana	8		pri̤at	151	p r i̤a t	priat
Jru-Laven	lbo	banana	8		prɨət	151	p r ɨə t	pr33t
Mnong-Rölöm	mng	banana	8		priːt	151	p r iː t	prit
Nyaheun	nev	banana	8		prɨət	151	p r ɨə t	pr33t
Rengao	ren	banana	8		pret	151	p r e t	pret
Sedang	sed	banana	8		priət	151	p r iə t	pri3t
Sre	kpm	banana	8		priːt	151	p r iː t	prit
Stieng	sti	banana	8		priːt	151	p r iː t	prit
Bru-Talan	oog	banana	8		prinʔ	151	p r i n ʔ	prin7
Bru-Ubon	bru	banana	8		priat	151	p r ia t	priat
In	irr	banana	8		prinˀ	151	p r i nˀ	prin
Katang	kgd	banana	8		priːət	151	p r iːə t	pri3t
Katu-AnDiem	ktv	banana	8		pri̤at	151	p r i̤a t	priat
Kui(Sriwises1978)	kdt	banana	8		priːt	151	p r iː t	prit
Kui(Huffman1979)	kdt	banana	8		pliət	151	p l iə t	pli3t
Mankong	sss	banana	8		pri̤at	151	p r i̤a t	priat
Nge'	ngt	banana	8		priːt	151	p r iː t	prit
Pacoh	pac	banana	8		priat	151	p r ia t	priat
So-Khammouane	sss	banana	8		priət	151	p r iə t	pri3t
So-SakonNakhon	sss	banana	8		priːət	151	p r iːə t	pri3t
Souei-Saravan	kdt	banana	8		priat	151	p r ia t	priat
TaOi	tto	banana	8		prinˀ	151	p r i nˀ	prin
Khasi	khi	banana	8		kac	152	k a c	kaT
Pnar	pbv	banana	8		ladaw	153	l a d a w	ladaw
War-Lamin	aml	banana	8		lədia	153	l ə d ia	l3dia
Khmer-Surin	kxm	banana	8		ʨeːɁ	154	ʨ eː Ɂ	Ce7
Khmer-Standard	khm	banana	8		ceiɁ	154	c ei Ɂ	Tei7
Idu	tyh	banana	8		pʰráɛʔ	151	pʰ r áɛ ʔ	ph~raE7
Khmu-Cuang	kjg	banana	8		tlɔːj	149	t l ɔː j	tloy
Khmu-Yuan	kjg	banana	8		tlɔ́ːj	149	t l ɔ́ː j	tloy
Bugan	bbh	banana	8		pʦe̱³³ʦo̱³³	155	pʦe̱³³ ʦo̱³³	pceco
Mang	zng	banana	8		paː²ɲɔː¹	156	paː² ɲɔː¹	pa5o
Mon	mnw	banana	8		pràt	151	p r à t	prat
Nyahkur	cbn	banana	8		pʰra̤ːt	151	pʰ r a̤ː t	ph~rat
Gorum	pcj	banana	8		uraʔ	157	u r a ʔ	ura7
Kharia	khr	banana	8		kera	157	k e r a	kera
Santali	sat	banana	8		kajra	157	k a j r a	kayra
Sora	srb	banana	8		sɔŋ	146	s ɔ ŋ	soN
Nancowri	ncb	banana	8		təluːi	149	t ə l uːi	t3lui
Lawa(Ratanakul)	lcp	banana	8		ləmɔɛh	147	l ə m ɔɛ h	l3moEh
ManMet	mml	banana	8		atɔʔ⁵³hɔm³⁵	148	a tɔʔ⁵³ hɔm³⁵	ato7hom
Palaung-Dara'ang	pce	banana	8		glɔj	149	g l ɔ j	gloy
Palaung-Kalaw	pce	banana	8		gloe	149	g l oe	gloe
Palaung-Namhsan	pce	banana	8		kluəj	149	k l uə j	klu3y
Riang-Sak	ril	banana	8		kᵊɗoʔ¹	148	kᵊ ɗ o ʔ	kTo7
