language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
Tobo		(he) counts	1420		ojon	7698	o j o n	
Somba-Siawari (Burum Dialect)		(he) counts	1420		ojen	7698	o j e n	
Nabak		(he) counts	1420		makundzi	13733	m a k u n dz i	
Ono		(he) counts	1420		dapori	13778	d a p o r i	
Timbe		(he) counts	1420		ojaŋ	7698	o j a ŋ	
Somba-Siawari (Mindik Dialect)		(he) counts	1420		ojon	7698	o j o n	
Selepet		(he) counts	1420		saliku	7696	s a l i k u	
Borong		(he) counts	1420		weːŋɡo	13994	w eː ŋ ɡ o	
Tobo		(he) pulls	1455		masal	13671	m a s a l	
Somba-Siawari (Burum Dialect)		(he) pulls	1455		ara	7811	a r a	
Kube		(he) pulls	1455		feɡle	13709	f e ɡ l e	
Mape		(he) pulls	1455		furuɡa	7680	f u r u ɡ a	
Kate		(he) pulls	1455		fare	7680	f a r e	
Timbe		(he) pulls	1455		oloŋak	7811	o l o ŋ a k	
Komba		(he) pulls	1455		oloŋ	7811	o l o ŋ	
Somba-Siawari (Mindik Dialect)		(he) pulls	1455		hara	7811	h a r a	
Ono		(he) pulls	1455		woraŋ	7811	w o r a ŋ	
Dedua		(he) pulls	1455		tae	13955	t a e	
Selepet		(he) pulls	1455		dai	13966	d a i	
Nabak		(he) pulls	1455		mandai	7679	m a n d a i	
Mesem		(he) pulls	1455		menda	7679	m e n d a	
Tobo		(he) pushes	1452		kpeati	13674	k p e a t i	
Mesem		(he) pushes	1452		otəɡə	13695	o t ə ɡ ə	
Somba-Siawari (Burum Dialect)		(he) pushes	1452		kpetalian	13698	k p e t a l i a n	
Kube		(he) pushes	1452		iɡokɡe	13707	i ɡ o k ɡ e	
Kate		(he) pushes	1452		tuŋke	7875	t u ŋ k e	
Komba		(he) pushes	1452		maːti	13867	m aː t i	
Somba-Siawari (Mindik Dialect)		(he) pushes	1452		meakpo	13877	m e a k p o	
Ono		(he) pushes	1452		bira	13940	b i r a	
Dedua		(he) pushes	1452		tuŋɡe	7875	t u ŋ ɡ e	
Selepet		(he) pushes	1452		hapun	13967	h a p u n	
Nabak		(he) pushes	1452		ɔtɔpe	13982	ɔ t ɔ p e	
Timbe		(he) pushes	1452		hokok	14041	h o k o k	
Nabak		(he) stands	1442		ta	7672	t a	
Mape		(he) stands	1442		dimi	7671	d i m i	
Dedua		(he) stands	1442		nan 	7670	n a n	
Borong		(he) stands	1442		nan 	7670	n a n	
Timbe		(he) stands	1442		kin	7669	k i n	
Kate		(he) stands	1442		doma	7671	d o m a	
Komba		(he) stands	1442		kin	7669	k i n	
Selepet		(he) stands	1442		kin	7669	k i n	
Somba-Siawari (Mindik Dialect)		(he) stands	1442		kin	7669	k i n	
Kube		(he) stands	1442		nan 	7670	n a n	
Somba-Siawari (Burum Dialect)		(he) stands	1442		kin	7669	k i n	
Tobo		(he) stands	1442		nan 	7670	n a n	
Ono		(he) stands	1442		okore	14088	o k o r e	
Nabak		(its) eye	1248		dzi	7863	dz i	
Komba		(its) eye	1248		si	7863	s i	
Tobo		(its) eye	1248		kpat	13891	k p a t	
Somba-Siawari (Mindik Dialect)		(its) eye	1248		dze	7863	dz e	
Kube		(its) eye	1248		kiwa	7864	k i w a	
Ono		(its) eye	1248		dei	7863	d e i	
Selepet		(its) eye	1248		sen	7863	s e n	
Borong		(its) eye	1248		dzaː	7863	dz aː	
Somba-Siawari (Burum Dialect)		(its) eye	1248		dze	7863	dz e	
Kate		(its) eye	1248		dzaŋe	7865	dz a ŋ e	
Timbe		(its) eye	1248		dewun	14052	d e w u n	
Mesem		(its) eye	1248		dzi	7863	dz i	
Kube		(its) hair	1040		dzu	8000	dz u	
Mesem		(its) hair	1040		dzup	8000	dz u p	
Borong		(its) hair	1040		dzui	8000	dz u i	
Komba		(its) hair	1040		samot	8002	s a m o t	
Somba-Siawari (Mindik Dialect)		(its) hair	1040		dzup	8000	dz u p	
Ono		(its) hair	1040		dzou	8000	dz o u	
Selepet		(its) hair	1040		somot	8002	s o m o t	
Somba-Siawari (Burum Dialect)		(its) hair	1040		dzup	8000	dz u p	
Mape		(its) hair	1040		kaŋdzaŋ	14008	k a ŋ dz a ŋ	
Tobo		(its) hair	1040		dzu	8000	dz u	
Timbe		(its) hair	1040		dumut	8002	d u m u t	
Nabak		(its) hair	1040		dzup	8000	dz u p	
Kube		(its) heart	1223		weboɡokme	13711	w e b o ɡ o k m e	
Mesem		(its) heart	1223		wembə_kət	13719	w e m b ə _ k ə t	
Kate		(its) heart	1223		bu_handaŋ	13756	b u _ h a n d a ŋ	
Ono		(its) heart	1223		kombaŋi	13806	k o m b a ŋ i	
Tobo		(its) heart	1223		wei_bat	7984	w e i _ b a t	
Somba-Siawari (Mindik Dialect)		(its) heart	1223		wel_bat	7984	w e l _ b a t	
Selepet		(its) heart	1223		kabiam	7987	k a b i a m	
Borong		(its) heart	1223		bakota	13949	b a k o t a	
Dedua		(its) heart	1223		woso_honduŋ	13958	w o s o _ h o n d u ŋ	
Somba-Siawari (Burum Dialect)		(its) heart	1223		wel_bat	7984	w e l _ b a t	
Mape		(its) heart	1223		maki_karuŋ	14011	m a k i _ k a r u ŋ	
Timbe		(its) heart	1223		okot	14056	o k o t	
Nabak		(its) heart	1223		ɡum_kət	14074	ɡ u m _ k ə t	
Kube		I	1209		ni	7844	n i	
Dedua		I	1209		ni	7844	n i	
Somba-Siawari (Burum Dialect)		I	1209		ni	7844	n i	
Komba		I	1209		na	7845	n a	
Borong		I	1209		ni	7844	n i	
Timbe		I	1209		na	7845	n a	
Somba-Siawari (Mindik Dialect)		I	1209		ni	7844	n i	
Selepet		I	1209		na	7845	n a	
Ono		I	1209		na	7845	n a	
Nabak		I	1209		nəŋ	7845	n ə ŋ	
Tobo		I	1209		ni	7844	n i	
Kate		I	1209		no	7845	n o	
Mesem		I	1209		na	7845	n a	
Mape		I	1209		no	7845	n o	
Tobo		left (side)	244		kpana	7714	k p a n a	
Somba-Siawari (Burum Dialect)		left (side)	244		kpani	7714	k p a n i	
Mesem		left (side)	244		kana	7714	k a n a	
Nabak		left (side)	244		kanen	7714	k a n e n	
Komba		left (side)	244		kane	7714	k a n e	
Somba-Siawari (Mindik Dialect)		left (side)	244		kani	7714	k a n i	
Ono		left (side)	244		wesi	13944	w e s i	
Dedua		left (side)	244		kana	7714	k a n a	
Selepet		left (side)	244		kane	7714	k a n e	
Mape		left (side)	244		kpana	7714	k p a n a	
Timbe		left (side)	244		kane	7714	k a n e	
Tobo		man	1554		ip	7700	i p	
Somba-Siawari (Burum Dialect)		man	1554		atsi	13701	a ts i	
Kube		man	1554		ik	7700	i k	
Mesem		man	1554		a	7701	a	
Mape		man	1554		ŋik	7700	ŋ i k	
Kate		man	1554		ŋic	7700	ŋ i c	
Somba-Siawari (Mindik Dialect)		man	1554		aiwi	13832	a i w i	
Timbe		man	1554		luak	7702	l u a k	
Ono		man	1554		ŋei	7700	ŋ e i	
Selepet		man	1554		lok	7702	l o k	
Borong		man	1554		edzak	13995	e dz a k	
Dedua		man	1554		ŋik	7700	ŋ i k	
Nabak		man	1554		an	7701	a n	
Tobo		new	1231		ɡbilik	7815	ɡ b i l i k	
Mesem		new	1231		ɡorəŋ	13690	ɡ o r ə ŋ	
Somba-Siawari (Burum Dialect)		new	1231		dalakŋi	7816	d a l a k ŋ i	
Ono		new	1231		wele	13797	w e l e	
Borong		new	1231		ɡbilia	7815	ɡ b i l i a	
Komba		new	1231		irakŋa	7816	i r a k ŋ a	
Somba-Siawari (Mindik Dialect)		new	1231		dalakŋi	7816	d a l a k ŋ i	
Selepet		new	1231		aiŋe	13908	a i ŋ e	
Kube		new	1231		ɡberia	7815	ɡ b e r i a	
Nabak		new	1231		arakŋəŋ	7816	a r a k ŋ ə ŋ	
Dedua		new	1231		ɡboria	7815	ɡ b o r i a	
Kate		new	1231		ɡbaricne	7815	ɡ b a r i c n e	
Timbe		new	1231		irakŋe	7816	i r a k ŋ e	
Mape		new	1231		ɡbaine	7815	ɡ b a i n e	
Nabak		red	156		ŋaməŋ	13662	ŋ a m ə ŋ	
Mesem		red	156		kukŋ	13696	k u k ŋ	
Mape		red	156		babaroŋ	7801	b a b a r o ŋ	
Komba		red	156		kuriŋ	7803	k u r i ŋ	
Ono		red	156		weŋemka	13790	w e ŋ e m k a	
Tobo		red	156		pasaha	7802	p a s a h a	
Somba-Siawari (Mindik Dialect)		red	156		pasikŋi	7802	p a s i k ŋ i	
Selepet		red	156		kuriŋ	7803	k u r i ŋ	
Kube		red	156		pesia	7802	p e s i a	
Borong		red	156		osoɡa	13947	o s o ɡ a	
Somba-Siawari (Burum Dialect)		red	156		pisikŋi	7802	p i s i k ŋ i	
Dedua		red	156		sak_sak	14036	s a k _ s a k	
Timbe		red	156		ɡilamŋe	14058	ɡ i l a m ŋ e	
Tobo		road	667		kana	8038	k a n a	
Mesem		road	667		kə	8038	k ə	
Kube		road	667		hena	8038	h e n a	
Somba-Siawari (Burum Dialect)		road	667		kana	8038	k a n a	
Komba		road	667		matap	13766	m a t a p	
Timbe		road	667		dap	13856	d a p	
Somba-Siawari (Mindik Dialect)		road	667		kana	8038	k a n a	
Selepet		road	667		ɡiop	13914	ɡ i o p	
Ono		road	667		numa	13926	n u m a	
Dedua		road	667		siŋ	13953	s i ŋ	
Nabak		road	667		set	13981	s e t	
Kate		road	667		hata	14024	h a t a	
