language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
Adnyamathanha	adny1235	BACK	6		ititi	549	i t i t i	
Alyawarr	alya1239	BACK	6		aʈep	571	a ʈ e p	
Alyawarr	alya1239	BACK	6		ahencahenc	571	a h e n c a h e n c	
Arabana	arab1267	BACK	6		kuku	541	k u k u	
Yugambeh-Bandjalang	band1339	BACK	6		mubaɹ_j	582	m u b a ɹ j	
Yugambeh-Bandjalang	band1339	BACK	6		muli_g	582	m u l i g	
Yugambeh-Bandjalang	band1339	BACK	6		w	582	w	
Yugambeh-Bandjalang	band1339	BACK	6		mulih_c	582	m u l i h c	
Yugambeh-Bandjalang	band1339	BACK	6		giɹaɹ_we	582	g i ɹ a ɹ w e	
Dhangu	dhan1270	BACK	6		buɳɖalŋu	535	b u ɳ ɖ a l ŋ u	
Sydney	sydn1236	BACK	6		boːʔjoː	564	b oː ʔ j oː	
Dhuwal	dhuw1249	BACK	6		muta	532	m u t a	
Dieri	dier1241	BACK	6		kuldu	606	k u l d u	
Dyaabugay	dyaa1242	BACK	6		mudu	537	m u d u	
Djambarrpuyngu	djam1256	BACK	6		muta	532	m u t a	
Djinang	djin1253	BACK	6		bur_guŋi	536	b u r g u ŋ i	
Gamilaraay	gami1243	BACK	6		bawa	565	b a w a	
Kumbainggar	kumb1268	BACK	6		jiːba	581	j iː b a	
Gupapuyngu	gupa1247	BACK	6		muta	532	m u t a	
Gurindji	guri1247	BACK	6		paɳtawuru	540	p a ɳ t a w u r u	
Guyani	guya1249	BACK	6		miliɹi	551	m i l i ɹ i	
Sydney	sydn1236	BACK	6		gɔɹubul	1	g ɔ ɹ u b u l	
Jaru	jaru1254	BACK	6		naɹa	554	n a ɹ a	
Djiwarli	djiw1241	BACK	6		cimbi	577	c i m b i	
Gamilaraay	gami1243	BACK	6		bo	564	b o	
Karadjeri	kara1476	BACK	6		baɭaɹ	546	b a ɭ a ɹ	
Kartujarra	kart1247	BACK	6		murpu	560	m u r p u	
Kukatja	kuka1246	BACK	6		galga	528	g a l g a	
Kuku-Yalanji	kuku1273	BACK	6		muku	538	m u k u	
Gurdjar	gurd1238	BACK	6		poːeɖ	597	p oː e ɖ	
Gurdjar	gurd1238	BACK	6		moːkimer	597	m oː k i m e r	
Kuuku-Ya'u	kuuk1238	BACK	6		muci	553	m u c i	
Kala Lagaw Ya	kala1377	BACK	6		kala	534	k a l a	
Martu Wangka	mart1256	BACK	6		caɳa	530	c a ɳ a	
Muruwari	muru1266	BACK	6		biɭa	567	b i ɭ a	
Ngaanyatjarra	ngaa1240	BACK	6		wiʈapi	529	w i ʈ a p i	
Lower Riverland	lowe1402	BACK	6		kampko	603	k a m p k o	
Ngamini	ngam1284	BACK	6		kuldɹu	567	k u l d ɹ u	
Ngarluma	ngar1287	BACK	6		muru	576	m u r u	
Narrinyeri	narr1259	BACK	6		toli	558	t o l i	
Northern Coastal Nyangumarta	nort2754	BACK	6		piɳtiɭ	566	p i ɳ t i ɭ	
Nyamal	nyam1271	BACK	6		muru	576	m u r u	
Nyunga	nyun1247	BACK	6		gambu	603	g a m b u	
Paakantyi	darl1243	BACK	6		ɖaɳa	530	ɖ a ɳ a	
Bayungu	bayu1240	BACK	6		miga	570	m i g a	
Pitjantjatjara	pitj1243	BACK	6		tcana	530	t c a n a	
Pitta Pitta	pitt1247	BACK	6		kuku	541	k u k u	
Ritarungo	rita1239	BACK	6		diltci	532	d i l t c i	
Dhalandji	dhal1245	BACK	6		miga	570	m i g a	
Dhargari	dhar1247	BACK	6		ciɭi	578	c i ɭ i	
Wagaya	waga1260	BACK	6		toːɹaba	545	t oː ɹ a b a	
Ngura	ngur1261	BACK	6		wita	529	w i t a	
Wanman	wanm1242	BACK	6		murpu	560	m u r p u	
Warumungu	waru1265	BACK	6		kaʈtuŋka	533	k a ʈ t u ŋ k a	
Wathawurrung	wath1238	BACK	6		wuluɳ	559	w u l u ɳ	
Wik-Mungkan	wikm1247	BACK	6		kojam	580	k o j a m	
Wiradhuri	wira1262	BACK	6		bira	567	b i r a	
Wirangu-Nauo	wira1260	BACK	6		jagulu	552	j a g u l u	
Yan-nhangu	yann1237	BACK	6		ɖiltci	532	ɖ i l t c i	
Yandruwandha	yand1253	BACK	6		kuldɹu	542	k u l d ɹ u	
Yawarawarga	yawa1258	BACK	6		kuldɹu	604	k u l d ɹ u	
Yindjibarndi	yind1247	BACK	6		gaɭi	576	g a ɭ i	
Yorta Yorta	yort1237	BACK	6		bunːuːt̪	596	b u nː uː t̪	
Yulparitja	yulp1238	BACK	6		malaku	531	m a l a k u	
Yuwaalaraay	yuwa1242	BACK	6		bawa	565	b a w a	
Kalkutung	kalk1246	BACK	6		miɲci	543	m i ɲ c i	
Kaurna	kaur1267	BACK	6		jumo	557	j u m o	
Gurdjar	gurd1238	BACK	6		βoːeɖ	597	β oː e ɖ	
Margany	marg1253	BACK	6		baŋaɖ	602	b a ŋ a ɖ	
Mudburra	mudb1240	BACK	6		cuːɳa	556	c uː ɳ a	
Ngarinman	ngar1235	BACK	6		bandawuru	540	b a n d a w u r u	
Nyangumarta	nyan1301	BACK	6		piɳtil	566	p i ɳ t i l	
Panytyima	pany1241	BACK	6		muru	576	m u r u	
Banggarla	bang1339	BACK	6		jaɖna	553	j a ɖ n a	
Warlpiri	warl1254	BACK	6		putuɭu	566	p u t u ɭ u	
Wariyangga	wari1262	BACK	6		ciɭi	578	c i ɭ i	
Adnyamathanha	adny1235	BLACK	12		maɹu	1149	m a ɹ u	
Alyawarr	alya1239	BLACK	12		erpuɭ	1169	e r p u ɭ	
Alyawarr	alya1239	BLACK	12		rpweɭ	1169	r p w e ɭ	
Alyawarr	alya1239	BLACK	12		irpweɭ	1169	i r p w e ɭ	
Alyawarr	alya1239	BLACK	12		amwak	1169	a m w a k	
Alyawarr	alya1239	BLACK	12		aɹakw	1169	a ɹ a k w	
Arabana	arab1267	BLACK	12		piɭa	1167	p i ɭ a	
Yugambeh-Bandjalang	band1339	BLACK	12		duhndun_j	1181	d u h n d u n j	
Yugambeh-Bandjalang	band1339	BLACK	12		nzagu	1181	n z a g u	
Yugambeh-Bandjalang	band1339	BLACK	12		cagabaɹ	1181	c a g a b a ɹ	
