language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
Erzya		and	1577		i	2303	i	
Ingrian		and	1577		jɑ	2309	j ɑ	
Ingrian		and	1577		i	2303	i	
Ingrian		and	1577		tɑ	2312	t ɑ	
Komi-Permyak		and	1577		i	2303	i	
Komi-Permyak		and	1577		dɑ	2312	d ɑ	
Komi-Zyrian		and	1577		i	2303	i	
Komi-Zyrian		and	1577		dɑ	2312	d ɑ	
Selkup		and	1577		ɑj	2309	ɑ j	
Udmurt		and	1577		i	2303	i	
Udmurt		and	1577		dɑ	2312	d ɑ	
Erzya		and	1577		di	2312	d i	
Erzya		ashes	646		kulov	2336	k u l o v	
Ingrian		ashes	646		poro	2330	p o r o	
Komi-Permyak		ashes	646		pɤjim	2333	p ɤ j i m	
Komi-Zyrian		ashes	646		pɤjim	2333	p ɤ j i m	
Nganasan		ashes	646		tuː_dʲoəʔ	2337	t uː _ dʲ o ə ʔ	
Selkup		ashes	646		ɕiːmə	2335	ɕ iː m ə	
Udmurt		ashes	646		peɲ	2333	p e ɲ	
Erzya		belly	1251		peke	3	p e k e	
Ingrian		belly	1251		vɑtsɑ	2371	v ɑ t s ɑ	
Komi-Permyak		belly	1251		kɯnɤm	2384	k ɯ n ɤ m	
Komi-Zyrian		belly	1251		ruʃ#ku	2377	r u ʃ _ k u	
Nganasan		belly	1251		ʧɑjbə	2374	tʃ ɑ j b ə	
Selkup		belly	1251		perkə	3	p e r k ə	
Udmurt		belly	1251		kɤt	2372	k ɤ t	
Erzya		big	1202		pokʃ	2389	p o k ʃ	
Ingrian		big	1202		suːr	2385	s uː r	
Komi-Permyak		big	1202		ɯʤɯt	2388	ɯ dʒ ɯ t	
Komi-Zyrian		big	1202		ɯʤɯd	2388	ɯ dʒ ɯ d	
Nganasan		big	1202		ɑniʔə	2393	ɑ n i ʔ ə	
Selkup		big	1202		uə̠rqə	2391	u ə̠ r q ə	
Udmurt		big	1202		bɑʥʥɯm	2392	b ɑ dʑ dʑ ɯ m	
Erzya		bird	937		nɑrmuɲ	2395	n ɑ r m u ɲ	
Ingrian		bird	937		lind̥u	2394	l i n d̥ u	
Komi-Permyak		bird	937		kɑj	2403	k ɑ j	
Komi-Zyrian		bird	937		kitsɑ	2397	k i t s ɑ	
Komi-Zyrian		bird	937		lebɑʨ	2398	l e b ɑ tɕ	
Nganasan		bird	937		təibəː	2402	t ə i b əː	
Selkup		bird	937		tilʧəti_suːrəm	2402	t i l tʃ ə t i _ s uː r ə m	
Selkup		bird	937		suːrəm	2400	s uː r ə m	
Udmurt		bird	937		tɯloburdo	2401	t ɯ l o b u r d o	
Erzya		black	163		rɑuʒo	2405	r ɑ u ʒ o	
Ingrian		black	163		mustɑ	2404	m u s t ɑ	
Komi-Permyak		black	163		ɕɤd	2407	ɕ ɤ d	
Komi-Zyrian		black	163		ɕɤd	2407	ɕ ɤ d	
Nganasan		black	163		tusɑjkɑʔɑ	2410	t u s ɑ j k ɑ ʔ ɑ	
Selkup		black	163		sæːqə	2409	s æː q ə	
Udmurt		black	163		ɕɤd	2407	ɕ ɤ d	
Erzya		blood	946		verʲ	2411	v e rʲ	
Ingrian		blood	946		veri	2411	v e r i	
Komi-Permyak		blood	946		vir	2411	v i r	
Komi-Zyrian		blood	946		vir	2411	v i r	
Nganasan		blood	946		kɑm	2413	k ɑ m	
Selkup		blood	946		kɤm	2413	k ɤ m	
Udmurt		blood	946		vir	2411	v i r	
Ingrian		blow	175		puhɑd̥ɑ	5	p u h ɑ d̥ ɑ	
Komi-Permyak		blow	175		pɤʎtnɯ	5	p ɤ ʎ t n ɯ	
Komi-Zyrian		blow	175		pɤʎɑlnɯ	5	p ɤ ʎ ɑ l n ɯ	
Nganasan		blow	175		hyələsɑ	4	h y ə l ə s ɑ	
Selkup		blow	175		puː	5	p uː	
Udmurt		blow	175		peʎtɯnɯ	5	p e ʎ t ɯ n ɯ	
Udmurt		blow	175		tɤlɑnɯ	2417	t ɤ l ɑ n ɯ	
Erzya		blow	175		puvɑms	5	p u v ɑ m s	
Erzya		burn	2102		pɑloms	2436	p ɑ l o m s	
Ingrian		burn	2102		pɑlˑɑː	2436	p ɑ lː ɑː	
Komi-Permyak		burn	2102		soʨʨɯnɯ	2440	s o tɕ tɕ ɯ n ɯ	
Komi-Zyrian		burn	2102		lomɑvnɯ	2438	l o m ɑ v n ɯ	
Komi-Zyrian		burn	2102		sotʲʨɯnɯ	2440	s o tʲ tɕ ɯ n ɯ	
Selkup		burn	2102		ɑm	2443	ɑ m	
Udmurt		burn	2102		ʤuɑnɯ	2440	dʒ u ɑ n ɯ	
Erzya		cloud	1489		peʎ	2444	p e ʎ	
Ingrian		cloud	1489		pilvi	2444	p i l v i	
Komi-Permyak		cloud	1489		kɯmɤr	2445	k ɯ m ɤ r	
Komi-Zyrian		cloud	1489		kɯmɤr	2445	k ɯ m ɤ r	
Nganasan		cloud	1489		ʧiəðu	7	tʃ i ə ð u	
Selkup		cloud	1489		tiːttə	7	t iː t t ə	
Udmurt		cloud	1489		piʎem	2444	p i ʎ e m	
Ingrian		cloud	1489		tuːtˑsɑ	7	t uː tː s ɑ	
Erzya		cloud	1489		kovol	2445	k o v o l	
Erzya		cold	1287		keʎme	2448	k e ʎ m e	
Ingrian		cold	1287		kylmæ	2448	k y l m æ	
Ingrian		cold	1287		kuːmɑ	2455	k uː m ɑ	
Komi-Permyak		cold	1287		kɤʥɯt	2450	k ɤ dʑ ɯ t	
Komi-Zyrian		cold	1287		kɤʥɯd	2450	k ɤ dʑ ɯ d	
Nganasan		cold	1287		ʧəɕiɕi	2453	tʃ ə ɕ i ɕ i	
Selkup		cold	1287		tɑɕɕu	2453	t ɑ ɕ ɕ u	
Udmurt		cold	1287		keʑɯt	2450	k e ʑ ɯ t	
Erzya		count	1420		lovoms	8	l o v o m s	
Ingrian		count	1420		lɑskiɑ	2462	l ɑ s k i ɑ	
Komi-Permyak		count	1420		lɯdʲdʲɯnɯ	2463	l ɯ dʲ dʲ ɯ n ɯ	
Komi-Zyrian		count	1420		lɯdʲdʲɯnɯ	2463	l ɯ dʲ dʲ ɯ n ɯ	
Nganasan		count	1420		tuəbtusɑ	2464	t u ə b t u s ɑ	
Selkup		count	1420		toːr	9	t oː r	
Udmurt		count	1420		lɯʥʥɯnɯ	2463	l ɯ dʑ dʑ ɯ n ɯ	
Ingrian		dig	1418		kɑivɑː	2479	k ɑ i v ɑː	
Nganasan		dig	1418		ɕirkədʲi	2490	ɕ i r k ə dʲ i	
Udmurt		dig	1418		kopɑnɯ	2484	k o p ɑ n ɯ	
Erzya		dig	1418		ʧuvoms	10	tʃ u v o m s	
Erzya		dig	1418		ʧupoɲems	10	tʃ u p o ɲ e m s	
Komi-Permyak		dig	1418		gɑrjɯnɯ	2489	ɡ ɑ r j ɯ n ɯ	
Komi-Zyrian		dig	1418		godnɯ	2483	ɡ o d n ɯ	
Selkup		dig	1418		tilə	2488	t i l ə	
Udmurt		dig	1418		gudɯnɯ	2483	ɡ u d ɯ n ɯ	
Komi-Permyak		dirty	1230		ɲɑtʲɤɕ	2498	ɲ ɑ tʲ ɤ ɕ	
Erzya		dirty	1230		kɑrgoʨ	2494	k ɑ r ɡ o tɕ	
Erzya		dirty	1230		rudɑzov	2495	r u d ɑ z o v	
Ingrian		dirty	1230		reug̊ɑz	2491	r e u ɡ̥ ɑ z	
Ingrian		dirty	1230		mustɑ	2493	m u s t ɑ	
Komi-Zyrian		dirty	1230		ɕɤd	2497	ɕ ɤ d	
Komi-Zyrian		dirty	1230		ɲɑtʲ	2498	ɲ ɑ tʲ	
Nganasan		dirty	1230		ɲegɯku	2504	ɲ e ɡ ɯ k u	
Selkup		dirty	1230		ʧɑm	2501	tʃ ɑ m	
Udmurt		dirty	1230		kɯrɕ	2492	k ɯ r ɕ	
Udmurt		dirty	1230		ɕɤd	2497	ɕ ɤ d	
