language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
Alak	alk	I, me	1		ʔal	9	ʔ a l	7al
Bahnar-Golar	bdq	I, me	1		ʔiɲ	1	ʔ i ɲ	7i5
Bahnar-Kontum	bdq	I, me	1		ʔiɲ	1	ʔ i ɲ	7i5
Bahnar-Pleiku	bdq	I, me	1		ʔiɲ	1	ʔ i ɲ	7i5
Brao	brb	I, me	1		ʔaj	10	ʔ a j	7ay
Cua	cua	I, me	1		go	11	g o	go
Halang	hal	I, me	1		ʔau	10	ʔ au	7au
Jeh	jeh	I, me	1		ʔaw	10	ʔ a w	7aw
Jru-Laven	lbo	I, me	1		ʔaːj	10	ʔ aː j	7ay
Mnong-Rölöm	mng	I, me	1		ʔaɲ	1	ʔ a ɲ	7a5
Nyaheun	nev	I, me	1		ʔaː	10	ʔ aː	7a
Rengao	ren	I, me	1		ʔaw	10	ʔ a w	7aw
Sedang	sed	I, me	1		ʔaw	10	ʔ a w	7aw
Sre	kpm	I, me	1		ʔaɲ	1	ʔ a ɲ	7a5
Stieng	sti	I, me	1		hej	12	h e j	hey
Bru-Talan	oog	I, me	1		kɨː	2	k ɨː	k3
Bru-Ubon	bru	I, me	1		kɤw	2	k ɤ w	kow
In	irr	I, me	1		kɨː	2	k ɨː	k3
Katang	kgd	I, me	1		kaw	2	k a w	kaw
Katu-AnDiem	ktv	I, me	1		kuː	2	k uː	ku
Kui(Sriwises1978)	kdt	I, me	1		kaw	2	k a w	kaw
Kui(Sriwises1978)	kdt	I, me	1		haj	12	h a j	hay
Kui(Huffman1979)	kdt	I, me	1		kʌw	2	k ʌ w	kow
Mankong	sss	I, me	1		kɨ̤ʔ	2	k ɨ̤ ʔ	k37
Nge'	ngt	I, me	1		kəw	2	k ə w	k3w
Pacoh	pac	I, me	1		kɯː	2	k ɯː	ku
So-Khammouane	sss	I, me	1		ŋko̤aʔ	2	ŋ k o̤a ʔ	Nkoa7
So-SakonNakhon	sss	I, me	1		ŋkɑ̤ʔ	2	ŋ k ɑ̤ ʔ	Nka7
So-SakonNakhon	sss	I, me	1		hiʔ	12	h i ʔ	hi7
Souei-Saravan	kdt	I, me	1		kɨː	2	k ɨː	k3
TaOi	tto	I, me	1		kɨː	2	k ɨː	k3
Pnar	pbv	I, me	1		ʔɔ	3	ʔ ɔ	7o
Khmer-Surin	kxm	I, me	1		ʔaɲ	1	ʔ a ɲ	7a5
Khmer-Standard	khm	I, me	1		kʰɲum	4	kʰ ɲ u m	kh~5um
Idu	tyh	I, me	1		naʔɛ̰̂ːŋ	5	n a ʔ ɛ̰̂ː ŋ	na7EN
Khmu-Cuang	kjg	I, me	1		ʔoʔ	3	ʔ o ʔ	7o7
Khmu-Yuan	kjg	I, me	1		ʔòʔ	3	ʔ ò ʔ	7o7
Mal-T'in	mlf	I, me	1		ʔəɲ	1	ʔ ə ɲ	735
Bugan	bbh	I, me	1		ɔ̱³¹	3	ɔ̱	o
Mang	zng	I, me	1		ʔuː⁴	3	ʔ uː	7u
Nyahkur	cbn	I, me	1		wɛ́j	6	w ɛ́ j	wEy
Mon	mnw	I, me	1		ʔoa	6	ʔ oa	7oa
Gorum	pcj	I, me	1		miŋ	1	m i ŋ	miN
Kharia	khr	I, me	1		iŋ	1	i ŋ	iN
Santali	sat	I, me	1		ʔɤʔ	3	ʔ ɤ ʔ	7o7
Sora	srb	I, me	1		iɲ	1	i ɲ	i5
Sora	srb	I, me	1		ɲen	1	ɲ e n	5en
Car	caq	I, me	1		cin	7	c i n	Tin
Nancowri	ncb	I, me	1		ca	7	c a	Ta
Nancowri	ncb	I, me	1		cɯa	7	c ɯa	Tua
Lawa(Ratanakul)	lcp	I, me	1		ʔe	3	ʔ e	7e
ManMet	mml	I, me	1		ɔʔ⁵³	3	ɔ ʔ	o7
Palaung-Dara'ang	pce	I, me	1		Ɂo	3	Ɂ o	7o
Palaung-Kalaw	pce	I, me	1		ʔowniː	3	ʔow niː	7owni
Palaung-Namhsan	pce	I, me	1		ʔɔ	3	ʔ ɔ	7o
Riang-Sak	ril	I, me	1		ʔoʔ¹	3	ʔ o ʔ	7o7
Wa-Praok	prk	I, me	1		aə	3	aə	a3
Karii	pkt	I, me	1		tɛːʔ	8	t ɛː ʔ	tE7
Ruc	scb	I, me	1		ho	8	h o	ho
Alak	alk	belly/stomach	12		klaːk	235	k l aː k	klak
Bahnar-Golar	bdq	belly/stomach	12		klaːk	235	k l aː k	klak
Bahnar-Kontum	bdq	belly/stomach	12		klaːk	235	k l aː k	klak
Bahnar-Pleiku	bdq	belly/stomach	12		klaːk	235	k l aː k	klak
Brao	brb	belly/stomach	12		pədiw	236	p ə d i w	p3diw
Cua	cua	belly/stomach	12		bʌŋ	237	b ʌ ŋ	boN
Halang	hal	belly/stomach	12		bətuk	215	b ə t u k	b3tuk
Jeh	jeh	belly/stomach	12		pədo̤k	215	p ə d o̤ k	p3dok
Jeh	jeh	belly/stomach	12		klaːk	235	k l aː k	klak
Jru-Laven	lbo	belly/stomach	12		klaːk	235	k l aː k	klak
Mnong-Rölöm	mng	belly/stomach	12		kʰuŋ	217	kʰ u ŋ	kh~uN
Mnong-Rölöm	mng	belly/stomach	12		ndɨːl	236	n d ɨː l	nd3l
Nyaheun	nev	belly/stomach	12		klaːk	235	k l aː k	klak
Rengao	ren	belly/stomach	12		pədṳk	215	p ə d ṳ k	p3dk
Sedang	sed	belly/stomach	12		kleə	235	k l eə	kle3
Sre	kpm	belly/stomach	12		kəndul	236	k ə n d u l	k3ndul
Stieng	sti	belly/stomach	12		kəndɨl	236	k ə n d ɨ l	k3nd3l
Bru-Talan	oog	belly/stomach	12		pəːm	219	p əː m	p3m
Bru-Talan	oog	belly/stomach	12		krəpuŋʔoˀoʔ	220	krəpuŋ ʔoˀoʔ	kr3puN7oo7
Bru-Ubon	bru	belly/stomach	12		pṳŋ	218	p ṳ ŋ	pN
In	irr	belly/stomach	12		pʰuŋ	218	pʰ u ŋ	ph~uN
Katang	kgd	belly/stomach	12		puŋ	218	p u ŋ	puN
Katang	kgd	belly/stomach	12		ʔoːʔ	220	ʔ oː ʔ	7o7
Katu-AnDiem	ktv	belly/stomach	12		paluŋ	221	p a l u ŋ	paluN
Kui(Sriwises1978)	kdt	belly/stomach	12		pʰùŋ	218	pʰ u ŋ	ph~uN
Kui(Huffman1979)	kdt	belly/stomach	12		pṳŋ	218	p ṳ ŋ	pN
Mankong	sss	belly/stomach	12		pṳŋ	218	p ṳ ŋ	pN
Nge'	ngt	belly/stomach	12		roːc	222	r oː c	roT
Pacoh	pac	belly/stomach	12		pallúng	221	p a ll ú n g	pallung
So-Khammouane	sss	belly/stomach	12		pṳŋ	218	p ṳ ŋ	pN
So-SakonNakhon	sss	belly/stomach	12		mpuŋ	218	m p u ŋ	mpuN
So-SakonNakhon	sss	belly/stomach	12		ntea̤	223	n t ea̤	ntea
Souei-Saravan	kdt	belly/stomach	12		pʽuŋkənuŋ	218	pʽuŋ kənuŋ	puNk3nuN
TaOi	tto	belly/stomach	12		mpuŋʔoːʔ	218	mpuŋ ʔoːʔ	mpuN7o7
Khasi	khi	belly/stomach	12		kpɔʔ	224	k p ɔ ʔ	kpo7
Pnar	pbv	belly/stomach	12		kpɔʔ	224	k p ɔ ʔ	kpo7
War-Lamin	aml	belly/stomach	12		pɔʔ	224	p ɔ ʔ	po7
Khmer-Surin	kxm	belly/stomach	12		puah	225	p ua h	puah
Khmer-Standard	khm	belly/stomach	12		puŋ	218	p u ŋ	puN
Idu	tyh	belly/stomach	12		pûm	226	p u m	pm
Khmu-Cuang	kjg	belly/stomach	12		luːj	227	l uː j	luy
Khmu-Yuan	kjg	belly/stomach	12		ktúh	228	k t ú h	ktuh
Mal-T'in	mlf	belly/stomach	12		mpʰul	229	m pʰ u l	mph~ul
Mang	zng	belly/stomach	12		ɗøː⁶	236	ɗ øː	Te
Mon	mnw	belly/stomach	12		pɜ̀ŋ	218	p ɜ̀ ŋ	p3N
Nyahkur	cbn	belly/stomach	12		pʰùŋ	218	pʰ u ŋ	ph~uN
Kharia	khr	belly/stomach	12		laiʔɟ	230	l ai ʔ ɟ	lai7C
Santali	sat	belly/stomach	12		lac˺	230	l a c˺	laT
Sora	srb	belly/stomach	12		puŋ	218	p u ŋ	puN
Sora	srb	belly/stomach	12		kəmpúŋ	218	k ə m p ú ŋ	k3mpuN
Car	caq	belly/stomach	12		ʔac	214	ʔ a c	7aT
Nancowri	ncb	belly/stomach	12		wíaŋ	231	w ía ŋ	wiaN
Lawa(Ratanakul)	lcp	belly/stomach	12		viək	232	v iə k	vi3k
ManMet	mml	belly/stomach	12		tɤn¹³	216	t ɤ n	ton
Palaung-Dara'ang	pce	belly/stomach	12		văc	233	v ă c	vT
Palaung-Kalaw	pce	belly/stomach	12		vat	233	v a t	vat
Palaung-Namhsan	pce	belly/stomach	12		wɛʔ	233	w ɛ ʔ	wE7
Riang-Sak	ril	belly/stomach	12		kiŋ¹kɤm¹	234	kiŋ¹ kɤm¹	kiNkom
Wa-Praok	prk	belly/stomach	12		tṳ	236	t ṳ	t
Karii	pkt	belly/stomach	12		kudɨ̀l	236	k u d ɨ̀ l	kud3l
Ruc	scb	belly/stomach	12		kudəl¹	236	k u d ə l	kud3l
Vietnamese	vie	belly/stomach	12		bụng	218	b u n g	bng
Alak	alk	bitter	14		ʔjaŋ	249	ʔ j a ŋ	7yaN
Bahnar-Golar	bdq	bitter	14		taŋ	250	t a ŋ	taN
Bahnar-Kontum	bdq	bitter	14		taŋ	250	t a ŋ	taN
Bahnar-Pleiku	bdq	bitter	14		taŋ	250	t a ŋ	taN
Bahnar-Pleiku	bdq	bitter	14		haːr	251	h aː r	har
Brao	brb	bitter	14		daŋ	250	d a ŋ	daN
Cua	cua	bitter	14		ʔwalʔwal	252	ʔ w a l ʔ w a l	7wal7wal
Halang	hal	bitter	14		ʔɲaŋ	249	ʔ ɲ a ŋ	75aN
Jeh	jeh	bitter	14		ʔɲaŋ	249	ʔ ɲ a ŋ	75aN
Jru-Laven	lbo	bitter	14		ʔtaŋ	250	ʔ t a ŋ	7taN
Mnong-Rölöm	mng	bitter	14		taŋ	250	t a ŋ	taN
Nyaheun	nev	bitter	14		daŋ	250	d a ŋ	daN
Rengao	ren	bitter	14		ʦaŋ	250	ʦ a ŋ	caN
Sedang	sed	bitter	14		sa̰ŋ	250	s a̰ ŋ	saN
Sre	kpm	bitter	14		bətaŋ	250	b ə t a ŋ	b3taN
Stieng	sti	bitter	14		taŋ	250	t a ŋ	taN
Bru-Talan	oog	bitter	14		taŋʔ	250	t a ŋ ʔ	taN7
Bru-Ubon	bru	bitter	14		ntaŋ	250	n t a ŋ	ntaN
In	irr	bitter	14		taŋˀ	250	t a ŋˀ	taN
Katang	kgd	bitter	14		ntaŋ	250	n t a ŋ	ntaN
Katu-AnDiem	ktv	bitter	14		taŋ	250	t a ŋ	taN
Kui(Sriwises1978)	kdt	bitter	14		taŋ	250	t a ŋ	taN
Kui(Huffman1979)	kdt	bitter	14		taŋ	250	t a ŋ	taN
Mankong	sss	bitter	14		ntaŋ	250	n t a ŋ	ntaN
Nge'	ngt	bitter	14		taŋ	250	t a ŋ	taN
Pacoh	pac	bitter	14		ʔataŋ	250	ʔ a t a ŋ	7ataN
