language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
Alak	alk	ashes	6		pʻuːh	99	pʻ uː h	puh
Bahnar-Golar	bdq	ashes	6		tənuh	106	t ə n u h	t3nuh
Bahnar-Kontum	bdq	ashes	6		tənuh	106	t ə n u h	t3nuh
Bahnar-Pleiku	bdq	ashes	6		tənuhʔuɲ	106	tənuh ʔuɲ	t3nuh7u5
Brao	brb	ashes	6		krəʔɨh	111	k r ə ʔ ɨ h	kr373h
Jru-Laven	lbo	ashes	6		bruk	112	b r u k	bruk
Mnong-Rölöm	mng	ashes	6		doʔbuh	99	doʔ buh	do7buh
Nyaheun	nev	ashes	6		bruk	112	b r u k	bruk
Rengao	ren	ashes	6		blɔː	113	b l ɔː	blo
Sedang	sed	ashes	6		cɔj	115	c ɔ j	Toy
Sre	kpm	ashes	6		buːh	99	b uː h	buh
Stieng	sti	ashes	6		buh	99	b u h	buh
Bru-Ubon	bru	ashes	6		bɔh	99	b ɔ h	boh
In	irr	ashes	6		bɔ̰ːh	99	b ɔ̰ː h	boh
Katang	kgd	ashes	6		ʔabɔh	99	ʔ a b ɔ h	7aboh
Katu-AnDiem	ktv	ashes	6		ɓlɔː	113	ɓ l ɔː	plo
Kui(Sriwises1978)	kdt	ashes	6		pʰɑʔ	114	pʰ ɑ ʔ	ph~a7
Kui(Huffman1979)	kdt	ashes	6		pʰɑʔ	114	pʰ ɑ ʔ	ph~a7
Mankong	sss	ashes	6		bɑh	99	b ɑ h	bah
Nge'	ngt	ashes	6		bɔh	99	b ɔ h	boh
Pacoh	pac	ashes	6		ʔabɔh	99	ʔ a b ɔ h	7aboh
So-Khammouane	sss	ashes	6		bɑh	99	b ɑ h	bah
So-SakonNakhon	sss	ashes	6		bɑh	99	b ɑ h	bah
Souei-Saravan	kdt	ashes	6		ʔabɔh	99	ʔ a b ɔ h	7aboh
TaOi	tto	ashes	6		bɔːh	99	b ɔː h	boh
Khasi	khi	ashes	6		dpɛj	93	d p ɛ j	dpEy
Pnar	pbv	ashes	6		tpaːi	93	t p aːi	tpai
War-Lamin	aml	ashes	6		pusiaʔ	94	p u s ia ʔ	pusia7
Khmer-Surin	kxm	ashes	6		pʰɛh	99	pʰ ɛ h	ph~Eh
Khmer-Standard	khm	ashes	6		pʰəːh	99	pʰ əː h	ph~3h
Idu	tyh	ashes	6		bɔ̰̂ː	99	b ɔ̰̂ː	bo
Khmu-Cuang	kjg	ashes	6		bɔh	99	b ɔ h	boh
Khmu-Yuan	kjg	ashes	6		pɔ̀h	99	p ɔ̀ h	poh
Mal-T'in	mlf	ashes	6		puah	99	p ua h	puah
Mang	zng	ashes	6		paː¹ʑɨə³	95	p aː ʑ ɨə	paZ33
Mon	mnw	ashes	6		pətɑɲ	96	p ə t ɑ ɲ	p3ta5
Nyahkur	cbn	ashes	6		pətíɲ	96	p ə t í ɲ	p3ti5
Gorum	pcj	ashes	6		buɖi	97	b u ɖ i	budi
Kharia	khr	ashes	6		kʰarom	98	kʰ a r o m	kh~arom
Santali	sat	ashes	6		toroc˺	100	t o r o c˺	toroT
Sora	srb	ashes	6		komab	101	k o m a b	komab
Car	caq	ashes	6		tisum	102	t i s u m	tisum
Nancowri	ncb	ashes	6		benhoava	103	b e n h oa v a	benhoava
Lawa(Ratanakul)	lcp	ashes	6		ɲoʔ	104	ɲ o ʔ	5o7
ManMet	mml	ashes	6		pui³¹	110	p ui	pui
Palaung-Dara'ang	pce	ashes	6		brɔŋɔ	105	b r ɔ ŋ ɔ	broNo
Palaung-Kalaw	pce	ashes	6		kafaːk	107	ka faːk	kafak
Palaung-Namhsan	pce	ashes	6		kəfaŋ	107	k ə f a ŋ	k3faN
Wa-Praok	prk	ashes	6		ɲa̤ɔʔ	104	ɲ a̤ɔ ʔ	5ao7
Karii	pkt	ashes	6		bùːɲ	108	b uː ɲ	bu5
Ruc	scb	ashes	6		tapɛːh	109	t a p ɛː h	tapEh
Vietnamese	vie	ashes	6		mun	108	m u n	mun
Alak	alk	bow, crossbow	20		taːr	332	t aː r	tar
Alak	alk	bow, crossbow	20		ʔaːk	336	ʔ aː k	7ak
Bahnar-Golar	bdq	bow, crossbow	20		hraʔ	337	h r a ʔ	hra7
Bahnar-Kontum	bdq	bow, crossbow	20		hără	337	h ă r ă	hr
Bahnar-Pleiku	bdq	bow, crossbow	20		hraʔ	337	h r a ʔ	hra7
Brao	brb	bow, crossbow	20		bruax	338	b r ua x	bruax
Brao	brb	bow, crossbow	20		cʰraːw	339	cʰ r aː w	Th~raw
Cua	cua	bow, crossbow	20		paneŋ	340	p a n e ŋ	paneN
Halang	hal	bow, crossbow	20		mənɛŋ	340	m ə n ɛ ŋ	m3nEN
Jeh	jeh	bow, crossbow	20		mənɛŋ	340	m ə n ɛ ŋ	m3nEN
Jru-Laven	lbo	bow, crossbow	20		hnaː	341	h n aː	hna
Mnong-Rölöm	mng	bow, crossbow	20		naː	341	n aː	na
Nyaheun	nev	bow, crossbow	20		ɲ̊raː	341	ɲ̊ r aː	5ra
Rengao	ren	bow, crossbow	20		mənɛŋ	340	m ə n ɛ ŋ	m3nEN
Sedang	sed	bow, crossbow	20		mənɛ̰ŋ	340	m ə n ɛ̰ ŋ	m3nEN
Sre	kpm	bow, crossbow	20		səna	341	s ə n a	s3na
Stieng	sti	bow, crossbow	20		sənaː	341	s ə n aː	s3na
Bru-Talan	oog	bow, crossbow	20		thənuːpɛːɲ	325	thənuː pɛːɲ	th3nupE5
Bru-Ubon	bru	bow, crossbow	20		sənaː	341	s ə n aː	s3na
In	irr	bow, crossbow	20		tʰənuː	325	tʰ ə n uː	th~3nu
In	irr	bow, crossbow	20		təmiŋˀ	324	t ə m i ŋˀ	t3miN
Katang	kgd	bow, crossbow	20		hənaː	341	h ə n aː	h3na
Katu-AnDiem	ktv	bow, crossbow	20		panaɲ	340	p a n a ɲ	pana5
Kui(Sriwises1978)	kdt	bow, crossbow	20		snaː	341	s n aː	sna
Kui(Huffman1979)	kdt	bow, crossbow	20		tənṳː	325	t ə n ṳː	t3n
