language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
Alak	alk	I, me	1		ʔal	9	ʔ a l	7al
Bahnar-Golar	bdq	I, me	1		ʔiɲ	1	ʔ i ɲ	7i5
Bahnar-Kontum	bdq	I, me	1		ʔiɲ	1	ʔ i ɲ	7i5
Bahnar-Pleiku	bdq	I, me	1		ʔiɲ	1	ʔ i ɲ	7i5
Brao	brb	I, me	1		ʔaj	10	ʔ a j	7ay
Cua	cua	I, me	1		go	11	g o	go
Halang	hal	I, me	1		ʔau	10	ʔ au	7au
Jeh	jeh	I, me	1		ʔaw	10	ʔ a w	7aw
Jru-Laven	lbo	I, me	1		ʔaːj	10	ʔ aː j	7ay
Mnong-Rölöm	mng	I, me	1		ʔaɲ	1	ʔ a ɲ	7a5
Nyaheun	nev	I, me	1		ʔaː	10	ʔ aː	7a
Rengao	ren	I, me	1		ʔaw	10	ʔ a w	7aw
Sedang	sed	I, me	1		ʔaw	10	ʔ a w	7aw
Sre	kpm	I, me	1		ʔaɲ	1	ʔ a ɲ	7a5
Stieng	sti	I, me	1		hej	12	h e j	hey
Bru-Talan	oog	I, me	1		kɨː	2	k ɨː	k3
Bru-Ubon	bru	I, me	1		kɤw	2	k ɤ w	kow
In	irr	I, me	1		kɨː	2	k ɨː	k3
Katang	kgd	I, me	1		kaw	2	k a w	kaw
Katu-AnDiem	ktv	I, me	1		kuː	2	k uː	ku
Kui(Sriwises1978)	kdt	I, me	1		kaw	2	k a w	kaw
Kui(Sriwises1978)	kdt	I, me	1		haj	12	h a j	hay
Kui(Huffman1979)	kdt	I, me	1		kʌw	2	k ʌ w	kow
Mankong	sss	I, me	1		kɨ̤ʔ	2	k ɨ̤ ʔ	k37
Nge'	ngt	I, me	1		kəw	2	k ə w	k3w
Pacoh	pac	I, me	1		kɯː	2	k ɯː	ku
So-Khammouane	sss	I, me	1		ŋko̤aʔ	2	ŋ k o̤a ʔ	Nkoa7
So-SakonNakhon	sss	I, me	1		ŋkɑ̤ʔ	2	ŋ k ɑ̤ ʔ	Nka7
So-SakonNakhon	sss	I, me	1		hiʔ	12	h i ʔ	hi7
Souei-Saravan	kdt	I, me	1		kɨː	2	k ɨː	k3
TaOi	tto	I, me	1		kɨː	2	k ɨː	k3
Pnar	pbv	I, me	1		ʔɔ	3	ʔ ɔ	7o
Khmer-Surin	kxm	I, me	1		ʔaɲ	1	ʔ a ɲ	7a5
Khmer-Standard	khm	I, me	1		kʰɲum	4	kʰ ɲ u m	kh~5um
Idu	tyh	I, me	1		naʔɛ̰̂ːŋ	5	n a ʔ ɛ̰̂ː ŋ	na7EN
Khmu-Cuang	kjg	I, me	1		ʔoʔ	3	ʔ o ʔ	7o7
Khmu-Yuan	kjg	I, me	1		ʔòʔ	3	ʔ ò ʔ	7o7
Mal-T'in	mlf	I, me	1		ʔəɲ	1	ʔ ə ɲ	735
Bugan	bbh	I, me	1		ɔ̱³¹	3	ɔ̱	o
Mang	zng	I, me	1		ʔuː⁴	3	ʔ uː	7u
Nyahkur	cbn	I, me	1		wɛ́j	6	w ɛ́ j	wEy
Mon	mnw	I, me	1		ʔoa	6	ʔ oa	7oa
Gorum	pcj	I, me	1		miŋ	1	m i ŋ	miN
Kharia	khr	I, me	1		iŋ	1	i ŋ	iN
Santali	sat	I, me	1		ʔɤʔ	3	ʔ ɤ ʔ	7o7
Sora	srb	I, me	1		iɲ	1	i ɲ	i5
Sora	srb	I, me	1		ɲen	1	ɲ e n	5en
Car	caq	I, me	1		cin	7	c i n	Tin
Nancowri	ncb	I, me	1		ca	7	c a	Ta
Nancowri	ncb	I, me	1		cɯa	7	c ɯa	Tua
Lawa(Ratanakul)	lcp	I, me	1		ʔe	3	ʔ e	7e
ManMet	mml	I, me	1		ɔʔ⁵³	3	ɔ ʔ	o7
Palaung-Dara'ang	pce	I, me	1		Ɂo	3	Ɂ o	7o
Palaung-Kalaw	pce	I, me	1		ʔowniː	3	ʔow niː	7owni
Palaung-Namhsan	pce	I, me	1		ʔɔ	3	ʔ ɔ	7o
Riang-Sak	ril	I, me	1		ʔoʔ¹	3	ʔ o ʔ	7o7
Wa-Praok	prk	I, me	1		aə	3	aə	a3
Karii	pkt	I, me	1		tɛːʔ	8	t ɛː ʔ	tE7
Ruc	scb	I, me	1		ho	8	h o	ho
Alak	alk	alive/live	3		pʻroːs	51	pʻ r oː s	pros
Bahnar-Golar	bdq	alive/live	3		hədrih	42	h ə d r i h	h3drih
Bahnar-Kontum	bdq	alive/live	3		ʔadrih	42	ʔ a d r i h	7adrih
Bahnar-Pleiku	bdq	alive/live	3		ʔadrih	42	ʔ a d r i h	7adrih
Brao	brb	alive/live	3		ɲiw	51	ɲ i w	5iw
Cua	cua	alive/live	3		rilh	42	r i l h	rilh
Halang	hal	alive/live	3		pe̤ːn	52	p e̤ː n	pen
Jeh	jeh	alive/live	3		pe̤ːn	52	p e̤ː n	pen
Jru-Laven	lbo	alive/live	3		dɛj	53	d ɛ j	dEy
Mnong-Rölöm	mng	alive/live	3		breh	42	b r e h	breh
Nyaheun	nev	alive/live	3		ɲiw	51	ɲ i w	5iw
Rengao	ren	alive/live	3		həri̤h	42	h ə r i̤ h	h3rih
Sedang	sed	alive/live	3		rɛh	42	r ɛ h	rEh
Sre	kpm	alive/live	3		ris	42	r i s	ris
Stieng	sti	alive/live	3		reh	42	r e h	reh
Bru-Talan	oog	alive/live	3		moŋʔ	54	m o ŋ ʔ	moN7
Bru-Ubon	bru	alive/live	3		nɔ̤ŋʔaːmɔ̤ŋ	54	nɔ̤ŋ ʔaːmɔ̤ŋ	noN7amoN
In	irr	alive/live	3		naŋmoŋˀ	54	naŋ moŋˀ	naNmoN
Katu-AnDiem	ktv	alive/live	3		mamoŋ	54	m a m o ŋ	mamoN
Kui(Sriwises1978)	kdt	alive/live	3		təmoŋ	54	t ə m o ŋ	t3moN
Kui(Huffman1979)	kdt	alive/live	3		təmɑŋ	54	t ə m ɑ ŋ	t3maN
Nge'	ngt	alive/live	3		moŋ	54	m o ŋ	moN
Pacoh	pac	alive/live	3		tumo̰ŋ	54	t u m o̰ ŋ	tumoN
So-Khammouane	sss	alive/live	3		ʔəːtpanʔəːt	55	ʔəːt pan ʔəːt	73tpan73t
So-SakonNakhon	sss	alive/live	3		ʔəːt	55	ʔ əː t	73t
Souei-Saravan	kdt	alive/live	3		nɔŋ	56	n ɔ ŋ	noN
TaOi	tto	alive/live	3		moŋˀ	54	m o ŋˀ	moN
Khasi	khi	alive/live	3		ʔim	37	ʔ i m	7im
Pnar	pbv	alive/live	3		ʔim	37	ʔ i m	7im
War-Lamin	aml	alive/live	3		pʔem	37	p ʔ e m	p7em
Khmer-Surin	kxm	alive/live	3		ruah	42	r ua h	ruah
Khmer-Standard	khm	alive/live	3		rʊəh	42	r ʊə h	ru3h
Idu	tyh	alive/live	3		rîəh	42	r îə h	ri3h
Khmu-Cuang	kjg	alive/live	3		blɨər	38	b l ɨə r	bl33r
Khmu-Yuan	kjg	alive/live	3		prɨal	38	p r ɨa l	pr3al
Mal-T'in	mlf	alive/live	3		jih	42	j i h	yih
Bugan	bbh	alive/live	3		kai³³	39	k ai	kai
Mang	zng	alive/live	3		miːn¹	40	m iː n	min
Nyahkur	cbn	alive/live	3		kʰəɲùŋ	41	kʰ ə ɲ u ŋ	kh~35uN
Mon	mnw	alive/live	3		càŋ	43	c à ŋ	TaN
Gorum	pcj	alive/live	3		mḛŋ	44	m ḛ ŋ	mN
Kharia	khr	alive/live	3		bɔˈrɔl	46	b ɔ ˈr ɔ l	borol
Kharia	khr	alive/live	3		ɟan	47	ɟ a n	Can
Kharia	khr	alive/live	3		kaca	45	k a c a	kaTa
Santali	sat	alive/live	3		waɲcaw	48	w a ɲ c a w	wa5Taw
Sora	srb	alive/live	3		mʔɛŋ	44	m ʔ ɛ ŋ	m7EN
Car	caq	alive/live	3		ʔãh	42	ʔ ã h	7ah
Nancowri	ncb	alive/live	3		ʔæ̃h	42	ʔ æ̃ h	7Eh
Lawa(Ratanakul)	lcp	alive/live	3		ʔaɨt	49	ʔ aɨ t	7a3t
ManMet	mml	alive/live	3		im³⁵	37	i m	im
Palaung-Dara'ang	pce	alive/live	3		Ɂim	37	Ɂ i m	7im
Palaung-Namhsan	pce	alive/live	3		ʔim	37	ʔ i m	7im
Riang-Sak	ril	alive/live	3		ʔim¹	37	ʔ i m	7im
Wa-Praok	prk	alive/live	3		ʔim	37	ʔ i m	7im
Karii	pkt	alive/live	3		clɔ̀ŋʔ	50	c l ɔ̀ ŋ ʔ	TloN7
Ruc	scb	alive/live	3		kloːŋ³	50	k l oː ŋ	kloN
Vietnamese	vie	alive/live	3		sống	50	s o n g	sng
Alak	alk	arrow	5		plaː	80	p l aː	pla
Bahnar-Golar	bdq	arrow	5		mrɔm	86	m r ɔ m	mrom
Bahnar-Kontum	bdq	arrow	5		mrɔm	86	m r ɔ m	mrom
Bahnar-Pleiku	bdq	arrow	5		ɓrəm	86	ɓ r ə m	pr3m
Brao	brb	arrow	5		draŋ	87	d r a ŋ	draN
Cua	cua	arrow	5		rʌŋ	87	r ʌ ŋ	roN
Cua	cua	arrow	5		nɔːk	90	n ɔː k	nok
Halang	hal	arrow	5		sɔar	91	s ɔa r	soar
Jeh	jeh	arrow	5		plaː	80	p l aː	pla
Jru-Laven	lbo	arrow	5		tɔŋ	92	t ɔ ŋ	toN
Mnong-Rölöm	mng	arrow	5		kamtlak	89	kam tlak	kamtlak
Nyaheun	nev	arrow	5		tɔːŋ	92	t ɔː ŋ	toN
Rengao	ren	arrow	5		raŋ	87	r a ŋ	raN
Sedang	sed	arrow	5		ra̰ŋ	87	r a̰ ŋ	raN
Sre	kpm	arrow	5		kam	89	k a m	kam
Bru-Talan	oog	arrow	5		craˀah	88	c r aˀa h	Traah
Bru-Ubon	bru	arrow	5		kam	89	k a m	kam
In	irr	arrow	5		həra̰ːh	88	h ə r a̰ː h	h3rah
Katang	kgd	arrow	5		kam	89	k a m	kam
Katu-AnDiem	ktv	arrow	5		carah	88	c a r a h	Tarah
Kui(Sriwises1978)	kdt	arrow	5		kam	89	k a m	kam
Nge'	ngt	arrow	5		ncarah	88	n c a r a h	nTarah
Pacoh	pac	arrow	5		tarah	88	t a r a h	tarah
So-Khammouane	sss	arrow	5		kɑːntʰnṳː	73	kɑːn tʰnṳː	kanth~n
So-SakonNakhon	sss	arrow	5		ʔaloaːŋpɛŋ	74	ʔaloaːŋ pɛŋ	7aloaNpEN
TaOi	tto	arrow	5		sraːh	88	s r aː h	srah
Khasi	khi	arrow	5		kʰnam	89	kʰ n a m	kh~nam
Pnar	pbv	arrow	5		kʰnam	89	kʰ n a m	kh~nam
War-Lamin	aml	arrow	5		ham	89	h a m	ham
Khmer-Surin	kxm	arrow	5		prʊːɲ	75	p r ʊː ɲ	pru5
Khmer-Standard	khm	arrow	5		pruəɲ	75	p r uə ɲ	pru35
Khmu-Cuang	kjg	arrow	5		kam	89	k a m	kam
Khmu-Yuan	kjg	arrow	5		kám	89	k á m	kam
Mal-T'in	mlf	arrow	5		kʰam	89	kʰ a m	kh~am
Mal-T'in	mlf	arrow	5		kóŋ	76	k ó ŋ	koN
Bugan	bbh	arrow	5		sa¹³	77	s a	sa
