language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
Tasha_Tujia		cloud	1489	1489	me²⁴+la⁵⁵+ɔŋ²¹	19	m e ²⁴ l a ⁵⁵ ɔ ŋ ²¹	
Dianfang_Tujia		cloud	1489	1489	mɨe³⁵+la⁵⁵+ɣũ²¹	19	m ɨ e ³⁵ l a ⁵⁵ ɣ ũ ∼ ²¹	
Tasha_Tujia		eat	1336	1336	ka²⁴	32	k a ²⁴	
Duogu_Tujia		eat	1336	1336	ka²⁴	32	k a ²⁴	
Dianfang_Tujia		eat	1336	1336	ka³⁵	32	k a ³⁵	
Boluo_Tujia		eat	1336	1336	ɣɨe¹³	33	ɣ ɨ e ¹³	
Tanxi_Tujia		eat	1336	1336	ɣɨe³⁵	33	ɣ ɨ e ³⁵	
Tasha_Tujia		leaf	628	628	ɣɤ⁵⁵+tʰa⁵⁵	67	ɣ ɤ ⁵⁵ tʰ a ⁵⁵	
Duogu_Tujia		leaf	628	628	ɣɨe⁵³+tʰa⁵³	67	ɣ ɨ e ⁵³ tʰ a ⁵³	
Dianfang_Tujia		leaf	628	628	ɣɨe⁵⁵+tʰa⁵⁵	67	ɣ ɨ e ⁵⁵ tʰ a ⁵⁵	
Boluo_Tujia		leaf	628	628	a³³+ɣɨe³³	68	a ³³ ɣ ɨ e ³³	
Tanxi_Tujia		leaf	628	628	ʔa²¹+ɣɨe²¹	68	ʔ a ²¹ ɣ ɨ e ²¹	
Tasha_Tujia		louse	1392	1392	si⁵⁵+si⁵⁵	74	s i ⁵⁵ s i ⁵⁵	
Duogu_Tujia		louse	1392	1392	si⁵³+si⁴⁴	74	s i ⁵³ s i ⁴⁴	
Dianfang_Tujia		louse	1392	1392	si⁵⁵+si⁵⁵	74	s i ⁵⁵ s i ⁵⁵	
Boluo_Tujia		louse	1392	1392	a²¹+si⁵³+lũ³³	74	a ²¹ s i ⁵³ l ũ ∼ ³³	
Tanxi_Tujia		louse	1392	1392	ʔa²¹+si⁵⁵	74	ʔ a ²¹ s i ⁵⁵	
Tasha_Tujia		person	683	683	lu̯ɔ²¹	96	l w ɔ ²¹	
Dianfang_Tujia		person	683	683	no⁵⁵	96	n o ⁵⁵	
Tanxi_Tujia		person	683	683	nia³³	96	n i a ³³	
Tasha_Tujia		round	1395	1395	pɔ²¹+lu̯ɔ⁵⁵+lu̯ɔ⁵⁵	102	p ɔ ²¹ l w ɔ ⁵⁵ l w ɔ ⁵⁵	
Duogu_Tujia		round	1395	1395	tʰuã²¹+kʰo⁵³+li⁴⁴	103	tʰ u ã ∼ ²¹ kʰ o ⁵³ l i ⁴⁴	
Dianfang_Tujia		round	1395	1395	kʰu²¹+lo⁵⁵+lo²¹	102	kʰ u ²¹ l o ⁵⁵ l o ²¹	
Boluo_Tujia		round	1395	1395	duæ̃³³	103	d u æ̃ ∼ ³³	
Tanxi_Tujia		round	1395	1395	duã³³	103	d u ã ∼ ³³	
Tasha_Tujia		short	1645	1645	ʦɔŋ²¹	159	ts ɔ ŋ ²¹	
Duogu_Tujia		short	1645	1645	ʦũ⁵³	159	ts ũ ∼ ⁵³	
Dianfang_Tujia		short	1645	1645	ʦũ⁵⁵	159	ts ũ ∼ ⁵⁵	
Boluo_Tujia		short	1645	1645	ʣoʉ¹³	159	dz o ʉ ¹³	
Tanxi_Tujia		short	1645	1645	ʣʉ¹³	159	dz ʉ ¹³	
Tasha_Tujia		tree	906	906	kʰa²¹+mɔŋ²¹	135	kʰ a ²¹ m ɔ ŋ ²¹	
Duogu_Tujia		tree	906	906	kʰa²¹+mũ²¹	135	kʰ a ²¹ m ũ ∼ ²¹	
Dianfang_Tujia		tree	906	906	kʰa²¹+mũ²¹	135	kʰ a ²¹ m ũ ∼ ²¹	
Boluo_Tujia		tree	906	906	kʰo¹³+mũ²¹	135	kʰ o ¹³ m ũ ∼ ²¹	
Tanxi_Tujia		tree	906	906	kʰo³⁵	135	kʰ o ³⁵	
Tasha_Tujia		warm	1232	1232	ki²¹	139	k i ²¹	
Duogu_Tujia		warm	1232	1232	kɨ²¹	139	k ɨ ²¹	
Dianfang_Tujia		warm	1232	1232	kɨ²¹	139	k ɨ ²¹	
Boluo_Tujia		warm	1232	1232	si²¹+to²¹	140	s i ²¹ t o ²¹	
Tanxi_Tujia		warm	1232	1232	si²¹+to¹³	140	s i ²¹ t o ¹³	
Tasha_Tujia		water	948	948	ʨʰɤ²¹	141	tɕʰ ɤ ²¹	
Duogu_Tujia		water	948	948	ʦʰe²¹	141	tsʰ e ²¹	
Dianfang_Tujia		water	948	948	ʦʰe²¹	141	tsʰ e ²¹	
Boluo_Tujia		water	948	948	ʦʰe¹³	141	tsʰ e ¹³	
Tanxi_Tujia		water	948	948	ʦʰe³⁵	141	tsʰ e ³⁵	
Tasha_Tujia		we	1212	1212	aŋ²⁴	142	a ŋ ²⁴ n i ⁵⁵	
Duogu_Tujia		we	1212	1212	ŋa²⁴+ni⁴⁴	142	ŋ a ²⁴ n i ⁴⁴	
Dianfang_Tujia		we	1212	1212	ŋa³⁵+ni³⁵	142	ŋ a ³⁵ n i ³⁵	
Boluo_Tujia		we	1212	1212	a³³+ni³³	142	a ³³ n i ³³	
Tanxi_Tujia		we	1212	1212	ʔa²¹+ni³³	142	ʔ a ²¹ n i ³³	
Tasha_Tujia		wind	960	960	zɤ²⁴	163	z ɤ ²⁴	
Duogu_Tujia		wind	960	960	ze²⁴+su⁵³	163	z e ²⁴ s u ⁵³	
Dianfang_Tujia		wind	960	960	ze³⁵+su⁵⁵	163	z e ³⁵ s u ⁵⁵	
Boluo_Tujia		wind	960	960	ze²¹+ŋej⁴⁵	163	z e ²¹ ŋ e j ⁴⁵	
Tanxi_Tujia		wind	960	960	ze²¹+ŋɨ²¹	163	z e ²¹ ŋ ɨ ²¹	
Tasha_Tujia		worm	1219	1219	kʰu̯aj⁵⁵+ʨʰi⁵⁵+la⁵⁵	164	kʰ w a j ⁵⁵ tɕʰ i ⁵⁵ l a ⁵⁵	
Duogu_Tujia		worm	1219	1219	kʰuaj²⁴+ʨʰi²¹+la²¹	164	kʰ u a j ²⁴ tɕʰ i ²¹ l a ²¹	
Dianfang_Tujia		worm	1219	1219	kʰuaj³⁵+ʨʰi⁵⁵+la⁵⁵	164	kʰ u a j ³⁵ tɕʰ i ⁵⁵ l a ⁵⁵	
Boluo_Tujia		worm	1219	1219	ka⁵³+doʉ¹³+se²¹	165	k a ⁵³ d o ʉ ¹³ s e ²¹	
Tanxi_Tujia		worm	1219	1219	ka²¹+dʉ³⁵+se²¹	165	k a ²¹ d ʉ ³⁵ s e ²¹	
Tasha_Tujia		yellow	1424	1424	wan²¹+ka⁵⁵+la⁵⁵	150	w a n ²¹ k a ⁵⁵ l a ⁵⁵	
Duogu_Tujia		yellow	1424	1424	uã²¹+ka⁵³+lie⁴⁴	150	u ã ∼ ²¹ k a ⁵³ l i e ⁴⁴	
Dianfang_Tujia		yellow	1424	1424	wã²¹+ka⁵⁵+la⁵⁵	150	w ã ∼ ²¹ k a ⁵⁵ l a ⁵⁵	
Boluo_Tujia		yellow	1424	1424	xoʉ³³	151	x o ʉ ³³	
Tanxi_Tujia		yellow	1424	1424	ħʉ³³	151	ħ ʉ ³³	
