language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
Erzya		black	163		rɑuʒo	2405	r ɑ u ʒ o	
Ingrian		black	163		mustɑ	2404	m u s t ɑ	
Komi-Permyak		black	163		ɕɤd	2407	ɕ ɤ d	
Komi-Zyrian		black	163		ɕɤd	2407	ɕ ɤ d	
Nganasan		black	163		tusɑjkɑʔɑ	2410	t u s ɑ j k ɑ ʔ ɑ	
Selkup		black	163		sæːqə	2409	s æː q ə	
Udmurt		black	163		ɕɤd	2407	ɕ ɤ d	
Erzya		cloud	1489		peʎ	2444	p e ʎ	
Ingrian		cloud	1489		pilvi	2444	p i l v i	
Komi-Permyak		cloud	1489		kɯmɤr	2445	k ɯ m ɤ r	
Komi-Zyrian		cloud	1489		kɯmɤr	2445	k ɯ m ɤ r	
Nganasan		cloud	1489		ʧiəðu	7	tʃ i ə ð u	
Selkup		cloud	1489		tiːttə	7	t iː t t ə	
Udmurt		cloud	1489		piʎem	2444	p i ʎ e m	
Ingrian		cloud	1489		tuːtˑsɑ	7	t uː tː s ɑ	
Erzya		cloud	1489		kovol	2445	k o v o l	
Erzya		five	493		vetʲe	2615	v e tʲ e	
Ingrian		five	493		viːz	2615	v iː z	
Komi-Permyak		five	493		vit	2615	v i t	
Komi-Zyrian		five	493		vit	2615	v i t	
Nganasan		five	493		səŋhəʎɑŋkə	2616	s ə ŋ h ə ʎ ɑ ŋ k ə	
Selkup		five	493		sompəlɑŋqə	2616	s o m p ə l ɑ ŋ q ə	
Udmurt		five	493		vitʲ	2615	v i tʲ	
Komi-Permyak		flower	239		ʥoriʥ	2644	dʑ o r i dʑ	
Erzya		flower	239		ʨeʨɑ	2640	tɕ e tɕ ɑ	
Erzya		flower	239		ʦvet	2646	ts v e t	
Ingrian		flower	239		kukkɑ	2639	k u k k ɑ	
Komi-Zyrian		flower	239		ʥoriʥ	2644	dʑ o r i dʑ	
Nganasan		flower	239		lukuðiɑj	22	l u k u ð i ɑ j	
Selkup		flower	239		sɯrkə	2642	s ɯ r k ə	
Udmurt		flower	239		ɕɑɕkɑ	2647	ɕ ɑ ɕ k ɑ	
Selkup		full	1429		tiːrəʎ	2684	t iː r ə ʎ	
Erzya		full	1429		peʃkɕe	2682	p e ʃ k ɕ e	
Ingrian		full	1429		tæyz	2681	t æ y z	
Komi-Permyak		full	1429		tɯr	2684	t ɯ r	
Komi-Zyrian		full	1429		tɯr	2684	t ɯ r	
Nganasan		full	1429		dʲulsɯə	2685	dʲ u l s ɯ ə	
Nganasan		full	1429		myntyɕɑ	2686	m y n t y ɕ ɑ	
Udmurt		full	1429		tɯr	2684	t ɯ r	
Erzya		hand	1277		kedʲ	2724	k e dʲ	
Ingrian		hand	1277		kæzi	2724	k æ z i	
Komi-Permyak		hand	1277		ki	2724	k i	
Komi-Zyrian		hand	1277		ki	2724	k i	
Nganasan		hand	1277		dʲyty	2725	dʲ y t y	
Selkup		hand	1277		utə	2725	u t ə	
Udmurt		hand	1277		ki	2724	k i	
Komi-Permyak		head	1256		jur	2729	j u r	
Erzya		head	1256		prʲɑ	2728	p rʲ ɑ	
Ingrian		head	1256		pæː	2726	p æː	
Komi-Zyrian		head	1256		jur	2729	j u r	
Nganasan		head	1256		ŋojbu	2727	ŋ o j b u	
Selkup		head	1256		olə	2731	o l ə	
Udmurt		head	1256		jɯr	2729	j ɯ r	
Udmurt		heart	1223		ɕulem	2735	ɕ u l e m	
Erzya		heart	1223		ɕedʲej	2735	ɕ e dʲ e j	
Ingrian		heart	1223		syæn	2735	s y æ n	
Komi-Permyak		heart	1223		ɕɤlɤm	2735	ɕ ɤ l ɤ m	
Komi-Zyrian		heart	1223		ɕɤlɤm	2735	ɕ ɤ l ɤ m	
Nganasan		heart	1223		səː	2735	s əː	
Selkup		heart	1223		siːʨə	2735	s iː tɕ ə	
Erzya		lake	624		erʲke	29	e rʲ k e	
Ingrian		lake	624		jærvi	2823	j æ r v i	
Komi-Permyak		lake	624		tɯ	2824	t ɯ	
Komi-Zyrian		lake	624		tɯ	2824	t ɯ	
Nganasan		lake	624		turku	2824	t u r k u	
Selkup		lake	624		toː	2824	t oː	
Udmurt		lake	624		tɯ	2824	t ɯ	
Erzya		laugh	1355		pejdʲems	2828	p e j dʲ e m s	
Erzya		laugh	1355		rɑkɑms	2834	r ɑ k ɑ m s	
Ingrian		laugh	1355		nɑgrɑː	2827	n ɑ ɡ r ɑː	
Komi-Permyak		laugh	1355		serɑvnɯ	2830	s e r ɑ v n ɯ	
Komi-Zyrian		laugh	1355		ɕerɑvnɯ	2830	ɕ e r ɑ v n ɯ	
Nganasan		laugh	1355		hidʲiɕi	30	h i dʲ i ɕ i	
Selkup		laugh	1355		pisəj	2833	p i s ə j	
Udmurt		laugh	1355		ɕerekjɑnɯ	2830	ɕ e r e k j ɑ n ɯ	
Erzya		liver	1224		mɑkso	2861	m ɑ k s o	
Ingrian		liver	1224		mɑksɑ	2861	m ɑ k s ɑ	
Komi-Zyrian		liver	1224		mus	2861	m u s	
Nganasan		liver	1224		mitə	2861	m i t ə	
Selkup		liver	1224		mɯːtə	2861	m ɯː t ə	
Udmurt		liver	1224		mus	2861	m u s	
Komi-Permyak		liver	1224		mus	2861	m u s	
Erzya		meat (flesh)	634		siveʎ	2882	s i v e ʎ	
Ingrian		meat (flesh)	634		lihɑ	2881	l i h ɑ	
