language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
Alak	alk	ant	4		mboːc	68	m b oː c	mboT
Bahnar-Golar	bdq	ant	4		hmoːc	68	h m oː c	hmoT
Bahnar-Kontum	bdq	ant	4		hmoc	68	h m o c	hmoT
Bahnar-Pleiku	bdq	ant	4		hmoːc	68	h m oː c	hmoT
Brao	brb	ant	4		moːc	68	m oː c	moT
Cua	cua	ant	4		ramuːt	68	r a m uː t	ramut
Halang	hal	ant	4		muːt	68	m uː t	mut
Jeh	jeh	ant	4		mut	68	m u t	mut
Jru-Laven	lbo	ant	4		hmoːc	68	h m oː c	hmoT
Mnong-Rölöm	mng	ant	4		saːm	69	s aː m	sam
Nyaheun	nev	ant	4		hmoːc	68	h m oː c	hmoT
Sedang	sed	ant	4		hmuj	68	h m u j	hmuy
Sedang	sed	ant	4		kəmuə	68	k ə m uə	k3mu3
Sre	kpm	ant	4		ŋɔɲ	70	ŋ ɔ ɲ	No5
Stieng	sti	ant	4		cʰiam	69	cʰ ia m	Th~iam
Bru-Talan	oog	ant	4		mic	68	m i c	miT
Bru-Ubon	bru	ant	4		səmuːc	68	s ə m uː c	s3muT
In	irr	ant	4		mit	68	m i t	mit
Katang	kgd	ant	4		həmʊjʔ	68	h ə m ʊ j ʔ	h3muy7
Katu-AnDiem	ktv	ant	4		ʔaʄɛn	71	ʔ a ʄ ɛ n	7aCEn
Kui(Sriwises1978)	kdt	ant	4		mhoːc	68	m h oː c	mhoT
Kui(Huffman1979)	kdt	ant	4		səmoːc	68	s ə m oː c	s3moT
Mankong	sss	ant	4		səmuːjʔ	68	s ə m uː j ʔ	s3muy7
Nge'	ngt	ant	4		mic	68	m i c	miT
Pacoh	pac	ant	4		ʔamuːjʔ	68	ʔ a m uː j ʔ	7amuy7
So-Khammouane	sss	ant	4		simuːc	68	s i m uː c	simuT
So-SakonNakhon	sss	ant	4		səmuːt	68	s ə m uː t	s3mut
Souei-Saravan	kdt	ant	4		səmuːc	68	s ə m uː c	s3muT
TaOi	tto	ant	4		mic	68	m i c	miT
Khasi	khi	ant	4		dkʰiew	72	d kʰ ie w	dkh~iew
Pnar	pbv	ant	4		tkʰu	57	t kʰ u	tkh~u
War-Lamin	aml	ant	4		lənti	58	l ə n t i	l3nti
Khmer-Surin	kxm	ant	4		smɔːc	68	s m ɔː c	smoT
Khmer-Standard	khm	ant	4		srɑmaoc	68	s r ɑ m ao c	sramaoT
Idu	tyh	ant	4		mɛ́ʔ	59	m ɛ́ ʔ	mE7
Khmu-Cuang	kjg	ant	4		ʰmuːc	68	ʰm uː c	h~muT
Khmu-Yuan	kjg	ant	4		múːc	68	m úː c	muT
Mal-T'in	mlf	ant	4		moːc	68	m oː c	moT
Bugan	bbh	ant	4		ɣen³¹	60	ɣ e n	xen
Mang	zng	ant	4		ʔaŋ²maj⁶	61	ʔaŋ² maj⁶	7aNmay
Mon	mnw	ant	4		həmo̱t	68	h ə m o̱ t	h3mot
Nyahkur	cbn	ant	4		hmu̱ac	68	h m u̱a c	hmuaT
Gorum	pcj	ant	4		mumoj	68	m u m o j	mumoy
Kharia	khr	ant	4		muˀɟɖɑʔ	68	m uˀ ɟ ɖ ɑ ʔ	muCda7
Santali	sat	ant	4		muc˺	68	m u c˺	muT
Sora	srb	ant	4		muɟ	68	m u ɟ	muC
Car	caq	ant	4		talkuc	62	t a l k u c	talkuT
Nancowri	ncb	ant	4		taɲ	67	t a ɲ	ta5
Lawa(Ratanakul)	lcp	ant	4		ʔmɔic	68	ʔ m ɔi c	7moiT
ManMet	mml	ant	4		aʨɔh³¹	64	a ʨɔh³¹	aCoh
