language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
Quueyu	quey1238	ashes	3		thə⁵⁵_pka⁵⁵_p	677	tʰ ə p k a p	
Dhimal	dhim1246	ashes	3		busuri	844	b u s u r i	
Apatari	apat1240	ashes	3		múbu	844	m u b u	
Jirel	jire1238	ashes	3		tha_L¹la_T¹	120	tʰ a l a	
Old Chinese	oldc1244	ashes	3		smə̄j	709	s m ə j	
Idu	idum1241	ashes	3		i¹_gu¹	517	i g u	
Lhota	loth1237	ashes	3		mipoːk	844	m i p oː k	
Lushai	lush1249	ashes	3		mei_vaːp	710	m e i v aː p	
Lepcha	lepc1244	ashes	3		yu	711	y u	
Sgaw	sgaw1245	ashes	3		phaʔ⁵³_sha⁴⁴	710	pʰ a ʔ sʰ a	
Rourou	nusu1239	ashes	3		na⁵⁵_ma³⁵_phu	844	n a m a pʰ u	
Dulong	drun1238	ashes	3		pa⁵⁵_pu⁵⁵	844	p a p u	
Tangkul	tang1336	ashes	3		hotla	438	h o t l a	
Pa'O	paok1235	ashes	3		pha³³	710	pʰ a	
Kulung	kulu1253	ashes	3		chubui	438	tsʰ u b u i	
Geker	geko1235	ashes	3		pha²²_sha⁴⁴	710	pʰ a sʰ a	
Ersu	ersu1241	ashes	3		ər⁵⁵	1443	ə r	
Ao-Mongsen	mong1332	ashes	3		opu	844	o p u	
Sherpa	sher1255	ashes	3		thalǯum_LR	120	tʰ a l dʒ u m	
Rawang	rawa1265	ashes	3		khaphu	844	kʰ a pʰ u	
Bokar	bori1243	ashes	3		mə_reː	1443	m ə r eː	
Hmar	hmar1241	ashes	3		pilvut	517	p i l v u t	
Nusu	nusu1239	ashes	3		dʒɛr⁴²_nhɛr⁴²	279	dʒ ɛ r nʰ ɛ r	
Geba	geba1237	ashes	3		phɛʔ⁵³_shɛ⁴⁴	710	pʰ ɛ ʔ sʰ ɛ	
Manu	manu1255	ashes	3		ku¹¹_pha⁴⁴	710	k u pʰ a	
Shixing	shix1238	ashes	3		pa³³_ji³⁵	710	p a j i	
Ninglang-Naxi	naxi1245	ashes	3		luə¹³	438	l u ə	
Khaling	khal1275	ashes	3		püyüH	438	p y y y	
W. Kayah	west2409	ashes	3		kɔ⁵⁵_phɛ¹¹	710	k ɔ pʰ ɛ	
Written Tibetan	tibe1272	ashes	3		go_thal	120	g o tʰ a l	
Batang Tibetan	kham1282	ashes	3		thei¹³_kâ⁵⁵	120	tʰ e i k a	
Gurung	guru1261	ashes	3		mebro¹	438	m e b r o	
Lhasa Tibetan	tibe1272	ashes	3		kho¹³_thɛ⁵⁵	120	kʰ o tʰ ɛ	
Garo	garo1247	ashes	3		tapra	438	t a p r a	
Hill-Miri	nyis1236	ashes	3		maya	711	m a j a	
Limbu	limb1266	ashes	3		thappu	1514	tʰ a p p u	
Hakka	hakk1236	ashes	3		foi¹	709	f o i	
Motuo-M	dakp1242	ashes	3		thu_lu	120	tʰ u l u	
Tujia	nort2732	ashes	3		pu⁴_chi³	844	p u tsʰ i	
Beijing	mand1415	ashes	3		xūi	709	x uː i	
Zhaba	zhab1238	ashes	3		_mop⁵⁵	710	m o p	
Kaike	kaik1246	ashes	3		malha	438	m a lʰ a	
Yintale	yint1235	ashes	3		pha³³	710	pʰ a	
Jinuo	youl1235	ashes	3		a³³_mə⁵⁵	709	a m ə	
Serdukpen	sher1257	ashes	3		mi	709	m i	
Namuzi	namu1246	ashes	3		la³⁵	438	l a	
Xiaxe Tibetan	amdo1237	ashes	3		tha	120	tʰ a	
Lüsu	lisu1250	ashes	3		źy³⁵	1443	zʲ y	
Dimasa	dima1251	ashes	3		thapla	438	tʰ a p l a	
Yeinbaw	yinb1236	ashes	3		pha¹¹	710	pʰ a	
N-Qiang	nort2722	ashes	3		ći_ći_bu_zụ	710	tsʲ i tsʲ i b u z ṵ	
Lijiang-Naxi	lich1241	ashes	3		ɣɨ⁵⁵	438	ɣ ɨ	
Zeme	zeme1240	ashes	3		tinbun	681	t i n b u n	
Jingpo	kach1280	ashes	3		tap³¹	1514	t a p	
Bodo	bodo1269	ashes	3		_haŋgar	531	h a ŋ g a r	
Fuzhou	mind1253	ashes	3		xui⁵⁵	709	x u i	
Burmese	nucl1310	ashes	3		pra	438	p r a	
Horpa	horp1239	ashes	3		flɛ	438	f l ɛ	
Ao-Chungli	chon1286	ashes	3		ap	844	a p	
Padam	pada1257	ashes	3		med-bu	844	m e d b u	
Bola	pela1242	ashes	3		mi³¹_map³¹	710	m i m a p	
Guiqiong	guiq1238	ashes	3		c̣hɨ⁵³	710	tʂʰ ɨ	
Quueyu	quey1238	ashes	3		thə⁵⁵_pka⁵⁵_p	710	tʰ ə p k a p	
Apatari	apat1240	ashes	3		muyu	711	m u y u	
Jirel	jire1238	ashes	3		tha_L¹la_T¹	438	tʰ a l a	
Lushai	lush1249	ashes	3		vut	517	v u t	
Kulung	kulu1253	ashes	3		chubui	844	tsʰ u b u i	
Hmar	hmar1241	ashes	3		mei_waːm	710	m e i w aː m	
Khaling	khal1275	ashes	3		püyüH	844	p y y y	
Limbu	limb1266	ashes	3		thappu	844	tʰ a p p u	
Quueyu	quey1238	big	6		qo⁵⁵_rʒi¹³	885	q o r ʒ i	
Dhimal	dhim1246	big	6		barka	852	b a r k a	
Apatari	apat1240	big	6		kàye	269	k a y e	
Jirel	jire1238	big	6		ʒo_L¹da_L¹	1301	ʒ o d a	
Old Chinese	oldc1244	big	6		dhāt-s	1301	d h aː t s	
Idu	idum1241	big	6		ka¹_ćhi¹	252	k a tsʲʰ i	
Lhota	loth1237	big	6		caːpho	661	ts aː pʰ o	
Lushai	lush1249	big	6		lian	447	l i a n	
Lepcha	lepc1244	big	6		če_TIB	56	tʃ e	
Sgaw	sgaw1245	big	6		d̄oʔ⁵³	1301	d̄ o ʔ	
Rourou	nusu1239	big	6		źi³¹	491	zʲ i	
Dulong	drun1238	big	6		tai⁵³	1506	t a i	
Tangkul	tang1336	big	6		kazoka	269	k a z o k a	
Pa'O	paok1235	big	6		tan²²	1301	t a n	
Kulung	kulu1253	big	6		dema	1506	d e m a	
Geker	geko1235	big	6		đəɨʔ⁵³	1301	ð ə ɨ ʔ	
Ersu	ersu1241	big	6		ńi⁵⁵_ńi⁵⁵	886	nʲ i nʲ i	
Ao-Mongsen	mong1332	big	6		tɨbati	1301	t ɨ b a t i	
Sherpa	sher1255	big	6		gerpu_LF	493	g e r p u	
Rawang	rawa1265	big	6		thɛ	1506	tʰ ɛ	
Bokar	bori1243	big	6		təːpə	840	t əː p ə	
Hmar	hmar1241	big	6		lien	447	l i e n	
Nusu	nusu1239	big	6		jri⁵⁵	491	j r i	
Geba	geba1237	big	6		dõʔ⁵³	1301	d õ ∼ ʔ	
Manu	manu1255	big	6		do	1301	d o	
Alike Tibetan	amdo1237	big	6		ćhe	252	tsʲʰ e	
Shixing	shix1238	big	6		duâ³⁵	1301	d u a	
Ninglang-Naxi	naxi1245	big	6		dɨ¹³	1301	d ɨ	
Khaling	khal1275	big	6		ghwɛlpe_L	1138	gʰ w ɛ l p e	
W. Kayah	west2409	big	6		du¹¹	1301	d u	
Written Tibetan	tibe1272	big	6		ćhen_po	252	tsʲʰ e n p o	
Batang Tibetan	kham1282	big	6		ćhi⁵³	252	tsʲʰ i	
Gurung	guru1261	big	6		the¹-baː¹	1506	tʰ e b aː	
Lhasa Tibetan	tibe1272	big	6		ćhẽ⁵⁵_po⁵⁵	252	tsʲʰ ẽ ∼ p o	
Garo	garo1247	big	6		dal-a	1519	d a l a	
Hill-Miri	nyis1236	big	6		kai	269	k a i	
Limbu	limb1266	big	6		yəmmaʔ	269	y ə m m a ʔ	
Hakka	hakk1236	big	6		tai⁴	1301	t a i	
Motuo-M	dakp1242	big	6		ćhi_lo	252	tsʲʰ i l o	
Tujia	nort2732	big	6		chi²	252	tsʰ i	
Beijing	mand1415	big	6		dà	1301	d a	
Zhaba	zhab1238	big	6		ko̲²¹	549	k o	
Kaike	kaik1246	big	6		kima	269	k i m a	
Yintale	yint1235	big	6		pha⁵⁵_du³³	1301	pʰ a d u	
Jinuo	youl1235	big	6		la⁴⁴_xə⁴⁴	491	l a x ə	
Serdukpen	sher1257	big	6		adok	125	a d o k	
Namuzi	namu1246	big	6		da⁵⁵_ʒ̣ɨ³³_d	1301	d a ʒ ɨ d	
Xiaxe Tibetan	amdo1237	big	6		ćhe_wo	252	tsʲʰ e w o	
Lüsu	lisu1250	big	6		kɨ⁵³_kɨ⁵³	549	k ɨ k ɨ	
Liangmai	lian1251	big	6		kadibu	1506	k a d i b u	
Dimasa	dima1251	big	6		gedeba	1519	g e d e b a	
Yeinbaw	yinb1236	big	6		du¹¹	1301	d u	
N-Qiang	nort2722	big	6		bar	885	b a r	
Lijiang-Naxi	lich1241	big	6		ndɨ³¹	1301	n d ɨ	
Zeme	zeme1240	big	6		kedibe	1506	k e d i b e	
Jingpo	kach1280	big	6		kə³¹_pa³¹	840	k ə p a	
Bodo	bodo1269	big	6		dəʔr	1519	d ə ʔ r	
Fuzhou	mind1253	big	6		tuai_²⁴²	1301	t u a i	
Burmese	nucl1310	big	6		kriː	491	k r iː	
Horpa	horp1239	big	6		_ćhɛ	252	tsʲʰ ɛ	
Ao-Chungli	chon1286	big	6		tulu	1301	t u l u	
Padam	pada1257	big	6		bodi	840	b o d i	
Bola	pela1242	big	6		kɔ̲³⁵	549	k ɔ̰	
Guiqiong	guiq1238	big	6		da³³_da³³	1301	d a d a	
Lushai	lush1249	big	6		hrol	885	h r o l	
Hmar	hmar1241	big	6		ropui	719	r o p u i	
Ao-Chungli	chon1286	big	6		tulu	407	t u l u	
Quueyu	quey1238	blood	10		si⁵⁵	487	s i	
Dhimal	dhim1246	blood	10		hiti	487	h i t i	
Apatari	apat1240	blood	10		àyi	487	a y i	
Old Chinese	oldc1244	blood	10		su̯hīt	487	s w h iː t	
Idu	idum1241	blood	10		i¹_ru¹	487	i r u	
Lhota	loth1237	blood	10		echẽn	194	e tsʰ ẽ ∼ n	
Lushai	lush1249	blood	10		thi	487	tʰ i	
Lepcha	lepc1244	blood	10		vi	487	v i	
Sgaw	sgaw1245	blood	10		ṭwĩʔ⁵³	487	ʈ w ĩ ∼ ʔ	
Rourou	nusu1239	blood	10		śyi³¹	487	sʲ y i	
Dulong	drun1238	blood	10		śɨi⁵⁵	487	sʲ ɨ i	
Tangkul	tang1336	blood	10		aši	487	a ʃ i	
Pa'O	paok1235	blood	10		swi³³	487	s w i	
Kulung	kulu1253	blood	10		hi	487	h i	
Geker	geko1235	blood	10		ṭwiʔ⁵³	487	ʈ w i ʔ	
Ersu	ersu1241	blood	10		ṣo⁵⁵	487	ʂ o	
Ao-Mongsen	mong1332	blood	10		si	487	s i	
Rawang	rawa1265	blood	10		сłer	487	c ł e r	
Bokar	bori1243	blood	10		u_yiː	487	u y iː	
Hmar	hmar1241	blood	10		thisen	487	tʰ i s e n	
Nusu	nusu1239	blood	10		sui⁵⁵_BUR	77	s u i	
Geba	geba1237	blood	10		ṭwĩʔ⁵³	487	ʈ w ĩ ∼ ʔ	
Manu	manu1255	blood	10		si⁴⁴	487	s i	
Alike Tibetan	amdo1237	blood	10		cśhak	686	ts sʲ h a k	
Shixing	shix1238	blood	10		sɛ⁵⁵	487	s ɛ	
Ninglang-Naxi	naxi1245	blood	10		se⁵⁵	487	s e	
W. Kayah	west2409	blood	10		ćui¹¹	487	tsʲ u i	
Written Tibetan	tibe1272	blood	10		khrag	686	kʰ r a g	
Batang Tibetan	kham1282	blood	10		ćhâʔ⁵³	686	tsʲʰ a ʔ	
Gurung	guru1261	blood	10		ko²	726	k o	
Lhasa Tibetan	tibe1272	blood	10		ćha⁵²	686	tsʲʰ a	
Garo	garo1247	blood	10		anci	487	a n ts i	
Hill-Miri	nyis1236	blood	10		ui	487	u i	
Limbu	limb1266	blood	10		maːkhi	487	m aː kʰ i	
Hakka	hakk1236	blood	10		xiat⁵	487	x i a t	
Motuo-M	dakp1242	blood	10		ji	487	j i	
Tujia	nort2732	blood	10		mie²	1270	m i e	
Beijing	mand1415	blood	10		śuè	487	ɕ y e	
Zhaba	zhab1238	blood	10		sui²¹	487	s u i	
Yintale	yint1235	blood	10		ṣwei³³	487	ʂ w e i	
Jinuo	youl1235	blood	10		ʃi⁴⁴	487	ʃ i	
Serdukpen	sher1257	blood	10		ha	487	h a	
Namuzi	namu1246	blood	10		sɛ³³	487	s ɛ	
Xiaxe Tibetan	amdo1237	blood	10		ćhaχ	686	tsʲʰ a χ	
Lüsu	lisu1250	blood	10		ṣu³⁵	487	ʂ u	
Liangmai	lian1251	blood	10		tazai	487	t a z a i	
Dimasa	dima1251	blood	10		thi	487	tʰ i	
Yeinbaw	yinb1236	blood	10		ʃwi¹¹	487	ʃ w i	
N-Qiang	nort2722	blood	10		sa	487	s a	
Lijiang-Naxi	lich1241	blood	10		sa³³	487	s a	
Zeme	zeme1240	blood	10		hezai	487	h e z a i	
Jingpo	kach1280	blood	10		sai³¹	487	s a i	
Bodo	bodo1269	blood	10		təʔj	487	t ə ʔ j	
Fuzhou	mind1253	blood	10		xaik²³	487	x a i k	
Burmese	nucl1310	blood	10		sweː	487	s w eː	
Horpa	horp1239	blood	10		she	487	sʰ e	
Ao-Chungli	chon1286	blood	10		ayi	487	a y i	
Padam	pada1257	blood	10		i-yi	487	i y i	
Bola	pela1242	blood	10		sui³⁵	487	s u i	
Guiqiong	guiq1238	blood	10		cɨ⁵³	487	ts ɨ	
Quueyu	quey1238	bone	11		ʃə⁵⁵_rə⁵⁵	1448	ʃ ə r ə	
Dhimal	dhim1246	bone	11		hara	1420	h a r a	
Apatari	apat1240	bone	11		àló	434	a l o	
Jirel	jire1238	bone	11		ruː_L¹ba_L¹	1448	r uː b a	
Old Chinese	oldc1244	bone	11		kūt	560	k uː t	
Lhota	loth1237	bone	11		oːrɨ	1448	oː r ɨ	
