language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
Tasha_Tujia		ashes	646	646	pu²¹+ʨʰi²⁴	3	p u ²¹ tɕʰ i ²⁴	
Duogu_Tujia		ashes	646	646	pu²¹+ʦʰi⁵³	3	p u ²¹ tsʰ i ⁵³	
Dianfang_Tujia		ashes	646	646	pu²¹+ʦʰi³⁵	3	p u ²¹ tsʰ i ³⁵	
Boluo_Tujia		ashes	646	646	mu²¹+ʦʰi⁵³	3	m u ²¹ tsʰ i ⁵³	
Tanxi_Tujia		ashes	646	646	mu¹³+ʦʰi⁵⁵	3	m u ¹³ tsʰ i ⁵⁵	
Tasha_Tujia		bite	1403	1403	ka²⁴	9	k a ²⁴	
Duogu_Tujia		bite	1403	1403	ka²⁴	9	k a ²⁴	
Boluo_Tujia		bite	1403	1403	go¹³	9	g o ¹³	
Tasha_Tujia		bone	1394	1394	lu⁵⁵+ka⁵⁵	12	l u ⁵⁵ k a ⁵⁵	
Duogu_Tujia		bone	1394	1394	lu⁴⁴+ka⁴⁴	12	l u ⁴⁴ k a ⁴⁴	
Dianfang_Tujia		bone	1394	1394	lu⁵⁵+ka⁵⁵	12	l u ⁵⁵ k a ⁵⁵	
Boluo_Tujia		bone	1394	1394	kʰa²¹+kʰɨe⁵³	13	kʰ a ²¹ kʰ ɨ e ⁵³	
Tanxi_Tujia		bone	1394	1394	kʰa²¹+kɨ²¹	13	kʰ a ²¹ k ɨ ²¹	
Tasha_Tujia		come	1446	1446	ɤŋ²¹+ʨi̯u²¹	22	ɤ ŋ ²¹ tɕ j u ²¹	
Duogu_Tujia		come	1446	1446	ẽ²¹+ʦi²¹	22	ẽ ∼ ²¹ ts i ²¹	
Dianfang_Tujia		come	1446	1446	ẽ²¹+ʦi²¹	22	ẽ ∼ ²¹ ts i ²¹	
Boluo_Tujia		come	1446	1446	ɣɨ²¹+dɨ⁵³	22	ɣ ɨ ²¹ d ɨ ⁵³	
Tanxi_Tujia		come	1446	1446	ʔɨ¹³+dɨ⁵⁵	22	ʔ ɨ ¹³ d ɨ ⁵⁵	
Tasha_Tujia		earth	1228	1228	zu̯ɔ²¹	31	z w ɔ ²¹	
Duogu_Tujia		earth	1228	1228	zo⁵³	31	z o ⁵³	
Dianfang_Tujia		earth	1228	1228	zo⁵⁵	31	z o ⁵⁵	
Boluo_Tujia		earth	1228	1228	za⁵³	31	z a ⁵³	
Tanxi_Tujia		earth	1228	1228	za⁵⁵	31	z a ⁵⁵	
Tasha_Tujia		egg	744	744	a⁵⁵+li̯ɛ⁵⁵	34	a ⁵⁵ l j ɛ ⁵⁵	
Dianfang_Tujia		egg	744	744	a⁵⁵+le⁵⁵	34	a ⁵⁵ l e ⁵⁵	
Boluo_Tujia		egg	744	744	si²¹+ŋɨe²¹+a¹³+lɨe⁵³	34	s i ²¹ ŋ ɨ e ²¹ a ¹³ l ɨ e ⁵³	
Tanxi_Tujia		egg	744	744	ʔa²¹+le⁵⁵	34	ʔ a ²¹ l e ⁵⁵	
Tasha_Tujia		know	1410	1410	xa²¹+zi²¹	65	x a ²¹ z i ²¹	
Duogu_Tujia		know	1410	1410	xau⁵³+ɕi⁴⁴	65	x a u ⁵³ ɕ i ⁴⁴	
Dianfang_Tujia		know	1410	1410	xau⁵⁵+ɕi³⁵	65	x a u ⁵⁵ ɕ i ³⁵	
Boluo_Tujia		know	1410	1410	ɕie⁵³	66	ɕ i e ⁵³	
Tanxi_Tujia		know	1410	1410	ɕe⁵⁵+ʦʰe⁵⁵	66	ɕ e ⁵⁵ tsʰ e ⁵⁵	
Tasha_Tujia		new	1231	1231	a²⁴+ɕi⁵⁵	88	a ²⁴ ɕ i ⁵⁵	
Duogu_Tujia		new	1231	1231	ɣa²⁴+si⁴⁴	88	ɣ a ²⁴ s i ⁴⁴	
Dianfang_Tujia		new	1231	1231	a³⁵+si³⁵	88	a ³⁵ s i ³⁵	
Boluo_Tujia		new	1231	1231	a³³+ɕi³³	88	a ³³ ɕ i ³³	
Tanxi_Tujia		new	1231	1231	ʔa⁵⁵+ɕi²¹	88	ʔ a ⁵⁵ ɕ i ²¹	
Tasha_Tujia		road	667	667	la²¹	100	l a ²¹	
Dianfang_Tujia		road	667	667	la⁵⁵	100	l a ⁵⁵	
Tanxi_Tujia		road	667	667	lo³³	100	l o ³³	
Tasha_Tujia		seed	714	714	ni̯ɛ⁵⁵+laŋ⁵⁵	109	n j ɛ ⁵⁵ l a ŋ ⁵⁵	
Duogu_Tujia		seed	714	714	pu²⁴+li⁵³	110	p u ²⁴ l i ⁵³	
Dianfang_Tujia		seed	714	714	ne⁵⁵+nã⁵⁵	109	n e ⁵⁵ n ã ∼ ⁵⁵	
Boluo_Tujia		seed	714	714	a³³+lie³³	111	a ³³ l i e ³³	
Tanxi_Tujia		seed	714	714	ʔa³³+le³³	111	ʔ a ³³ l e ³³	
Tasha_Tujia		star	1430	1430	ɕi²¹+pu²⁴+li⁵⁵	120	ɕ i ²¹ p u ²⁴ l i ⁵⁵	
Duogu_Tujia		star	1430	1430	si⁵³+zi²¹	120	s i ⁵³ z i ²¹	
Dianfang_Tujia		star	1430	1430	si⁵¹+zi²¹	120	s i ⁵¹ z i ²¹	
