language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
Alak	alk	bee/honeybee	11		suːt	206	s uː t	sut
Bahnar-Golar	bdq	bee/honeybee	11		suːt	206	s uː t	sut
Bahnar-Kontum	bdq	bee/honeybee	11		suːt	206	s uː t	sut
Bahnar-Pleiku	bdq	bee/honeybee	11		suːt	206	s uː t	sut
Brao	brb	bee/honeybee	11		cʰut	206	cʰ u t	Th~ut
Cua	cua	bee/honeybee	11		hluːt	206	h l uː t	hlut
Halang	hal	bee/honeybee	11		sut	206	s u t	sut
Jeh	jeh	bee/honeybee	11		kədrɔːt	201	k ə d r ɔː t	k3drot
Jru-Laven	lbo	bee/honeybee	11		suːt	206	s uː t	sut
Mnong-Rölöm	mng	bee/honeybee	11		ʔuoŋ	210	ʔ uo ŋ	7uoN
Nyaheun	nev	bee/honeybee	11		sut	206	s u t	sut
Rengao	ren	bee/honeybee	11		ʦṳːt	206	ʦ ṳː t	ct
Sedang	sed	bee/honeybee	11		sɔt	206	s ɔ t	sot
Sre	kpm	bee/honeybee	11		sut	206	s u t	sut
Stieng	sti	bee/honeybee	11		sot	206	s o t	sot
Bru-Talan	oog	bee/honeybee	11		kihial	211	k i h ia l	kihial
Bru-Talan	oog	bee/honeybee	11		krɔːnʔ	212	k r ɔː n ʔ	kron7
Bru-Ubon	bru	bee/honeybee	11		kəheal	211	k ə h ea l	k3heal
In	irr	bee/honeybee	11		kəhial	211	k ə h ia l	k3hial
Katang	kgd	bee/honeybee	11		kəhiːal	211	k ə h iːa l	k3hial
Katu-AnDiem	ktv	bee/honeybee	11		karɑːt	212	k a r ɑː t	karat
Kui(Sriwises1978)	kdt	bee/honeybee	11		ŋɔ̀ːr	213	ŋ ɔ̀ː r	Nor
Kui(Huffman1979)	kdt	bee/honeybee	11		kʰiəl	211	kʰ iə l	kh~i3l
Mankong	sss	bee/honeybee	11		kʰial	211	kʰ ia l	kh~ial
Nge'	ngt	bee/honeybee	11		kanɲiːl	211	k a n ɲ iː l	kan5il
Pacoh	pac	bee/honeybee	11		kijial	211	k i j ia l	kiyial
So-Khammouane	sss	bee/honeybee	11		kʰiəl	211	kʰ iə l	kh~i3l
So-SakonNakhon	sss	bee/honeybee	11		kʰiər	211	kʰ iə r	kh~i3r
Souei-Saravan	kdt	bee/honeybee	11		kəhial	211	k ə h ia l	k3hial
TaOi	tto	bee/honeybee	11		kəhial	211	k ə h ia l	k3hial
Khasi	khi	bee/honeybee	11		ŋap	193	ŋ a p	Nap
Pnar	pbv	bee/honeybee	11		ŋap	193	ŋ a p	Nap
War-Lamin	aml	bee/honeybee	11		ŋap	193	ŋ a p	Nap
Khmer-Surin	kxm	bee/honeybee	11		kʰmum	194	kʰ m u m	kh~mum
Khmer-Standard	khm	bee/honeybee	11		kmum	194	k m u m	kmum
Idu	tyh	bee/honeybee	11		jɔ̤̂ːr	195	j ɔ̤̂ː r	yor
Khmu-Cuang	kjg	bee/honeybee	11		rmkuːm	194	r m k uː m	rmkum
Khmu-Yuan	kjg	bee/honeybee	11		húːt	206	h úː t	hut
Khmu-Yuan	kjg	bee/honeybee	11		hpɔ́ːt	197	h p ɔ́ː t	hpot
