language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
Quueyu	quey1238	bite	8		ŋɦua⁵⁵	1093	ŋ ɦ u a	
Dhimal	dhim1246	bite	8		ci	165	ts i	
Apatari	apat1240	bite	8		àsɨ	320	a s ɨ	
Jirel	jire1238	bite	8		dep_L¹	578	d e p	
Old Chinese	oldc1244	bite	8		dats	1359	d a t s	
Idu	idum1241	bite	8		thu¹	722	tʰ u	
Lhota	loth1237	bite	8		eŋkak	535	e ŋ k a k	
Lushai	lush1249	bite	8		šeh	320	ʃ e h	
Lepcha	lepc1244	bite	8		cuk	165	ts u k	
Sgaw	sgaw1245	bite	8		ʔe³³	603	ʔ e	
Rourou	nusu1239	bite	8		ŋa⁴²	723	ŋ a	
Dulong	drun1238	bite	8		ŋaːp⁵⁵	887	ŋ aː p	
Tangkul	tang1336	bite	8		khamakei	569	kʰ a m a k e i	
Pa'O	paok1235	bite	8		eŋ³³	603	e ŋ	
Geker	geko1235	bite	8		ʔei³³	603	ʔ e i	
Ao-Mongsen	mong1332	bite	8		ŋo	631	ŋ o	
Sherpa	sher1255	bite	8		phe_LR	1093	pʰ e	
Rawang	rawa1265	bite	8		khɛ	569	kʰ ɛ	
Bokar	bori1243	bite	8		gam	556	g a m	
Hmar	hmar1241	bite	8		se	320	s e	
Nusu	nusu1239	bite	8		chuɔr⁵³	237	tsʰ u ɔ r	
Geba	geba1237	bite	8		ʔa³³_ʔe³³deʔ	603	ʔ a ʔ e d e ʔ	
Manu	manu1255	bite	8		e³³	603	e	
Alike Tibetan	amdo1237	bite	8		wa_wdi_wʒjap	578	w a w d i w ʒ j a p	
Shixing	shix1238	bite	8		χə⁵⁵_χa³³	1093	χ ə χ a	
Ninglang-Naxi	naxi1245	bite	8		tha¹³	722	tʰ a	
Khaling	khal1275	bite	8		kɛnH	1442	k ɛ n	
W. Kayah	west2409	bite	8		a¹¹	603	a	
Written Tibetan	tibe1272	bite	8		rgjag	535	r g j a g	
Batang Tibetan	kham1282	bite	8		nʒ́ɛʔ⁵³	535	n ʒʲ ɛ ʔ	
Gurung	guru1261	bite	8		cxi-ba³	165	ts x i b a	
Lhasa Tibetan	tibe1272	bite	8		ca¹³²	535	ts a	
Garo	garo1247	bite	8		cika	165	ts i k a	
Hill-Miri	nyis1236	bite	8		gam	556	g a m	
Limbu	limb1266	bite	8		haʔmaʔ	673	h a ʔ m a ʔ	
Hakka	hakk1236	bite	8		ŋau¹	631	ŋ a u	
Motuo-M	dakp1242	bite	8		ŋam	344	ŋ a m	
Tujia	nort2732	bite	8		ka³	569	k a	
Beijing	mand1415	bite	8		yǎo	631	y a o	
Zhaba	zhab1238	bite	8		ŋat²¹	723	ŋ a t	
Kaike	kaik1246	bite	8		thaŋ	722	tʰ a ŋ	
Yintale	yint1235	bite	8		ʔei³³	603	ʔ e i	
Jinuo	youl1235	bite	8		thə⁵⁵	722	tʰ ə	
Serdukpen	sher1257	bite	8		kudo	722	k u d o	
Namuzi	namu1246	bite	8		mi³¹_nthæ³⁵	165	m i n tʰ æ	
Xiaxe Tibetan	amdo1237	bite	8		ndep	578	n d e p	
Lüsu	lisu1250	bite	8		ne³³_c̣ɨ⁵³	165	n e tʂ ɨ	
Liangmai	lian1251	bite	8		maki	569	m a k i	
Dimasa	dima1251	bite	8		wai	1093	w a i	
Yeinbaw	yinb1236	bite	8		ʔe⁴⁴	603	ʔ e	
N-Qiang	nort2722	bite	8		ʒiʒi	344	ʒ i ʒ i	
Lijiang-Naxi	lich1241	bite	8		thər⁵⁵	722	tʰ ə r	
Zeme	zeme1240	bite	8		ŋki	569	ŋ k i	
Jingpo	kach1280	bite	8		kə³¹_wa⁵⁵	1093	k ə w a	
Bodo	bodo1269	bite	8		oʔd	1093	o ʔ d	
Fuzhou	mind1253	bite	8		ka²⁴²	569	k a	
Burmese	nucl1310	bite	8		kuik	610	k u i k	
Horpa	horp1239	bite	8		ṣćhɛ	165	ʂ tsʲʰ ɛ	
Ao-Chungli	chon1286	bite	8		aŋu	631	a ŋ u	
Padam	pada1257	bite	8		ke	569	k e	
Bola	pela1242	bite	8		pɛ̃³¹	338	p ɛ̃ ∼	
Guiqiong	guiq1238	bite	8		mi³³_cã⁵⁵_d	165	m i ts ã ∼ d	
Dhimal	dhim1246	bite	8		reʔ	1456	r e ʔ	
Padam	pada1257	bite	8		rek	1456	r e k	
Quueyu	quey1238	dog	19		ʃtʃhi⁵⁵	672	ʃ tʃʰ i	
Dhimal	dhim1246	dog	19		khiya	672	kʰ i y a	
Apatari	apat1240	dog	19		àkì	672	a k i	
Jirel	jire1238	dog	19		ki_T²	672	k i	
Old Chinese	oldc1244	dog	19		khʷīn	672	kʷʰ iː n	
Idu	idum1241	dog	19		mi¹_ku¹	672	m i k u	
Lhota	loth1237	dog	19		fhuːrro	672	fʰ uː r r o	
Lushai	lush1249	dog	19		ui	672	u i	
Lepcha	lepc1244	dog	19		kă-ʒu	8	k a ʒ u	
Sgaw	sgaw1245	dog	19		thwĩʔ⁵³	672	tʰ w ĩ ∼ ʔ	
Rourou	nusu1239	dog	19		khyi³¹	672	kʰ y i	
Dulong	drun1238	dog	19		dɨ³¹_gɨi⁵⁵	672	d ɨ g ɨ i	
Tangkul	tang1336	dog	19		fa	672	f a	
Pa'O	paok1235	dog	19		thwi³³	672	tʰ w i	
Kulung	kulu1253	dog	19		kheba	672	kʰ e b a	
Geker	geko1235	dog	19		thwi⁵³	672	tʰ w i	
Ersu	ersu1241	dog	19		c̣ho⁵⁵	672	tʂʰ o	
Ao-Mongsen	mong1332	dog	19		ayi	672	a y i	
Sherpa	sher1255	dog	19		kiHR	672	k i	
Rawang	rawa1265	dog	19		təgi	672	t ə g i	
Bokar	bori1243	dog	19		i_kiː	672	i k iː	
Hmar	hmar1241	dog	19		ui	672	u i	
Nusu	nusu1239	dog	19		khyi⁵⁵	672	kʰ y i	
Geba	geba1237	dog	19		thwĩʔ⁵³	672	tʰ w ĩ ∼ ʔ	
Manu	manu1255	dog	19		ʃhi⁴⁴	672	ʃʰ i	
Alike Tibetan	amdo1237	dog	19		ćhə_ɣə	672	tsʲʰ ə ɣ ə	
Shixing	shix1238	dog	19		khuâ⁵⁵_ńi³³	672	kʰ u a nʲ i	
Ninglang-Naxi	naxi1245	dog	19		khv³³	672	kʰ v	
Khaling	khal1275	dog	19		khlepH	672	kʰ l e p	
W. Kayah	west2409	dog	19		thui⁵⁵	672	tʰ u i	
Written Tibetan	tibe1272	dog	19		khji	672	kʰ j i	
Batang Tibetan	kham1282	dog	19		ćhi⁵³	672	tsʲʰ i	
Gurung	guru1261	dog	19		nagi¹	672	n a g i	
Lhasa Tibetan	tibe1272	dog	19		chi⁵⁵	672	tsʰ i	
Garo	garo1247	dog	19		acak	1044	a ts a k	
Hill-Miri	nyis1236	dog	19		ki	672	k i	
Limbu	limb1266	dog	19		koːcoː	9	k oː ts oː	
Hakka	hakk1236	dog	19		geu³-ui³	738	g e u u i	
Motuo-M	dakp1242	dog	19		khu	672	kʰ u	
Tujia	nort2732	dog	19		xa¹_lie⁴	672	x a l i e	
Beijing	mand1415	dog	19		gǒu	738	g o u	
Zhaba	zhab1238	dog	19		khui²¹	672	kʰ u i	
Kaike	kaik1246	dog	19		khyu	672	kʰ y u	
Yintale	yint1235	dog	19		thwei³³	672	tʰ w e i	
Jinuo	youl1235	dog	19		khə⁴⁴_jo⁴⁴	672	kʰ ə j o	
Serdukpen	sher1257	dog	19		phitha	1189	pʰ i tʰ a	
Namuzi	namu1246	dog	19		c̣hɨ³³	672	tʂʰ ɨ	
Xiaxe Tibetan	amdo1237	dog	19		ćhə_ɣə	672	tsʲʰ ə ɣ ə	
Lüsu	lisu1250	dog	19		ćhu⁵³	672	tsʲʰ u	
Liangmai	lian1251	dog	19		tathih	672	t a tʰ i h	
Dimasa	dima1251	dog	19		sisa	672	s i s a	
Yeinbaw	yinb1236	dog	19		thwi¹¹	672	tʰ w i	
N-Qiang	nort2722	dog	19		khuə	672	kʰ u ə	
Lijiang-Naxi	lich1241	dog	19		khɨ³³	672	kʰ ɨ	
Zeme	zeme1240	dog	19		hetei	672	h e t e i	
Jingpo	kach1280	dog	19		kui³¹	672	k u i	
